ZIP,REGAGNT,INSAGNT1,BKCLASS,STNAME,ASSET,MUTUAL,NAME,CHARTER,OFFDOM,CERT,SUBCHAPS,STALP,OAKAR,ID
76801,OCC,DIF,N,Texas,295967.0,0,Citizens National Bank at Brownwood,14273,2.0,14779,1,TX,0,14779
50158,FDIC,DIF,NM,Iowa,76907.0,0,Citizens Savings Bank,0,3.0,14785,1,IA,0,14785
30650,FDIC,DIF,NM,Georgia,449125.0,0,Bank of Madison,0,4.0,148,0,GA,0,148
58801,FDIC,DIF,NM,North Dakota,539700.0,0,First State Bank & Trust,0,4.0,14801,1,ND,0,14801
52035,FDIC,DIF,NM,Iowa,287539.0,0,Farmers Savings Bank,0,6.0,14807,1,IA,0,14807
50586,FDIC,DIF,NM,Iowa,264768.0,0,Heartland Bank,0,5.0,14809,1,IA,0,14809
51575,FDIC,DIF,NM,Iowa,459413.0,0,TS Bank,0,7.0,14812,0,IA,0,14812
13646,OCC,DIF,N,New York,25014.0,0,The Citizens National Bank of Hammond,10216,2.0,14820,0,NY,0,14820
45869,OCC,DIF,N,Ohio,457215.0,0,First National Bank in New Bremen,14294,6.0,14836,1,OH,0,14836
38459,FDIC,DIF,NM,Tennessee,433957.0,0,Bank of Frankewing,0,4.0,1484,0,TN,0,1484
37643,FDIC,DIF,NM,Tennessee,1401762.0,0,Citizens Bank,0,14.0,14851,1,TN,0,14851
56081,OCC,DIF,N,Minnesota,36877.0,0,The First National Bank at St. James,14296,1.0,14853,1,MN,0,14853
62301,FDIC,DIF,NM,Illinois,351915.0,0,State Street Bank and Trust Company,0,3.0,14857,1,IL,0,14857
78014,OCC,DIF,N,Texas,121387.0,0,Stockmens National Bank in Cotulla,14302,1.0,14864,1,TX,0,14864
50129,FDIC,DIF,NM,Iowa,485710.0,0,Home State Bank,0,2.0,14867,1,IA,0,14867
50680,FDIC,DIF,NM,Iowa,183581.0,0,Peoples Savings Bank,0,3.0,14868,0,IA,0,14868
38401,FED,DIF,SM,Tennessee,1794226.0,0,First Farmers and Merchants Bank,0,24.0,1487,0,TN,0,1487
46710,FED,DIF,SM,Indiana,521046.0,0,Community State Bank,0,5.0,14883,0,IN,0,14883
99901,FDIC,DIF,NM,Alaska,857321.0,0,First Bank,0,9.0,14885,1,AK,0,14885
40356,FDIC,DIF,NM,Kentucky,271101.0,0,The Farmers Bank,0,4.0,14894,0,KY,0,14894
74056,FED,DIF,SM,Oklahoma,1336844.0,0,Blue Sky Bank,0,15.0,14899,0,OK,0,14899
31539,FDIC,DIF,NM,Georgia,137460.0,0,Bank of Hazlehurst,0,2.0,149,1,GA,0,149
50568,FDIC,DIF,NM,Iowa,121004.0,0,First Community Bank,0,4.0,14904,1,IA,0,14904
54406,FDIC,DIF,NM,Wisconsin,100125.0,0,The International Bank of Amherst,0,1.0,14907,1,WI,0,14907
54871,FDIC,DIF,NM,Wisconsin,357524.0,0,Shell Lake State Bank,0,5.0,14911,1,WI,0,14911
68770,FDIC,DIF,NM,Nebraska,139475.0,0,Bank of Dixon County,0,3.0,14912,0,NE,0,14912
54207,FDIC,DIF,NM,Wisconsin,288247.0,0,Collins State Bank,0,6.0,14914,0,WI,0,14914
43524,FED,DIF,SM,Ohio,125589.0,0,The Hamler State Bank,0,1.0,14920,1,OH,0,14920
68788,FDIC,DIF,NM,Nebraska,361098.0,0,F&M Bank,0,6.0,14922,1,NE,0,14922
49431,FDIC,DIF,NM,Michigan,828074.0,0,West Shore Bank,0,9.0,14929,0,MI,0,14929
52531,FED,DIF,SM,Iowa,404316.0,0,First Iowa State Bank,0,6.0,14930,1,IA,0,14930
66801,FDIC,DIF,NM,Kansas,210756.0,0,The Lyon County State Bank,0,2.0,14952,1,KS,0,14952
53579,FDIC,DIF,NM,Wisconsin,157864.0,0,State Bank of Reeseville,0,3.0,14960,0,WI,0,14960
73701,OCC,DIF,N,Oklahoma,401369.0,0,The Security National Bank of Enid,14315,3.0,14966,1,OK,0,14966
17004,FDIC,DIF,NM,Pennsylvania,1980496.0,0,Kish Bank,0,18.0,14969,0,PA,0,14969
78061,FDIC,DIF,NM,Texas,1131558.0,0,Security State Bank,0,7.0,1497,0,TX,0,1497
66086,FDIC,DIF,NM,Kansas,511116.0,0,First State Bank and Trust,0,8.0,14974,0,KS,0,14974
50273,FDIC,DIF,NM,Iowa,146210.0,0,Union State Bank,0,3.0,14982,1,IA,0,14982
45346,FDIC,DIF,NM,Ohio,332821.0,0,The Farmers State Bank,0,9.0,14991,0,OH,0,14991
54658,FDIC,DIF,NM,Wisconsin,1052694.0,0,River Bank,0,13.0,14995,1,WI,0,14995
48467,FDIC,DIF,NM,Michigan,68351.0,0,The Port Austin State Bank,0,1.0,14999,1,MI,0,14999
68601,FDIC,DIF,NM,Nebraska,276188.0,0,Columbus Bank and Trust Company,0,2.0,15010,1,NE,0,15010
28387,FED,DIF,SM,North Carolina,12937641.0,0,First Bank,0,116.0,15019,0,NC,0,15019
48021,FED,DIF,SM,Michigan,1348773.0,0,First State Bank,0,11.0,15032,0,MI,0,15032
72006,FED,DIF,SM,Arkansas,166764.0,0,Riverwind Bank,0,4.0,15035,0,AR,0,15035
67013,FDIC,DIF,NM,Kansas,202483.0,0,The Valley State Bank,0,5.0,15038,0,KS,0,15038
53560,FDIC,DIF,NM,Wisconsin,393818.0,0,The Peoples Community Bank,0,6.0,15046,0,WI,0,15046
72086,FDIC,DIF,NM,Arkansas,325537.0,0,First State Bank,0,6.0,15050,0,AR,0,15050
71270,OCC,DIF,N,Louisiana,473507.0,0,Louisiana National Bank,14328,10.0,15059,0,LA,0,15059
76849,OCC,DIF,N,Texas,95420.0,0,Junction National Bank,14330,1.0,15078,1,TX,0,15078
29379,FDIC,DIF,NM,South Carolina,825812.0,0,Arthur State Bank,0,19.0,15085,0,SC,0,15085
53562,FDIC,DIF,NM,Wisconsin,3334131.0,0,Lake Ridge Bank,0,20.0,15091,0,WI,0,15091
53581,FDIC,DIF,NM,Wisconsin,113602.0,0,Richland County Bank,0,1.0,15092,1,WI,0,15092
66520,FDIC,DIF,NM,Kansas,43190.0,0,Union State Bank,0,2.0,15098,1,KS,0,15098
63876,FDIC,DIF,NM,Missouri,101898.0,0,Senath State Bank,0,3.0,15101,1,MO,0,15101
29745,FDIC,DIF,NM,South Carolina,308903.0,0,Bank of York,0,4.0,15104,0,SC,0,15104
78839,FDIC,DIF,NM,Texas,79487.0,0,Zavala County Bank,0,2.0,15105,0,TX,0,15105
66852,FDIC,DIF,NM,Kansas,336820.0,0,The Citizens State Bank,0,10.0,15111,0,KS,0,15111
29056,FDIC,DIF,NM,South Carolina,157677.0,0,Bank of Greeleyville,0,3.0,15113,1,SC,0,15113
74037,FDIC,DIF,NM,Oklahoma,2014346.0,0,Gateway First Bank,0,16.0,15118,0,OK,0,15118
54601,FDIC,DIF,NM,Wisconsin,652985.0,0,Citizens State Bank of La Crosse,0,4.0,1513,1,WI,0,1513
53965,FDIC,DIF,NM,Wisconsin,1073149.0,0,Bank of Wisconsin Dells,0,3.0,15136,0,WI,0,15136
54121,FDIC,DIF,NM,Wisconsin,221818.0,0,Great North Bank,0,3.0,15146,0,WI,0,15146
54615,FDIC,DIF,NM,Wisconsin,100734.0,0,Black River Country Bank,0,2.0,15152,1,WI,0,15152
66549,FDIC,DIF,NM,Kansas,255455.0,0,The Farmers State Bank of Westmoreland,0,3.0,15164,0,KS,0,15164
49862,FDIC,DIF,NM,Michigan,188147.0,0,Peoples State Bank of Munising,0,5.0,15165,0,MI,0,15165
67860,FDIC,DIF,NM,Kansas,329115.0,0,KCB Bank,0,2.0,15194,1,KS,0,15194
52101,FDIC,DIF,NM,Iowa,779937.0,0,Decorah Bank & Trust Company,0,3.0,15200,1,IA,0,15200
38119,FDIC,DIF,NM,Tennessee,491149.0,0,Bank3,0,6.0,15205,0,TN,0,15205
75751,FDIC,DIF,NM,Texas,778585.0,0,First State Bank,0,8.0,15206,0,TX,0,15206
43072,OCC,DIF,N,Ohio,98989.0,0,The First Central National Bank of St. Paris,2488,4.0,15214,0,OH,0,15214
30436,FDIC,DIF,NM,Georgia,193753.0,0,Peoples Bank,0,2.0,15216,0,GA,0,15216
54130,FDIC,DIF,NM,Wisconsin,166911.0,0,The Bank of Kaukauna,0,1.0,15228,0,WI,0,15228
53719,FDIC,DIF,NM,Wisconsin,4320998.0,0,First Business Bank,0,5.0,15229,0,WI,0,15229
67855,FDIC,DIF,NM,Kansas,100673.0,0,Johnson State Bank,0,2.0,15237,1,KS,0,15237
54806,FDIC,DIF,NM,Wisconsin,328842.0,0,Northern State Bank,0,7.0,15242,1,WI,0,15242
25526,FED,DIF,SM,West Virginia,709760.0,0,Putnam County Bank,0,5.0,15243,0,WV,0,15243
40011,FDIC,DIF,NM,Kentucky,226433.0,0,United Citizens Bank & Trust Company,0,7.0,15249,0,KY,0,15249
66846,FDIC,DIF,NM,Kansas,88336.0,0,The Citizens State Bank and Trust Company,0,7.0,15254,1,KS,0,15254
38230,FDIC,DIF,NM,Tennessee,149253.0,0,Greenfield Banking Company,0,2.0,15255,0,TN,0,15255
66436,FDIC,DIF,NM,Kansas,84550.0,0,The Farmers State Bank,0,1.0,15258,0,KS,0,15258
66938,FDIC,DIF,NM,Kansas,141245.0,0,Elk State Bank,0,3.0,15259,0,KS,0,15259
67951,FDIC,DIF,NM,Kansas,142960.0,0,The Citizens State Bank,0,1.0,15261,0,KS,0,15261
65069,FDIC,DIF,NM,Missouri,830585.0,0,Peoples Savings Bank of Rhineland,0,15.0,15264,0,MO,0,15264
71958,FED,DIF,SM,Arkansas,947203.0,0,Diamond Bank,0,14.0,1527,1,AR,0,1527
35805,FDIC,DIF,NM,Alabama,524764.0,0,Merit Bank,0,1.0,15270,0,AL,0,15270
54961,FDIC,DIF,NM,Wisconsin,553584.0,0,First State Bank,0,8.0,15271,0,WI,0,15271
50219,FDIC,DIF,NM,Iowa,620283.0,0,Marion County State Bank,0,5.0,15272,1,IA,0,15272
71923,FED,DIF,SM,Arkansas,2810125.0,0,Southern Bancorp Bank,0,57.0,1528,0,AR,0,1528
63084,FDIC,DIF,NM,Missouri,329785.0,0,Heritage Community Bank,0,5.0,15282,1,MO,0,15282
56701,FDIC,DIF,NM,Minnesota,482154.0,0,Northern State Bank of Thief River Falls,0,3.0,15286,1,MN,0,15286
66436,FDIC,DIF,NM,Kansas,468301.0,0,The Denison State Bank,0,5.0,15305,1,KS,0,15305
58540,FDIC,DIF,NM,North Dakota,320978.0,0,TruCommunity Bank,0,4.0,15306,0,ND,0,15306
35653,FDIC,DIF,NM,Alabama,2938465.0,0,"CB&S Bank, Inc.",0,55.0,15310,0,AL,0,15310
50126,FDIC,DIF,NM,Iowa,204190.0,0,Iowa Falls State Bank,0,2.0,15311,0,IA,0,15311
50595,FDIC,DIF,NM,Iowa,629629.0,0,First State Bank,0,9.0,15321,0,IA,0,15321
66608,FDIC,DIF,NM,Kansas,534328.0,0,Silver Lake Bank,0,7.0,15323,0,KS,0,15323
55336,FDIC,DIF,NM,Minnesota,1290968.0,0,Security Bank & Trust Company,0,26.0,15324,1,MN,0,15324
43358,FDIC,DIF,NM,Ohio,53506.0,0,The Union Banking Company,0,2.0,15326,1,OH,0,15326
50022,FED,DIF,SM,Iowa,482142.0,0,Rolling Hills Bank & Trust,0,12.0,15334,0,IA,0,15334
30471,FDIC,DIF,NM,Georgia,303282.0,0,"Durden Banking Company, Incorporated",0,4.0,15336,1,GA,0,15336
78861,FED,DIF,SM,Texas,660208.0,0,TXN Bank,0,7.0,15345,0,TX,0,15345
78160,FDIC,DIF,NM,Texas,60549.0,0,Commerce Bank Texas,0,2.0,15346,0,TX,0,15346
65584,FDIC,DIF,NM,Missouri,162478.0,0,Security Bank of Pulaski County,0,3.0,15347,0,MO,0,15347
73601,FED,DIF,SM,Oklahoma,58821.0,0,First Bank and Trust Company,0,1.0,15348,1,OK,0,15348
78124,FDIC,DIF,NM,Texas,147614.0,0,Marion State Bank,0,1.0,15355,1,TX,0,15355
28365,FDIC,DIF,NM,North Carolina,5251445.0,0,Southern Bank and Trust Company,0,56.0,15359,0,NC,0,15359
95202,FDIC,DIF,NM,California,4834846.0,0,Bank of Stockton,0,21.0,1536,0,CA,0,1536
59412,FED,DIF,SM,Montana,90151.0,0,Belt Valley Bank,0,1.0,15362,0,MT,0,15362
68771,FDIC,DIF,NM,Nebraska,88057.0,0,First State Bank,0,1.0,15364,1,NE,0,15364
76642,FDIC,DIF,NM,Texas,195499.0,0,Farmers State Bank,0,6.0,15367,1,TX,0,15367
74017,FED,DIF,SM,Oklahoma,4073384.0,0,RCB Bank,0,62.0,15399,1,OK,0,15399
51566,FDIC,DIF,NM,Iowa,218723.0,0,Houghton State Bank,0,5.0,15405,0,IA,0,15405
63445,FDIC,DIF,NM,Missouri,145011.0,0,"Peoples Bank of Wyaconda, Missouri",0,3.0,15415,0,MO,0,15415
63384,FDIC,DIF,NM,Missouri,986383.0,0,American Bank of Freedom,0,12.0,15423,0,MO,0,15423
52208,FDIC,DIF,NM,Iowa,198252.0,0,Chelsea Savings Bank,0,5.0,15427,1,IA,0,15427
76945,FDIC,DIF,NM,Texas,46643.0,0,Robert Lee State Bank,0,1.0,15442,0,TX,0,15442
55042,FDIC,DIF,NM,Minnesota,530932.0,0,Lake Elmo Bank,0,9.0,15443,1,MN,0,15443
58801,FDIC,DIF,NM,North Dakota,660500.0,0,American State Bank & Trust Company of Williston,0,2.0,15444,1,ND,0,15444
50010,OCC,DIF,N,Iowa,1092193.0,0,"First National Bank, Ames, Iowa",10408,10.0,1545,0,IA,0,1545
79370,FDIC,DIF,NM,Texas,129952.0,0,Spur Security Bank,0,2.0,15460,0,TX,0,15460
75559,FDIC,DIF,NM,Texas,521074.0,0,State Bank of De Kalb,0,7.0,15463,1,TX,0,15463
32784,FDIC,DIF,NM,Florida,842840.0,0,United Southern Bank,0,14.0,15465,0,FL,0,15465
67572,FDIC,DIF,NM,Kansas,48770.0,0,The First State Bank of Ransom,0,2.0,15469,0,KS,0,15469
52544,FDIC,DIF,NM,Iowa,211364.0,0,Iowa Trust and Savings Bank,0,2.0,1547,1,IA,0,1547
58270,FDIC,DIF,NM,North Dakota,739608.0,0,First United Bank,0,16.0,15472,1,ND,0,15472
31709,FDIC,DIF,NM,Georgia,506507.0,0,Citizens Bank of Americus,0,3.0,15477,0,GA,0,15477
58220,FDIC,DIF,NM,North Dakota,722966.0,0,United Valley Bank,0,9.0,15478,1,ND,0,15478
76834,FDIC,DIF,NM,Texas,291455.0,0,Coleman County State Bank,0,7.0,15480,1,TX,0,15480
65775,FDIC,DIF,NM,Missouri,764848.0,0,West Plains Bank and Trust Company,0,7.0,15489,1,MO,0,15489
39823,FDIC,DIF,NM,Georgia,664142.0,0,First State Bank of Blakely,0,8.0,15496,0,GA,0,15496
31622,FDIC,DIF,NM,Georgia,250723.0,0,Bank of Alapaha,0,4.0,155,0,GA,0,155
52241,FED,DIF,SM,Iowa,441188.0,0,Central State Bank,0,9.0,1550,1,IA,0,1550
78052,FDIC,DIF,NM,Texas,112568.0,0,"The Lytle State Bank of Lytle, Texas",0,1.0,15501,0,TX,0,15501
74525,FED,DIF,SM,Oklahoma,462187.0,0,Ameristate Bank,0,7.0,15510,1,OK,0,15510
76240,FED,DIF,SM,Texas,1814144.0,0,First State Bank,0,14.0,15511,0,TX,0,15511
76861,FDIC,DIF,NM,Texas,280464.0,0,Citizens State Bank,0,2.0,15519,1,TX,0,15519
52761,FED,DIF,SM,Iowa,1657965.0,0,CBI Bank & Trust,0,24.0,1552,0,IA,0,1552
76252,FDIC,DIF,NM,Texas,221060.0,0,Muenster State Bank,0,2.0,15523,1,TX,0,15523
51537,FDIC,DIF,NM,Iowa,539970.0,0,The Shelby County State Bank,0,14.0,1553,0,IA,0,1553
47987,FDIC,DIF,NM,Indiana,118416.0,0,CentreBank,0,6.0,15532,0,IN,0,15532
58218,FDIC,DIF,NM,North Dakota,413448.0,0,First State Bank,0,5.0,15539,1,ND,0,15539
64601,FDIC,DIF,NM,Missouri,139134.0,0,Chillicothe State Bank,0,2.0,15546,0,MO,0,15546
71653,FED,DIF,SM,Arkansas,83371.0,0,Bank of Lake Village,0,2.0,15547,0,AR,0,15547
50588,FED,DIF,SM,Iowa,2249066.0,0,Central Bank,0,23.0,15555,0,IA,0,15555
50044,FDIC,DIF,NM,Iowa,117223.0,0,Twin Cedars Bank,0,4.0,1556,0,IA,0,1556
57717,FDIC,DIF,NM,South Dakota,985886.0,0,Pioneer Bank & Trust,0,7.0,15562,0,SD,0,15562
62959,FDIC,DIF,NM,Illinois,1045859.0,0,First Southern Bank,0,19.0,15565,0,IL,0,15565
47933,FDIC,DIF,NM,Indiana,351012.0,0,Hoosier Heartland State Bank,0,7.0,15566,1,IN,0,15566
38478,OCC,DIF,N,Tennessee,1507769.0,0,First National Bank of Pulaski,14619,14.0,15572,0,TN,0,15572
56293,FDIC,DIF,NM,Minnesota,94259.0,0,Integrity Bank Plus,0,2.0,15578,1,MN,0,15578
31321,FDIC,DIF,NM,Georgia,210156.0,0,First Bank of Coastal Georgia,0,2.0,15580,0,GA,0,15580
65804,FDIC,DIF,NM,Missouri,937577.0,0,Mid-Missouri Bank,0,14.0,15584,0,MO,0,15584
48720,FDIC,DIF,NM,Michigan,150062.0,0,Bay Port State Bank,0,4.0,15585,0,MI,0,15585
42718,FDIC,DIF,NM,Kentucky,248692.0,0,Taylor County Bank,0,4.0,15590,1,KY,0,15590
57451,FDIC,DIF,NM,South Dakota,70921.0,0,Ipswich State Bank,0,1.0,15593,1,SD,0,15593
55946,FDIC,DIF,NM,Minnesota,71190.0,0,Security State Bank of Kenyon,0,1.0,15597,1,MN,0,15597
58352,FDIC,DIF,NM,North Dakota,202230.0,0,Horizon Financial Bank,0,5.0,15598,0,ND,0,15598
64644,FDIC,DIF,NM,Missouri,120106.0,0,The Hamilton Bank,0,3.0,15606,1,MO,0,15606
50273,FDIC,DIF,NM,Iowa,265457.0,0,Farmers and Merchants State Bank,0,4.0,15610,0,IA,0,15610
50266,FDIC,DIF,NM,Iowa,4010344.0,0,West Bank,0,12.0,15614,0,IA,0,15614
40033,FDIC,DIF,NM,Kentucky,195257.0,0,Peoples Bank,0,4.0,1562,0,KY,0,1562
55936,FDIC,DIF,NM,Minnesota,99837.0,0,First Farmers & Merchants State Bank of Grand Meadow,0,3.0,15621,0,MN,0,15621
57362,FDIC,DIF,NM,South Dakota,244774.0,0,Quoin Financial Bank,0,3.0,15629,0,SD,0,15629
46140,FDIC,DIF,NM,Indiana,908988.0,0,Greenfield Banking Company,0,8.0,15632,0,IN,0,15632
50201,FDIC,DIF,NM,Iowa,198766.0,0,State Bank & Trust Co.,0,1.0,15651,0,IA,0,15651
76712,FDIC,DIF,NM,Texas,1306019.0,0,Alliance Bank Central Texas,0,8.0,15657,0,TX,0,15657
40071,FDIC,DIF,NM,Kentucky,142941.0,0,The Peoples Bank,0,2.0,1566,1,KY,0,1566
39367,FDIC,DIF,NM,Mississippi,949847.0,0,First State Bank,0,16.0,15663,0,MS,0,15663
26250,FDIC,DIF,NM,West Virginia,420343.0,0,"Freedom Bank, Inc.",0,10.0,15664,0,WV,0,15664
76844,FDIC,DIF,NM,Texas,465591.0,0,MCBank,0,4.0,15669,1,TX,0,15669
29102,FDIC,DIF,NM,South Carolina,455614.0,0,The Bank of Clarendon,0,5.0,15671,0,SC,0,15671
42718,FDIC,DIF,NM,Kentucky,381482.0,0,Citizens Bank & Trust Company,0,4.0,15675,0,KY,0,15675
46986,FDIC,DIF,NM,Indiana,395863.0,0,Grant County State Bank,0,3.0,15687,1,IN,0,15687
50428,FED,DIF,SM,Iowa,647331.0,0,Clear Lake Bank and Trust Company,0,5.0,15690,1,IA,0,15690
31510,FDIC,DIF,NM,Georgia,569564.0,0,Pineland Bank,0,9.0,15699,0,GA,0,15699
65746,FDIC,DIF,NM,Missouri,224965.0,0,The Seymour Bank,0,3.0,15701,0,MO,0,15701
40004,FDIC,DIF,NM,Kentucky,432103.0,0,Town & Country Bank and Trust Company,0,5.0,15703,0,KY,0,15703
42539,FED,DIF,SM,Kentucky,473804.0,0,"The Casey County Bank, Inc.",0,5.0,15708,0,KY,0,15708
58638,OCC,DIF,N,North Dakota,1387693.0,0,"Dakota Community Bank & Trust, National Association",24604,13.0,15728,1,ND,0,15728
72342,FDIC,DIF,NM,Arkansas,404085.0,0,Partners Bank,0,10.0,15729,0,AR,0,15729
76638,FDIC,DIF,NM,Texas,168979.0,0,Security Bank of Texas,0,4.0,15731,0,TX,0,15731
57013,FDIC,DIF,NM,South Dakota,549613.0,0,Security Savings Bank,0,8.0,15734,1,SD,0,15734
58646,FDIC,DIF,NM,North Dakota,145733.0,0,Commercial Bank of Mott,0,1.0,15741,1,ND,0,15741
57332,FDIC,DIF,NM,South Dakota,61776.0,0,The Security State Bank,0,2.0,15749,0,SD,0,15749
64085,FDIC,DIF,NM,Missouri,93298.0,0,Flat Branch Bank,0,2.0,15751,0,MO,0,15751
61342,FDIC,DIF,NM,Illinois,1578856.0,0,First State Bank,0,20.0,15752,0,IL,0,15752
62806,OCC,DIF,N,Illinois,353381.0,0,Citizens National Bank of Albion,14435,5.0,15760,0,IL,0,15760
74871,FDIC,DIF,NM,Oklahoma,36111.0,0,First American Bank,0,1.0,15762,1,OK,0,15762
62075,OCC,DIF,N,Illinois,182740.0,0,FIRST NATIONAL BANK OF NOKOMIS,14436,4.0,15763,1,IL,0,15763
30553,FDIC,DIF,NM,Georgia,650820.0,0,Northeast Georgia Bank,0,9.0,15771,1,GA,0,15771
52637,FDIC,DIF,NM,Iowa,272632.0,0,Mediapolis Savings Bank,0,5.0,15772,1,IA,0,15772
73759,FED,DIF,SM,Oklahoma,59274.0,0,Grant County Bank,0,1.0,15778,1,OK,0,15778
54923,FED,DIF,SM,Wisconsin,949001.0,0,The Farmers & Merchants Bank,0,2.0,15779,0,WI,0,15779
67022,FED,DIF,SM,Kansas,94525.0,0,"The Stock Exchange Bank, Caldwell, Kansas",0,2.0,15784,0,KS,0,15784
65046,FDIC,DIF,NM,Missouri,84349.0,0,Peoples Bank of Moniteau County,0,2.0,15792,0,MO,0,15792
78209,OCC,DIF,N,Texas,5740527.0,0,Broadway National Bank,14447,34.0,15797,1,TX,0,15797
54950,FDIC,DIF,NM,Wisconsin,562240.0,0,Premier Community Bank,0,11.0,15799,0,WI,0,15799
38824,FED,DIF,SM,Mississippi,567075.0,0,Farmers and Merchants Bank,0,12.0,15801,0,MS,0,15801
50309,FDIC,DIF,NM,Iowa,464326.0,0,Iowa State Bank,0,5.0,15808,1,IA,0,15808
78624,FDIC,DIF,NM,Texas,1981114.0,0,Security State Bank & Trust,0,22.0,15809,1,TX,0,15809
40507,FDIC,DIF,NM,Kentucky,3992204.0,0,Central Bank & Trust Co.,0,28.0,15815,0,KY,0,15815
38725,FDIC,DIF,NM,Mississippi,98319.0,0,Genesis Bank,0,1.0,15817,0,MS,0,15817
56548,FDIC,DIF,NM,Minnesota,120156.0,0,Red River State Bank,0,2.0,15820,1,MN,0,15820
30414,FDIC,DIF,NM,Georgia,294765.0,0,The Claxton Bank,0,4.0,15826,0,GA,0,15826
50511,FDIC,DIF,NM,Iowa,114750.0,0,Security State Bank,0,4.0,15839,0,IA,0,15839
57564,FDIC,DIF,NM,South Dakota,61935.0,0,Sunrise Bank Dakota,0,1.0,15847,1,SD,0,15847
66425,FDIC,DIF,NM,Kansas,25183.0,0,The Farmers State Bank,0,1.0,15853,1,KS,0,15853
38663,FDIC,DIF,NM,Mississippi,582218.0,0,The Peoples Bank,0,6.0,15871,0,MS,0,15871
61051,FDIC,DIF,NM,Illinois,212671.0,0,Milledgeville State Bank,0,1.0,15873,1,IL,0,15873
46310,FED,DIF,SM,Indiana,606156.0,0,DeMotte State Bank,0,10.0,15883,0,IN,0,15883
77351,FED,DIF,SM,Texas,724360.0,0,First State Bank of Livingston,0,8.0,15898,0,TX,0,15898
67550,FED,DIF,SM,Kansas,233583.0,0,Fusion Bank,0,3.0,15899,1,KS,0,15899
31017,FDIC,DIF,NM,Georgia,89515.0,0,The Four County Bank,0,1.0,15904,1,GA,0,15904
67432,FED,DIF,SM,Kansas,199094.0,0,Union State Bank,0,4.0,15908,0,KS,0,15908
06810,FDIC,DIF,SI,Connecticut,1694155.0,0,Ives Bank,0,16.0,15912,0,CT,0,15912
60401,FED,DIF,SM,Illinois,202541.0,0,First Community Bank and Trust,0,2.0,15913,0,IL,0,15913
50161,FDIC,DIF,NM,Iowa,28059.0,0,Maxwell State Bank,0,1.0,15930,0,IA,0,15930
29114,FDIC,DIF,NM,South Carolina,1164386.0,0,The Citizens Bank,0,26.0,15932,0,SC,0,15932
78880,FDIC,DIF,NM,Texas,142614.0,0,Peoples State Bank,0,2.0,15939,1,TX,0,15939
60130,OCC,DIF,N,Illinois,320396.0,0,Forest Park National Bank and Trust Company,14566,2.0,15945,1,IL,0,15945
50619,FDIC,DIF,NM,Iowa,389576.0,0,Iowa State Bank,0,3.0,15947,1,IA,0,15947
39038,FDIC,DIF,NM,Mississippi,3011349.0,0,Guaranty Bank and Trust Company,0,43.0,15953,0,MS,0,15953
13069,FDIC,DIF,SI,New York,493036.0,1,Fulton Savings Bank,0,6.0,15966,0,NY,0,15966
12401,FDIC,DIF,SI,New York,510424.0,1,Rondout Savings Bank,0,5.0,15969,0,NY,0,15969
12401,FDIC,DIF,SI,New York,1371883.0,1,Ulster Savings Bank,0,15.0,15970,0,NY,0,15970
12549,OCC,DIF,SB,New York,977293.0,1,Walden Savings Bank,718043,11.0,15987,0,NY,0,15987
13601,FDIC,DIF,SI,New York,970247.0,1,Watertown Savings Bank,0,10.0,15990,0,NY,0,15990
31061,FDIC,DIF,NM,Georgia,414288.0,0,Exchange Bank,0,4.0,160,0,GA,0,160
55918,FDIC,DIF,NM,Minnesota,96583.0,0,First Farmers & Merchants State Bank,0,2.0,1600,0,MN,0,1600
11385,FDIC,DIF,SI,New York,7540183.0,1,Ridgewood Savings Bank,0,38.0,16026,0,NY,0,16026
13617,FDIC,DIF,SI,New York,365957.0,1,The North Country Savings Bank,0,8.0,16030,0,NY,0,16030
12572,FDIC,DIF,SI,New York,1284609.0,0,Rhinebeck Bank,0,16.0,16032,0,NY,0,16032
12477,FDIC,DIF,SI,New York,278821.0,1,Sawyer Savings Bank,0,4.0,16039,0,NY,0,16039
56601,FDIC,DIF,NM,Minnesota,275649.0,0,Security Bank USA,0,2.0,1604,1,MN,0,1604
10168,FDIC,DIF,SI,New York,19231898.0,0,Apple Bank,0,82.0,16068,0,NY,0,16068
55330,FDIC,DIF,NM,Minnesota,714696.0,0,The Bank of Elk River,0,4.0,1607,1,MN,0,1607
70578,FDIC,DIF,NM,Louisiana,573813.0,0,Rayne State Bank & Trust Company,0,7.0,16075,1,LA,0,16075
68467,FDIC,DIF,NM,Nebraska,204221.0,0,York State Bank,0,4.0,16079,0,NE,0,16079
52336,FDIC,DIF,NM,Iowa,54915.0,0,The Exchange State Bank,0,2.0,16094,0,IA,0,16094
55021,FDIC,DIF,NM,Minnesota,323153.0,0,The State Bank of Faribault,0,3.0,1610,1,MN,0,1610
06460,FDIC,DIF,SI,Connecticut,652672.0,1,The Milford Bank,0,6.0,16101,0,CT,0,16101
64633,FDIC,DIF,NM,Missouri,207651.0,0,"Carroll County Trust Company of Carrollton, Missouri",0,3.0,1611,1,MO,0,1611
55116,FDIC,DIF,NM,Minnesota,769765.0,0,Highland Bank,0,8.0,16111,1,MN,0,16111
70525,FDIC,DIF,NM,Louisiana,174173.0,0,Farmers State Bank & Trust Co.,0,5.0,16114,1,LA,0,16114
