cik,sic2,op_income_loss_cy2025q1,revenues_cy2025q1,revenues_cy2026q1,opmargin_cy2025q1_level,prior_year_opmargin_level_rank,gross_profit_cy2025q1,gross_profit_cy2026q1,ocf_cy2025q1,ocf_cy2026q1,assets_cy2024q4i,assets_cy2025q1i,assets_cy2025q4i,assets_cy2026q1i
0000872912,38,642000.00,19784000.00,24994000.00,0.032450,1172.0,16939000.00,21258000.00,2203000.00,857000.00,76589000.00,87319000.00,123632000.00,124838000.00
0000873303,28,-300386000.00,744856000.00,730803000.00,-0.403281,295.0,473959000.00,,-583437000.00,-202683000.00,3963173000.00,3465387000.00,3349703000.00,3178934000.00
0000874015,28,-146860000.00,131612000.00,246091000.00,-1.115856,333.0,,,-150775000.00,-792819000.00,3003675000.00,2812948000.00,3523836000.00,3449969000.00
0000874238,16,56076000.00,430949000.00,825675000.00,0.130122,2263.0,94840000.00,194296000.00,84883000.00,165568000.00,2016774000.00,2034539000.00,2633831000.00,2783672000.00
0000874396,34,1099000.00,140085000.00,143508000.00,0.007845,2253.0,50637000.00,54169000.00,16711000.00,33759000.00,634310000.00,594593000.00,572555000.00,527861000.00
0000874499,13,12014000.00,197034000.00,437532000.00,0.060974,1860.0,,,177280000.00,292918000.00,2865697000.00,2947585000.00,3029540000.00,3075411000.00
0000874716,28,316534000.00,998427000.00,1140820000.00,0.317033,158.0,623379000.00,722739000.00,237962000.00,266248000.00,3293443000.00,3213689000.00,3350759000.00,3385497000.00
0000875320,28,630100000.00,2770200000.00,2986900000.00,0.227457,176.0,,,818900000.00,1428100000.00,22533200000.00,22880500000.00,25643000000.00,26484400000.00
0000875355,01,1432000.00,12443000.00,14436000.00,0.115085,1822.0,3889000.00,2861000.00,1737000.00,,99985000.00,100514000.00,105607000.00,103344000.00
0000875582,34,-332933.00,19072066.00,21996785.00,-0.017457,2280.0,6795584.00,7857886.00,,,94037655.00,93695214.00,104029392.00,104897921.00
0000875657,36,3399000.00,50746000.00,47445000.00,0.066981,566.0,12745000.00,10110000.00,3368000.00,2256000.00,220451000.00,223753000.00,216912000.00,220632000.00
0000876167,73,32426000.00,238015000.00,247799000.00,0.136235,1233.0,191784000.00,203935000.00,68947000.00,98626000.00,2526966000.00,2462418000.00,2457658000.00,2394774000.00
0000876343,28,-6505000.00,1502000.00,1725000.00,-4.330892,383.0,,,-4886000.00,-8078000.00,113218000.00,111753000.00,112584000.00,109533000.00
0000876523,59,34248000.00,306316000.00,446881000.00,0.111806,464.0,178452000.00,260038000.00,,,1499133000.00,1829628000.00,1987480000.00,2126757000.00
0000876883,73,18285000.00,651740000.00,704143000.00,0.028056,1331.0,,,-60013000.00,-26486000.00,3908221000.00,3982354000.00,4214547000.00,4243037000.00
0000877212,35,195000000.00,1308000000.00,1495000000.00,0.149083,786.0,645000000.00,742000000.00,178000000.00,176000000.00,7968000000.00,7899000000.00,8502000000.00,8332000000.00
0000879101,67,180484000.00,536624000.00,558016000.00,0.336332,799.0,,,223813000.00,242986000.00,20309896000.00,19731252000.00,19688250000.00,19585446000.00
0000879169,87,205168000.00,1052898000.00,1272676000.00,0.194860,1763.0,,,266067000.00,369351000.00,5444322000.00,5749365000.00,6957973000.00,7339113000.00
0000879407,28,381202000.00,542709000.00,73737000.00,0.702406,142.0,,,,,1013694000.00,1573498000.00,1604181000.00,2268265000.00
0000879526,37,314551000.00,380890000.00,303229000.00,0.825832,1601.0,19003000.00,-10575000.00,-272000.00,-33652000.00,1411529000.00,1415193000.00,1171181000.00,1229128000.00
0000879585,48,2667000.00,179294000.00,182219000.00,0.014875,31.0,,,35905000.00,29781000.00,1727103000.00,1707449000.00,1673254000.00,1674653000.00
0000880117,20,28197000.00,260907000.00,281779000.00,0.108073,1999.0,55893000.00,53771000.00,,,545253000.00,589976000.00,617729000.00,650669000.00
0000880266,35,49400000.00,2050500000.00,2342900000.00,0.024092,844.0,520600000.00,581400000.00,-212200000.00,-410400000.00,11190600000.00,11480800000.00,11927800000.00,12040900000.00
0000880631,62,34162000.00,108082000.00,159470000.00,0.316075,2050.0,,,6370000.00,17957000.00,1033540000.00,1022856000.00,1512941000.00,1783828000.00
0000880984,87,604000.00,3098000.00,2227000.00,0.194964,1762.0,2326000.00,1785000.00,271000.00,53000.00,10596000.00,11134000.00,13334000.00,13128000.00
0000882095,28,2237000000.00,6667000000.00,6960000000.00,0.335533,157.0,,,1757000000.00,2544000000.00,58995000000.00,56434000000.00,59023000000.00,56278000000.00
0000882508,36,-1981000.00,4325000.00,5051000.00,-0.458035,638.0,1877000.00,1842000.00,-2126000.00,721000.00,51933000.00,49077000.00,44804000.00,32391000.00
0000882835,38,525800000.00,1882800000.00,2095300000.00,0.279265,1054.0,1293700000.00,1453800000.00,528700000.00,592100000.00,31334700000.00,31418800000.00,34577000000.00,34550800000.00
0000883107,28,256000.00,14625000.00,12957000.00,0.017504,245.0,3382000.00,3337000.00,-7221000.00,1517000.00,50002000.00,57016000.00,50055000.00,47794000.00
0000883237,62,36595000.00,217932000.00,199535000.00,0.167919,2129.0,,,-3787000.00,35901000.00,3994494000.00,3687689000.00,4291200000.00,4562083000.00
0000883241,73,376426000.00,1604266000.00,2275985000.00,0.234641,1164.0,1285919000.00,1646135000.00,,,13041089000.00,23756517000.00,47237928000.00,46889027000.00
0000883569,38,-6747000.00,233293000.00,224761000.00,-0.028921,1217.0,142992000.00,134703000.00,-60356000.00,-21764000.00,763567000.00,686018000.00,689254000.00,654544000.00
0000883902,34,-18847000.00,1175334000.00,1209347000.00,-0.016035,2278.0,236535000.00,160099000.00,-136128000.00,-107587000.00,6685146000.00,6661481000.00,6208736000.00,6154226000.00
0000883984,38,12888000.00,604702000.00,530225000.00,0.021313,1181.0,210109000.00,206226000.00,51327000.00,38909000.00,4203931000.00,4184581000.00,4050508000.00,4013763000.00
0000884144,73,-2015000.00,34854000.00,42757000.00,-0.057813,1423.0,24608000.00,30470000.00,1996000.00,2709000.00,436638000.00,498941000.00,531419000.00,518678000.00
0000884614,49,700000000.00,2666000000.00,2685000000.00,0.262566,1904.0,,,,,15412000000.00,15746000000.00,15815000000.00,16119000000.00
0000884624,38,-48873000.00,193646000.00,196708000.00,-0.252383,1426.0,121619000.00,139546000.00,-18391000.00,-17610000.00,893294000.00,823144000.00,850647000.00,886601000.00
0000884887,44,945000000.00,3999000000.00,4452000000.00,0.236309,2332.0,,,1627000000.00,1834000000.00,37070000000.00,37452000000.00,41619000000.00,41990000000.00
0000885245,56,43546000.00,272121000.00,288735000.00,0.160024,2233.0,126976000.00,133476000.00,30976000.00,49318000.00,913173000.00,977329000.00,991279000.00,1048789000.00
0000885307,52,-770487.00,9054951.00,10537210.00,-0.085090,2573.0,1815708.00,1649265.00,,,26745212.00,27625395.00,23245598.00,21880761.00
0000885508,65,-3595000.00,5043000.00,3791000.00,-0.712869,2605.0,,,-13495000.00,-15595000.00,532606000.00,534581000.00,563428000.00,532493000.00
0000885568,49,18982000.00,323610000.00,410850000.00,0.058657,2014.0,,,51765000.00,-75716000.00,2165042000.00,2113614000.00,2381286000.00,2413957000.00
0000885590,28,276000000.00,2259000000.00,2524000000.00,0.122178,205.0,,,211000000.00,230000000.00,26523000000.00,26421000000.00,26366000000.00,24498000000.00
0000885639,53,60000000.00,3233000000.00,3167000000.00,0.018559,2506.0,,,-92000000.00,-74000000.00,13559000000.00,13639000000.00,13362000000.00,13165000000.00
0000885725,38,921000000.00,4663000000.00,5203000000.00,0.197512,1078.0,3210000000.00,3614000000.00,541000000.00,348000000.00,39395000000.00,40140000000.00,43673000000.00,44351000000.00
0000885978,80,19642000.00,183788000.00,198286000.00,0.106873,978.0,31065000.00,32752000.00,-4675000.00,3808000.00,1167467000.00,1179687000.00,1204010000.00,1242057000.00
0000886128,36,-35810000.00,37406000.00,35589000.00,-0.957333,656.0,,,,,907535000.00,883843000.00,978478000.00,1003380000.00
0000886163,28,-36216000.00,45333000.00,51722000.00,-0.798888,318.0,,,-25445000.00,48691000.00,941774000.00,905435000.00,1560637000.00,1532105000.00
0000886206,87,-1455000.00,59612000.00,59647000.00,-0.024408,1855.0,45746000.00,45273000.00,,,239906000.00,221340000.00,221263000.00,206489000.00
0000886346,35,35586000.00,239210000.00,281505000.00,0.148765,787.0,,,22835000.00,21916000.00,1430345000.00,1435439000.00,1712178000.00,1714652000.00
0000886744,28,-16704000.00,39603000.00,51837000.00,-0.421786,298.0,,,-47979000.00,-62906000.00,593781000.00,562450000.00,570540000.00,534120000.00
0000887359,28,-12792000.00,52598000.00,68425000.00,-0.243203,285.0,36273000.00,49266000.00,6600000.00,16383000.00,432722000.00,424587000.00,487969000.00,485627000.00
0000887396,13,-3956000.00,9002000.00,5103000.00,-0.439458,2133.0,,,1613000.00,-970000.00,123868000.00,123683000.00,65873000.00,77995000.00
0000887596,58,51959000.00,927197000.00,978833000.00,0.056039,2447.0,,,78919000.00,96724000.00,3041760000.00,3110864000.00,3261672000.00,3297341000.00
0000887733,51,93324000.00,833537000.00,906152000.00,0.111961,2199.0,273083000.00,299564000.00,,,3535855000.00,3629617000.00,3643427000.00,3745528000.00
0000887905,67,49589000.00,49031000.00,95411000.00,1.011381,704.0,,,29571000.00,30763000.00,1786142000.00,1775509000.00,2062060000.00,2102374000.00
0000887936,87,78707000.00,898282000.00,983345000.00,0.087619,1801.0,289354000.00,306827000.00,-465210000.00,-310023000.00,3596830000.00,3347702000.00,3490528000.00,3506530000.00
0000888981,39,-85800.00,479000.00,389700.00,-0.179123,2570.0,273700.00,190600.00,369700.00,-27000.00,13921400.00,14031500.00,14037600.00,14339000.00
0000889348,37,-1186302.00,15400608.00,17359940.00,-0.077030,1679.0,1649475.00,4479891.00,-2721614.00,-424703.00,67982002.00,65360731.00,75244501.00,77305314.00
0000889900,13,16945000.00,1280537000.00,1117331000.00,0.013233,1888.0,,,208141000.00,63858000.00,5833466000.00,5765426000.00,5570466000.00,5360519000.00
0000890564,73,46600000.00,968300000.00,968300000.00,0.048126,1306.0,275400000.00,266600000.00,16800000.00,18500000.00,3429000000.00,3698400000.00,3677300000.00,4027900000.00
0000891014,28,-160100000.00,491800000.00,546900000.00,-0.325539,290.0,119600000.00,131100000.00,-4400000.00,32100000.00,3393900000.00,3401200000.00,3469000000.00,3465300000.00
0000891103,73,172593000.00,831178000.00,863934000.00,0.207649,1185.0,,,193117000.00,194358000.00,4465771000.00,3889885000.00,4460811000.00,4407937000.00
0000891482,70,738000.00,75058000.00,74421000.00,0.009832,2358.0,,,-7088000.00,-3793000.00,673334000.00,657199000.00,649809000.00,630505000.00
0000891532,49,-3736000.00,13919000.00,11126000.00,-0.268410,2224.0,657000.00,-2881000.00,-2104000.00,-3784000.00,97248000.00,92853000.00,88034000.00,81691000.00
0000892553,34,152300000.00,1001500000.00,884800000.00,0.152072,2138.0,339800000.00,251400000.00,-60000000.00,-248000000.00,9123900000.00,9313300000.00,9806400000.00,9691600000.00
0000893538,13,276000000.00,845000000.00,1479000000.00,0.326627,1756.0,,,483000000.00,640000000.00,8577000000.00,8787665000.00,9253000000.00,19144000000.00
0000894405,42,6630000.00,967077000.00,998786000.00,0.006856,2406.0,,,-23397000.00,8538000.00,2429731000.00,2406884000.00,2452662000.00,2458396000.00
0000894556,28,-3458456.00,969382.00,344915.00,-3.567692,372.0,,,-713918.00,-2059341.00,5477690.00,9051751.00,14183519.00,12240333.00
0000894627,13,26194000.00,110329000.00,62599000.00,0.237417,1778.0,,,32706000.00,-39226000.00,954950000.00,927103000.00,913375000.00,920662000.00
0000894871,48,7362000.00,31815000.00,20406000.00,0.231400,9.0,15669000.00,7081000.00,3662000.00,1961000.00,116352000.00,114645000.00,112603000.00,108250000.00
0000895126,13,-268000000.00,2196000000.00,4397000000.00,-0.122040,1960.0,,,1096000000.00,2402000000.00,27894000000.00,27934000000.00,28287000000.00,29521000000.00
0000895417,67,109492000.00,387334000.00,397622000.00,0.282681,817.0,,,193390000.00,194232000.00,5645652000.00,5642364000.00,5745393000.00,5748668000.00
0000895419,36,-194500000.00,185400000.00,150200000.00,-1.049083,658.0,-22500000.00,-40000000.00,,,7741400000.00,7574200000.00,3445100000.00,3147300000.00
0000895447,56,11965000.00,277715000.00,270730000.00,0.043084,2336.0,95777000.00,90101000.00,-9637000.00,23079000.00,1124133000.00,1140158000.00,1201743000.00,1159075000.00
0000896156,25,10997000.00,142695000.00,135835000.00,0.077066,2345.0,87356000.00,80686000.00,,,732573000.00,738740000.00,714766000.00,723259000.00
0000896264,28,15671000.00,249539000.00,250218000.00,0.062800,231.0,197094000.00,190782000.00,15482000.00,9759000.00,748193000.00,746596000.00,742915000.00,738966000.00
0000896429,35,6899000.00,75427000.00,78693000.00,0.091466,810.0,,,,,303045000.00,370524000.00,381943000.00,389003000.00
0000896622,30,113448000.00,887305000.00,982868000.00,0.127857,691.0,,,82742000.00,118694000.00,4432278000.00,4527088000.00,5252719000.00,5097783000.00
0000896878,73,3720000000.00,7754000000.00,8558000000.00,0.479752,1051.0,,,,,31682000000.00,36593000000.00,34282000000.00,39330000000.00
0000897077,35,44462000.00,390950000.00,417149000.00,0.113728,804.0,102841000.00,104805000.00,14201000.00,-23512000.00,1450279000.00,1504694000.00,1606616000.00,1727444000.00
0000897448,28,-16755000.00,42017000.00,45132000.00,-0.398767,294.0,25130000.00,17769000.00,-12459000.00,6388000.00,685349000.00,655677000.00,670775000.00,645764000.00
0000897723,36,91616000.00,1984080000.00,4013271000.00,0.046176,574.0,176235000.00,353791000.00,,,4812022000.00,4966632000.00,9801028000.00,9669089000.00
0000898173,55,741466000.00,4136924000.00,4560539000.00,0.179231,1785.0,2121485000.00,2347211000.00,755120000.00,1032913000.00,14893741000.00,15293875000.00,16538253000.00,16937178000.00
0000898293,36,245000000.00,6728000000.00,8282000000.00,0.036415,577.0,576000000.00,746000000.00,,,17771000000.00,17396000000.00,19276000000.00,20628000000.00
0000898437,38,-4284000.00,26168000.00,29612000.00,-0.163711,1330.0,14681000.00,18997000.00,-130000.00,-4846000.00,202740000.00,190605000.00,190270000.00,179387000.00
0000899460,28,22293000.00,78354000.00,90171000.00,0.284516,162.0,,,-6377000.00,-5365000.00,393843000.00,410141000.00,792182000.00,744403000.00
0000899629,67,15324000.00,104394000.00,102992000.00,0.146790,880.0,,,25893000.00,31359000.00,4371203000.00,4735676000.00,4837152000.00,4532655000.00
0000899751,33,11799000.00,490708000.00,505073000.00,0.024045,2545.0,68644000.00,71449000.00,-38591000.00,-46526000.00,1584953000.00,1722012000.00,1672660000.00,1714821000.00
0000899923,28,-29000000.00,195900000.00,200400000.00,-0.148035,278.0,134200000.00,137600000.00,-16300000.00,-15700000.00,1027600000.00,1006100000.00,706600000.00,673700000.00
0000901491,58,23965000.00,518309000.00,478609000.00,0.046237,2462.0,,,31336000.00,7224000.00,888952000.00,898088000.00,837508000.00,831927000.00
0000903129,37,17061000.00,353854000.00,393706000.00,0.048215,1657.0,86465000.00,97227000.00,-13344000.00,-5043000.00,1247556000.00,1344246000.00,1396429000.00,1430294000.00
0000906553,70,199887000.00,991565000.00,997355000.00,0.201587,2182.0,,,256393000.00,134336000.00,6391815000.00,6469010000.00,6574690000.00,6612911000.00
0000906709,28,-44535000.00,10460000.00,10861000.00,-4.257648,381.0,,,-49053000.00,-44298000.00,303850000.00,256241000.00,280406000.00,763271000.00
0000907254,67,47774000.00,71856000.00,78259000.00,0.664857,714.0,,,30374000.00,29286000.00,2126404000.00,2131486000.00,2162678000.00,2156852000.00
0000908255,37,237000000.00,3515000000.00,3533000000.00,0.067425,1649.0,639000000.00,677000000.00,82000000.00,152000000.00,13993000000.00,13830000000.00,13769000000.00,13653000000.00
0000908315,59,13596600.00,21919700.00,20849700.00,0.620291,456.0,,,15078400.00,11877300.00,26844500.00,37062500.00,24884100.00,35598200.00
0000908937,48,387000000.00,2068000000.00,2091000000.00,0.187137,14.0,1076000000.00,1105000000.00,242000000.00,271000000.00,27521000000.00,27426000000.00,27237000000.00,27147000000.00
0000909724,31,262000.00,19036000.00,19652000.00,0.013763,2434.0,10718000.00,11993000.00,-536000.00,906000.00,74924000.00,77916000.00,86633000.00,81523000.00
0000909832,53,2530000000.00,63205000000.00,69597000000.00,0.040028,2483.0,,,,,73386000000.00,75482000000.00,82790000000.00,86430000000.00
0000910329,20,-1262000.00,115728000.00,76044000.00,-0.010905,2061.0,84245000.00,51756000.00,3406000.00,260000.00,284213000.00,280011000.00,247973000.00,252046000.00
0000910406,20,-121079000.00,390351000.00,338357000.00,-0.310180,2270.0,84650000.00,70392000.00,,,1960543000.00,1844055000.00,1477410000.00,1162721000.00
0000910606,67,273538000.00,380912000.00,412453000.00,0.718113,710.0,,,161031000.00,152729000.00,12391961000.00,12560070000.00,13001283000.00,13046484000.00
0000910638,73,-36763000.00,94540000.00,95538000.00,-0.388862,1546.0,32689000.00,34343000.00,-33786000.00,-7212000.00,608846000.00,583355000.00,521728000.00,513116000.00
0000911147,70,7140000.00,130443000.00,137239000.00,0.054737,2317.0,,,-4624000.00,-1252000.00,1199839000.00,1186097000.00,1147271000.00,1122835000.00
0000911177,49,3143000.00,417101000.00,457328000.00,0.007535,2039.0,,,50123000.00,62253000.00,3230068000.00,3205870000.00,3303326000.00,3270449000.00
0000912061,51,-345000.00,10737000.00,9206000.00,-0.032132,2330.0,7905000.00,6903000.00,484000.00,-797000.00,55359000.00,53179000.00,38428000.00,31950000.00
0000912093,36,8500000.00,284800000.00,406800000.00,0.029846,580.0,160700000.00,234100000.00,,,1725100000.00,1933200000.00,2777800000.00,2527800000.00
0000912562,33,28655000.00,246357000.00,356287000.00,0.116315,2440.0,69853000.00,78871000.00,13684000.00,-41167000.00,1419410000.00,1439418000.00,1393603000.00,2787495000.00
0000912615,56,128227000.00,1329501000.00,1481345000.00,0.096447,2285.0,489064000.00,542566000.00,33032000.00,15484000.00,4519480000.00,4457076000.00,5007613000.00,4764768000.00
0000912728,47,4763000.00,613281000.00,582046000.00,0.007766,879.0,,,27615000.00,45738000.00,2802641000.00,2803842000.00,2718944000.00,2695879000.00
0000912766,82,-13191000.00,236162000.00,272612000.00,-0.055856,2380.0,,,57777000.00,61932000.00,1862060000.00,1858205000.00,2206350000.00,2281147000.00
0000913142,33,72626000.00,624861000.00,696375000.00,0.116227,2442.0,245840000.00,258088000.00,7441000.00,-18666000.00,3327938000.00,3270513000.00,3543621000.00,3459424000.00
0000913241,31,53499000.00,553534000.00,653096000.00,0.096650,2334.0,226267000.00,357420000.00,-18832000.00,-55337000.00,1411771000.00,1427201000.00,1914277000.00,1954960000.00
0000913277,39,-6762000.00,60433000.00,61938000.00,-0.111893,2507.0,20794000.00,22763000.00,-2073000.00,-4133000.00,294094000.00,292837000.00,249028000.00,243264000.00
0000914156,38,23126000.00,148148000.00,154202000.00,0.156101,1099.0,42151000.00,44362000.00,13810000.00,3204000.00,628995000.00,642642000.00,655077000.00,674684000.00
0000914208,62,277300000.00,1529200000.00,1744500000.00,0.181337,2124.0,,,-84600000.00,212600000.00,27008900000.00,28143600000.00,27094000000.00,26834600000.00
0000914475,28,23600000.00,572600000.00,814500000.00,0.041216,237.0,,,64800000.00,145800000.00,3718700000.00,3687700000.00,4631500000.00,4906200000.00
0000915840,15,13369000.00,565339000.00,409846000.00,0.023648,965.0,85998000.00,48700000.00,,,2600528000.00,2654745000.00,2639713000.00,2757480000.00
0000915912,67,496395000.00,745880000.00,770279000.00,0.665516,713.0,,,415903000.00,418933000.00,21000737000.00,21215714000.00,22192137000.00,22126953000.00
0000915913,28,19761000.00,1076881000.00,1428731000.00,0.018350,244.0,156299000.00,500966000.00,547207000.00,346244000.00,16609649000.00,16999258000.00,16374211000.00,15139578000.00
0000916076,14,179000000.00,1162000000.00,1362000000.00,0.154045,510.0,315000000.00,310000000.00,218000000.00,227000000.00,18170000000.00,17724000000.00,18711000000.00,20497000000.00
0000916365,52,249137000.00,3466952000.00,3592046000.00,0.071861,2401.0,1255422000.00,1301185000.00,216775000.00,91120000.00,9805485000.00,10385317000.00,10933679000.00,11662097000.00
0000916540,20,28400000.00,1380594000.00,1550821000.00,0.020571,2042.0,311351000.00,404921000.00,248960000.00,152958000.00,10070473000.00,10032043000.00,10298782000.00,10641061000.00
0000917251,67,78696000.00,169160000.00,200807000.00,0.465216,748.0,,,126657000.00,145156000.00,8486446000.00,8800577000.00,9797612000.00,10180243000.00
0000917520,38,-15497000.00,382653000.00,391918000.00,-0.040499,1224.0,,,-11257000.00,9803000.00,4037424000.00,4052751000.00,3602001000.00,3577726000.00
0000918541,35,-4789000.00,105688000.00,118452000.00,-0.045313,872.0,,,-3345000.00,-8621000.00,456893000.00,460724000.00,440784000.00,453426000.00
0000918965,50,22339000.00,704847000.00,766790000.00,0.031693,2183.0,100202000.00,107124000.00,,,1702529000.00,1725208000.00,1741671000.00,1805756000.00
0000919012,56,-85181000.00,1089599000.00,1195285000.00,-0.078176,2493.0,322421000.00,456172000.00,-54672000.00,-65222000.00,3830775000.00,3767354000.00,4009680000.00,4080870000.00
0000920148,80,326000000.00,3345100000.00,3537600000.00,0.097456,981.0,948000000.00,1013800000.00,18500000.00,191500000.00,18379000000.00,17603800000.00,18392700000.00,19087100000.00
0000920371,34,102319000.00,538895000.00,587964000.00,0.189868,2113.0,250566000.00,265891000.00,7563000.00,35547000.00,2736168000.00,2822956000.00,3073626000.00,3043407000.00
0000920522,67,257081000.00,464583000.00,484756000.00,0.553359,731.0,323468000.00,341187000.00,281503000.00,287169000.00,12927359000.00,13186258000.00,13159009000.00,13095487000.00
0000921082,67,135349000.00,200383000.00,214034000.00,0.675452,712.0,,,46324000.00,62849000.00,6029355000.00,6075236000.00,6273838000.00,6596901000.00
0000921299,28,-14920000.00,2739000.00,3738000.00,-5.447244,394.0,,,2719000.00,-13887000.00,214525000.00,165213000.00,119594000.00,109629000.00
0000921582,38,16734000.00,86667000.00,81379000.00,0.193084,1079.0,53176000.00,45811000.00,6951000.00,4029000.00,830398000.00,848304000.00,894031000.00,893151000.00
0000921638,67,106784000.00,316618000.00,581778000.00,0.337264,797.0,,,82336000.00,264489000.00,5189020000.00,5644508000.00,6093898000.00,5946734000.00
0000922224,49,678000000.00,2504000000.00,2774000000.00,0.270767,1896.0,,,513000000.00,557000000.00,41069000000.00,41809000000.00,45244000000.00,46304000000.00
0000922358,59,87290000.00,560847000.00,524559000.00,0.155640,459.0,,,,,1518965000.00,1495719000.00,1543309000.00,1467850000.00
0000922621,64,151376000.00,989399000.00,1011911000.00,0.152998,2448.0,,,118118000.00,91892000.00,2888614000.00,2968228000.00,3355481000.00,3376678000.00
0000923120,37,83600000.00,762100000.00,587500000.00,0.109697,1633.0,138600000.00,69500000.00,,,4287500000.00,4267000000.00,4295600000.00,4339700000.00
0000923601,73,-1062000.00,1993000.00,2400000.00,-0.532865,1560.0,-6000.00,-677000.00,-3108000.00,,18302000.00,10461000.00,12724000.00,18455000.00
0000923796,15,60984000.00,604647000.00,705213000.00,0.100859,956.0,,,71225000.00,156481000.00,3632080000.00,3632465000.00,3843622000.00,3812238000.00
0000924168,36,-268000.00,616000.00,949000.00,-0.435065,636.0,194000.00,221000.00,-272000.00,69000.00,5612000.00,5428000.00,5109000.00,5952000.00
0000924719,32,4387000.00,22698000.00,21572000.00,0.193277,2335.0,6975000.00,4303000.00,2217000.00,3130000.00,67991000.00,74657000.00,87729000.00,92195000.00
0000926282,36,-3968000.00,247744000.00,286086000.00,-0.016017,600.0,95176000.00,112988000.00,43181000.00,12670000.00,1171419000.00,1193239000.00,1204493000.00,1185067000.00
0000926326,35,-11619000.00,269668000.00,309880000.00,-0.043086,871.0,110936000.00,140363000.00,25924000.00,54500000.00,2120960000.00,2151470000.00,1974720000.00,2004107000.00
0000926423,38,-658000.00,7902000.00,9672000.00,-0.083270,1255.0,3331000.00,4097000.00,4068000.00,-1346000.00,36720000.00,36226000.00,49266000.00,50763000.00
0000927003,36,30600000.00,404600000.00,511000000.00,0.075630,564.0,150500000.00,200900000.00,28900000.00,-6000000.00,2261900000.00,2302200000.00,2545800000.00,2592900000.00
0000927066,80,438937000.00,3223529000.00,3415548000.00,0.136167,975.0,,,180009000.00,320831000.00,17285268000.00,17119030000.00,17480103000.00,17499365000.00
0000928054,28,5567000.00,55362000.00,70051000.00,0.100556,210.0,12449000.00,15541000.00,7313000.00,21000.00,170796000.00,170237000.00,220049000.00,231843000.00
0000928340,49,4610763.00,33715385.00,29973700.00,0.136755,1970.0,12306287.00,10916013.00,11760251.00,6543681.00,243313181.00,250368965.00,257565345.00,260155522.00
0000929008,50,240900000.00,5343700000.00,6080100000.00,0.045081,2173.0,,,28000000.00,221400000.00,15061400000.00,15515100000.00,16494900000.00,16964700000.00
0000929351,78,-142300000.00,330600000.00,306900000.00,-0.430430,2595.0,,,-63500000.00,73200000.00,7167300000.00,2173200000.00,1913200000.00,1788700000.00
0000930420,73,11631000.00,330028000.00,330364000.00,0.035242,1320.0,88260000.00,90068000.00,249000.00,-4055000.00,357834000.00,368195000.00,365638000.00,384770000.00
0000931015,37,-36100000.00,1535800000.00,1658700000.00,-0.023506,1671.0,245000000.00,334800000.00,83200000.00,-320200000.00,5525200000.00,5450400000.00,4893700000.00,5241500000.00
0000931148,36,-18210000.00,111839000.00,125101000.00,-0.162823,617.0,-1709000.00,-14990000.00,-32186000.00,-14934000.00,1224274000.00,1207753000.00,1028789000.00,997201000.00
0000932021,36,-187389.00,1001944.00,101529.00,-0.187025,620.0,53991.00,92232.00,,,8599152.00,4911818.00,45629.00,42399.00
0000932696,59,60103000.00,2103556000.00,2127986000.00,0.028572,477.0,406477000.00,462151000.00,78050000.00,32383000.00,7448578000.00,7922573000.00,9087372000.00,10055277000.00
0000933034,37,7085000.00,144082000.00,137632000.00,0.049173,1656.0,23105000.00,22661000.00,,,355895000.00,387392000.00,392245000.00,399547000.00
0000933036,73,62615000.00,1176363000.00,1219729000.00,0.053228,1301.0,550129000.00,586462000.00,147993000.00,170660000.00,2649662000.00,3043130000.00,3276081000.00,3128117000.00
0000933972,36,-3785510.00,543100.00,551155.00,-6.970190,682.0,138283.00,348412.00,-3494477.00,-2508341.00,19183833.00,15978163.00,11405348.00,11006484.00
0000933974,35,-18194000.00,143338000.00,144795000.00,-0.126931,897.0,62783000.00,62035000.00,,,2042771000.00,2034015000.00,2074435000.00,1903889000.00
0000934549,67,38305000.00,124422000.00,54239000.00,0.307864,806.0,58937000.00,12055000.00,2425000.00,3403000.00,756394000.00,801606000.00,770956000.00,755871000.00
0000934612,40,1820000000.00,5693000000.00,5970000000.00,0.319691,2501.0,,,1947000000.00,2295000000.00,96170000000.00,96916000000.00,97889000000.00,98105000000.00
0000935036,73,58516000.00,394565000.00,425749000.00,0.148305,1225.0,,,78221000.00,64247000.00,3025293000.00,3203262000.00,3104907000.00,3104622000.00
0000935419,58,8171000.00,65876000.00,68722000.00,0.124036,2349.0,,,,,586218000.00,589756000.00,590262000.00,574392000.00
0000935703,53,384100000.00,4639700000.00,4975800000.00,0.082786,2415.0,1649500000.00,,,,18644000000.00,18291200000.00,13466200000.00,13823800000.00
0000936395,36,32842000.00,1125878000.00,1570739000.00,0.029170,581.0,452838000.00,691554000.00,,,5572902000.00,5659366000.00,5892359000.00,6039449000.00
0000936468,37,2372000000.00,17963000000.00,18021000000.00,0.132049,1630.0,2323000000.00,2078000000.00,1409000000.00,220000000.00,55617000000.00,56669000000.00,59840000000.00,59238000000.00
0000937556,38,78000000.00,372000000.00,403600000.00,0.209677,1073.0,234000000.00,250800000.00,31100000.00,45300000.00,2625700000.00,2293100000.00,1698900000.00,1642700000.00
0000939767,28,186859000.00,555447000.00,610812000.00,0.336412,156.0,,,211437000.00,251845000.00,2947690000.00,2837247000.00,2844423000.00,2593593000.00
