date,tga_balance_b
2023-03-23,192.91
2023-03-24,187.365
2023-03-27,200.926
2023-03-28,166.348
2023-03-29,162.758
2023-03-30,194.336
2023-03-31,177.692
2023-04-03,173.105
2023-04-04,140.347
2023-04-05,140.688
2023-04-06,112.965
2023-04-07,110.822
2023-04-10,125.004
2023-04-11,107.469
2023-04-12,86.554
2023-04-13,99.488
2023-04-14,134.89
2023-04-17,144.079
2023-04-18,252.552
2023-04-19,265.095
2023-04-20,279.942
2023-04-21,280.912
2023-04-24,307.101
2023-04-25,315.93
2023-04-26,296.209
2023-04-27,293.717
2023-04-28,316.381
2023-05-01,238.463
2023-05-02,214.882
2023-05-03,188.309
2023-05-04,208.666
2023-05-05,206.714
2023-05-08,215.133
2023-05-09,184.915
2023-05-10,154.808
2023-05-11,143.314
2023-05-12,139.944
2023-05-15,87.431
2023-05-16,94.629
2023-05-17,68.332
2023-05-18,57.341
2023-05-19,60.656
2023-05-22,68.335
2023-05-23,76.546
2023-05-24,49.473
2023-05-25,38.837
2023-05-26,54.493
2023-05-30,37.357
2023-05-31,48.512
2023-06-01,22.892
2023-06-02,23.368
2023-06-05,71.218
2023-06-06,71.577
2023-06-07,77.5
2023-06-08,87.972
2023-06-09,86.001
2023-06-12,100.939
2023-06-13,133.059
2023-06-14,134.857
2023-06-15,250.417
2023-06-16,266.875
2023-06-20,327.925
2023-06-21,292.106
2023-06-22,366.505
2023-06-23,377.384
2023-06-26,388.777
2023-06-27,437.999
2023-06-28,408.561
2023-06-29,465.122
2023-06-30,402.394
2023-07-03,394.457
2023-07-05,446.864
2023-07-06,513.41
2023-07-07,504.99
2023-07-10,511.777
2023-07-11,542.784
2023-07-12,517.418
2023-07-13,522.7
2023-07-14,521.622
2023-07-17,531.417
2023-07-18,561.519
2023-07-19,537.441
2023-07-20,537.869
2023-07-21,532.834
2023-07-24,545.014
2023-07-25,573.898
2023-07-26,549.897
2023-07-27,551.631
2023-07-28,549.904
2023-07-31,501.828
2023-08-01,458.113
2023-08-02,460.926
2023-08-03,445.12
2023-08-04,441.481
2023-08-07,451.335
2023-08-08,458.998
2023-08-09,432.262
2023-08-10,450.098
2023-08-11,451.362
2023-08-14,463.127
2023-08-15,398.438
2023-08-16,384.814
2023-08-17,408.836
2023-08-18,404.968
2023-08-21,415.598
2023-08-22,441.138
2023-08-23,416.031
2023-08-24,438.914
2023-08-25,461.257
2023-08-28,472.203
2023-08-29,500.01
2023-08-30,500.702
2023-08-31,541.843
2023-09-01,446.118
2023-09-05,488.303
2023-09-06,481.552
2023-09-07,509.104
2023-09-08,509.313
2023-09-11,525.312
2023-09-12,550.831
2023-09-13,537.364
2023-09-14,582.843
2023-09-15,632.855
2023-09-18,664.013
2023-09-19,674.935
2023-09-20,661.717
2023-09-21,682.503
2023-09-22,674.158
2023-09-25,689.999
2023-09-26,700.881
2023-09-27,672.142
2023-09-28,673.174
2023-09-29,656.889
2023-10-02,677.935
2023-10-03,675.324
2023-10-04,678.959
2023-10-05,700.182
2023-10-06,701.735
2023-10-10,743.996
2023-10-11,713.0
2023-10-12,697.013
2023-10-13,702.519
2023-10-16,815.98
2023-10-17,857.495
2023-10-18,841.103
2023-10-19,828.553
2023-10-20,819.841
2023-10-23,834.758
2023-10-24,870.378
2023-10-25,847.717
2023-10-26,835.081
2023-10-27,828.313
2023-10-30,837.969
2023-10-31,832.412
2023-11-01,753.008
2023-11-02,788.127
2023-11-03,763.377
2023-11-06,774.17
2023-11-07,792.916
2023-11-08,763.459
2023-11-09,742.861
2023-11-10,742.834
2023-11-13,756.859
2023-11-14,771.735
2023-11-15,669.976
2023-11-16,699.261
2023-11-17,702.626
2023-11-20,713.77
2023-11-21,728.2
2023-11-22,693.007
2023-11-24,741.224
2023-11-27,753.486
2023-11-28,750.724
2023-11-29,753.57
2023-11-30,758.851
2023-12-01,668.199
2023-12-04,681.693
2023-12-05,664.742
2023-12-06,667.678
2023-12-07,668.198
2023-12-08,663.322
2023-12-11,672.734
2023-12-12,647.56
2023-12-13,630.618
2023-12-14,648.048
2023-12-15,740.109
2023-12-18,773.19
2023-12-19,751.089
2023-12-20,732.721
2023-12-21,734.159
2023-12-22,732.312
2023-12-26,743.365
2023-12-27,713.064
2023-12-28,724.973
2023-12-29,768.59
2024-01-02,766.34
2024-01-03,743.464
2024-01-04,753.179
2024-01-05,747.982
2024-01-08,758.566
2024-01-09,749.407
2024-01-10,727.856
2024-01-11,730.305
2024-01-12,735.757
2024-01-16,795.304
2024-01-17,773.544
2024-01-18,789.692
2024-01-19,790.018
2024-01-22,802.545
2024-01-23,818.059
2024-01-24,815.159
2024-01-25,830.06
2024-01-26,829.406
2024-01-29,843.812
2024-01-30,863.278
2024-01-31,865.481
2024-02-01,813.657
2024-02-02,786.179
2024-02-05,800.298
2024-02-06,820.881
2024-02-07,821.575
2024-02-08,832.976
2024-02-09,831.94
2024-02-12,845.004
2024-02-13,860.356
2024-02-14,831.88
2024-02-15,768.884
2024-02-16,779.746
2024-02-20,821.629
2024-02-21,788.759
2024-02-22,759.556
2024-02-23,787.483
2024-02-26,802.419
2024-02-27,808.655
2024-02-28,767.672
2024-02-29,837.099
2024-03-01,748.14
2024-03-04,765.413
2024-03-05,766.649
2024-03-06,760.55
2024-03-07,765.974
2024-03-08,764.686
2024-03-11,786.418
2024-03-12,783.745
2024-03-13,748.388
2024-03-14,749.212
2024-03-15,804.194
2024-03-18,846.001
2024-03-19,844.682
2024-03-20,812.605
2024-03-21,802.91
2024-03-22,805.042
2024-03-25,821.686
2024-03-26,803.649
2024-03-27,772.26
2024-03-28,770.655
2024-03-29,775.268
2024-04-01,791.219
2024-04-02,760.049
2024-04-03,732.828
2024-04-04,710.202
2024-04-05,710.389
2024-04-08,729.067
2024-04-09,691.824
2024-04-10,672.537
2024-04-11,667.717
2024-04-12,725.026
2024-04-15,897.016
2024-04-16,906.002
2024-04-17,929.932
2024-04-18,930.542
2024-04-19,939.464
2024-04-22,955.986
2024-04-23,955.714
2024-04-24,929.379
2024-04-25,907.965
2024-04-26,909.938
2024-04-29,929.594
2024-04-30,962.428
2024-05-01,890.442
2024-05-02,872.592
2024-05-03,853.11
2024-05-06,866.863
2024-05-07,845.541
2024-05-08,816.809
2024-05-09,804.246
2024-05-10,795.161
2024-05-13,808.43
2024-05-14,805.661
2024-05-15,706.108
2024-05-16,716.876
2024-05-17,724.577
2024-05-20,737.727
2024-05-21,738.412
2024-05-22,710.882
2024-05-23,703.626
2024-05-24,697.953
2024-05-28,718.888
2024-05-29,716.02
2024-05-30,699.06
2024-05-31,718.926
2024-06-03,712.359
2024-06-04,700.652
2024-06-05,703.314
2024-06-06,680.746
2024-06-07,675.508
2024-06-10,690.309
2024-06-11,667.218
2024-06-12,650.212
2024-06-13,648.027
2024-06-14,676.305
2024-06-17,822.612
2024-06-18,782.158
2024-06-20,771.749
2024-06-21,763.426
2024-06-24,784.434
2024-06-25,767.249
2024-06-26,744.206
2024-06-27,718.618
2024-06-28,777.798
2024-07-01,763.439
2024-07-02,768.554
2024-07-03,745.608
2024-07-05,732.159
2024-07-08,743.168
2024-07-09,747.238
2024-07-10,722.328
2024-07-11,731.416
2024-07-12,734.465
2024-07-15,764.538
2024-07-16,795.024
2024-07-17,766.779
2024-07-18,775.779
2024-07-19,771.252
2024-07-22,769.783
2024-07-23,793.467
2024-07-24,767.419
2024-07-25,767.894
2024-07-26,766.528
2024-07-29,781.5
2024-07-30,802.422
2024-07-31,854.001
2024-08-01,785.094
2024-08-02,759.058
2024-08-05,769.196
2024-08-06,779.82
2024-08-07,785.233
2024-08-08,792.296
2024-08-09,788.359
2024-08-12,800.035
2024-08-13,812.614
2024-08-14,788.823
2024-08-15,725.909
2024-08-16,730.937
2024-08-19,743.033
2024-08-20,758.98
2024-08-21,734.727
2024-08-22,734.733
2024-08-23,734.234
2024-08-26,740.219
2024-08-27,786.228
2024-08-28,757.077
2024-08-29,754.48
2024-08-30,709.513
2024-09-03,774.135
2024-09-04,771.047
2024-09-05,769.122
2024-09-06,759.836
2024-09-09,771.405
2024-09-10,746.095
2024-09-11,725.577
2024-09-12,688.354
2024-09-13,713.93
2024-09-16,875.103
2024-09-17,853.715
2024-09-18,839.398
2024-09-19,825.25
2024-09-20,804.739
2024-09-23,824.326
2024-09-24,804.696
2024-09-25,778.91
2024-09-26,746.699
2024-09-27,772.704
2024-09-30,885.725
2024-10-01,813.994
2024-10-02,823.412
2024-10-03,795.948
2024-10-04,800.25
2024-10-07,810.517
2024-10-08,820.191
2024-10-09,787.395
2024-10-10,783.345
2024-10-11,779.699
2024-10-15,825.653
2024-10-16,814.751
2024-10-17,828.847
2024-10-18,827.798
2024-10-21,841.596
2024-10-22,838.69
2024-10-23,817.41
2024-10-24,834.134
2024-10-25,827.478
2024-10-28,835.894
2024-10-29,847.063
2024-10-30,847.137
2024-10-31,921.042
2024-11-01,819.229
2024-11-04,836.603
2024-11-05,838.8
2024-11-06,840.227
2024-11-07,839.963
2024-11-08,831.278
2024-11-12,851.371
2024-11-13,808.857
2024-11-14,815.693
2024-11-15,730.911
2024-11-18,754.133
2024-11-19,762.717
2024-11-20,737.834
2024-11-21,779.696
2024-11-22,758.663
2024-11-25,777.116
2024-11-26,811.242
2024-11-27,782.704
2024-11-29,756.878
2024-12-02,842.781
2024-12-03,815.482
2024-12-04,815.011
2024-12-05,798.654
2024-12-06,788.754
2024-12-09,800.89
2024-12-10,748.309
2024-12-11,711.354
2024-12-12,703.676
2024-12-13,725.325
2024-12-16,861.216
2024-12-17,830.681
2024-12-18,803.975
2024-12-19,787.982
2024-12-20,767.489
2024-12-23,792.864
2024-12-24,735.039
2024-12-26,688.699
2024-12-27,720.401
2024-12-30,745.427
2024-12-31,721.892
