date,y1m,y3m,y6m,y1y
2020-09-03,0.1,0.11,0.12,0.12
2020-09-04,0.09,0.11,0.12,0.13
2020-09-08,0.1,0.13,0.14,0.15
2020-09-09,0.1,0.12,0.14,0.14
2020-09-10,0.1,0.12,0.12,0.15
2020-09-11,0.1,0.11,0.12,0.13
2020-09-14,0.1,0.11,0.13,0.14
2020-09-15,0.09,0.11,0.12,0.13
2020-09-16,0.08,0.12,0.12,0.12
2020-09-17,0.09,0.09,0.11,0.12
2020-09-18,0.09,0.1,0.12,0.13
2020-09-21,0.09,0.1,0.11,0.12
2020-09-22,0.08,0.1,0.11,0.12
2020-09-23,0.08,0.11,0.11,0.13
2020-09-24,0.08,0.1,0.11,0.12
2020-09-25,0.08,0.1,0.11,0.12
2020-09-28,0.09,0.11,0.11,0.12
2020-09-29,0.07,0.09,0.11,0.12
2020-09-30,0.08,0.1,0.11,0.12
2020-10-01,0.09,0.09,0.1,0.12
2020-10-02,0.1,0.09,0.11,0.12
2020-10-05,0.09,0.1,0.11,0.12
2020-10-06,0.08,0.1,0.11,0.14
2020-10-07,0.08,0.1,0.12,0.13
2020-10-08,0.09,0.09,0.12,0.13
2020-10-09,0.1,0.1,0.12,0.15
2020-10-13,0.09,0.11,0.12,0.13
2020-10-14,0.1,0.12,0.12,0.13
2020-10-15,0.1,0.11,0.12,0.12
2020-10-16,0.09,0.11,0.12,0.12
2020-10-19,0.09,0.11,0.11,0.13
2020-10-20,0.08,0.1,0.12,0.13
2020-10-21,0.08,0.1,0.12,0.13
2020-10-22,0.09,0.09,0.11,0.13
2020-10-23,0.08,0.1,0.11,0.12
2020-10-26,0.08,0.11,0.12,0.12
2020-10-27,0.08,0.1,0.11,0.12
2020-10-28,0.07,0.1,0.11,0.12
2020-10-29,0.08,0.09,0.1,0.12
2020-10-30,0.08,0.09,0.11,0.13
2020-11-02,0.09,0.09,0.11,0.13
2020-11-03,0.09,0.1,0.12,0.14
2020-11-04,0.08,0.1,0.1,0.12
2020-11-05,0.09,0.1,0.1,0.12
2020-11-06,0.1,0.1,0.11,0.12
2020-11-09,0.1,0.11,0.11,0.12
2020-11-10,0.09,0.1,0.11,0.12
2020-11-12,0.1,0.1,0.1,0.13
2020-11-13,0.1,0.09,0.1,0.12
2020-11-16,0.09,0.09,0.12,0.12
2020-11-17,0.08,0.09,0.1,0.12
2020-11-18,0.07,0.09,0.1,0.11
2020-11-19,0.08,0.07,0.1,0.11
2020-11-20,0.09,0.07,0.1,0.11
2020-11-23,0.08,0.08,0.08,0.1
2020-11-24,0.08,0.09,0.1,0.11
2020-11-25,0.07,0.09,0.09,0.11
2020-11-27,0.09,0.09,0.1,0.11
2020-11-30,0.08,0.08,0.09,0.11
2020-12-01,0.07,0.09,0.1,0.12
2020-12-02,0.07,0.09,0.1,0.11
2020-12-03,0.08,0.08,0.09,0.1
2020-12-04,0.07,0.09,0.1,0.11
2020-12-07,0.09,0.08,0.1,0.1
2020-12-08,0.08,0.09,0.09,0.1
2020-12-09,0.07,0.08,0.09,0.1
2020-12-10,0.07,0.08,0.09,0.1
2020-12-11,0.08,0.08,0.08,0.1
2020-12-14,0.07,0.09,0.08,0.1
2020-12-15,0.07,0.08,0.08,0.09
2020-12-16,0.08,0.09,0.09,0.09
2020-12-17,0.08,0.08,0.09,0.09
2020-12-18,0.08,0.08,0.09,0.09
2020-12-21,0.08,0.09,0.09,0.09
2020-12-22,0.07,0.09,0.09,0.09
2020-12-23,0.07,0.09,0.09,0.09
2020-12-24,0.09,0.09,0.09,0.1
2020-12-28,0.09,0.11,0.11,0.11
2020-12-29,0.08,0.1,0.12,0.11
2020-12-30,0.06,0.08,0.09,0.12
2020-12-31,0.08,0.09,0.09,0.1
2021-01-04,0.09,0.09,0.09,0.1
2021-01-05,0.08,0.09,0.09,0.1
2021-01-06,0.09,0.09,0.09,0.11
2021-01-07,0.09,0.09,0.09,0.11
2021-01-08,0.08,0.08,0.09,0.1
2021-01-11,0.09,0.08,0.1,0.1
2021-01-12,0.09,0.09,0.09,0.11
2021-01-13,0.09,0.09,0.1,0.12
2021-01-14,0.09,0.09,0.09,0.1
2021-01-15,0.08,0.09,0.1,0.1
2021-01-19,0.07,0.09,0.11,0.1
2021-01-20,0.08,0.08,0.1,0.1
2021-01-21,0.07,0.09,0.09,0.1
2021-01-22,0.07,0.08,0.1,0.1
2021-01-25,0.07,0.09,0.09,0.1
2021-01-26,0.05,0.07,0.09,0.09
2021-01-27,0.05,0.08,0.09,0.09
2021-01-28,0.05,0.07,0.08,0.08
2021-01-29,0.07,0.06,0.07,0.1
2021-02-01,0.06,0.07,0.08,0.08
2021-02-02,0.04,0.07,0.08,0.08
2021-02-03,0.03,0.04,0.06,0.08
2021-02-04,0.03,0.04,0.06,0.07
2021-02-05,0.02,0.03,0.05,0.06
2021-02-08,0.04,0.05,0.05,0.07
2021-02-09,0.04,0.04,0.06,0.07
2021-02-10,0.05,0.05,0.06,0.07
2021-02-11,0.05,0.05,0.06,0.07
2021-02-12,0.03,0.04,0.05,0.06
2021-02-16,0.03,0.04,0.06,0.08
2021-02-17,0.03,0.04,0.06,0.07
2021-02-18,0.03,0.03,0.04,0.06
2021-02-19,0.03,0.04,0.06,0.07
2021-02-22,0.03,0.03,0.04,0.06
2021-02-23,0.03,0.04,0.05,0.08
2021-02-24,0.03,0.03,0.05,0.08
2021-02-25,0.04,0.04,0.06,0.09
2021-02-26,0.04,0.04,0.05,0.08
2021-03-01,0.03,0.05,0.07,0.08
2021-03-02,0.04,0.04,0.06,0.08
2021-03-03,0.04,0.05,0.07,0.08
2021-03-04,0.03,0.04,0.07,0.08
2021-03-05,0.04,0.04,0.07,0.08
2021-03-08,0.04,0.05,0.06,0.09
2021-03-09,0.04,0.05,0.07,0.1
2021-03-10,0.03,0.04,0.06,0.08
2021-03-11,0.04,0.04,0.05,0.08
2021-03-12,0.03,0.04,0.06,0.09
2021-03-15,0.02,0.04,0.06,0.08
2021-03-16,0.01,0.02,0.06,0.07
2021-03-17,0.01,0.02,0.05,0.07
2021-03-18,0.01,0.01,0.03,0.08
2021-03-19,0.01,0.01,0.03,0.07
2021-03-22,0.02,0.03,0.05,0.06
2021-03-23,0.02,0.01,0.04,0.08
2021-03-24,0.02,0.02,0.04,0.07
2021-03-25,0.02,0.02,0.04,0.07
2021-03-26,0.02,0.02,0.04,0.06
2021-03-29,0.02,0.03,0.04,0.06
2021-03-30,0.01,0.02,0.04,0.06
2021-03-31,0.01,0.03,0.05,0.07
2021-04-01,0.02,0.02,0.04,0.06
2021-04-02,0.02,0.02,0.04,0.07
2021-04-05,0.03,0.03,0.04,0.06
2021-04-06,0.02,0.02,0.04,0.06
2021-04-07,0.01,0.02,0.04,0.06
2021-04-08,0.02,0.01,0.04,0.05
2021-04-09,0.02,0.02,0.03,0.06
2021-04-12,0.02,0.02,0.04,0.06
2021-04-13,0.03,0.03,0.05,0.06
2021-04-14,0.02,0.02,0.04,0.06
2021-04-15,0.02,0.02,0.04,0.06
2021-04-16,0.02,0.02,0.04,0.06
2021-04-19,0.01,0.02,0.04,0.08
2021-04-20,0.01,0.03,0.04,0.07
2021-04-21,0.0,0.03,0.04,0.07
2021-04-22,0.02,0.03,0.04,0.06
2021-04-23,0.01,0.03,0.03,0.07
2021-04-26,0.02,0.03,0.04,0.06
2021-04-27,0.01,0.01,0.04,0.06
2021-04-28,0.01,0.01,0.04,0.05
2021-04-29,0.01,0.01,0.04,0.05
2021-04-30,0.01,0.01,0.03,0.05
2021-05-03,0.02,0.04,0.04,0.06
2021-05-04,0.01,0.02,0.04,0.06
2021-05-05,0.01,0.02,0.04,0.06
2021-05-06,0.01,0.02,0.04,0.05
2021-05-07,0.01,0.02,0.04,0.05
2021-05-10,0.02,0.02,0.04,0.05
2021-05-11,0.01,0.01,0.04,0.05
2021-05-12,0.01,0.02,0.04,0.05
2021-05-13,0.0,0.02,0.03,0.05
2021-05-14,0.01,0.01,0.03,0.06
2021-05-17,0.0,0.02,0.04,0.06
2021-05-18,0.0,0.02,0.03,0.06
2021-05-19,0.0,0.01,0.03,0.05
2021-05-20,0.01,0.01,0.03,0.05
2021-05-21,0.0,0.01,0.02,0.04
2021-05-24,0.01,0.02,0.03,0.04
2021-05-25,0.01,0.02,0.04,0.04
2021-05-26,0.0,0.02,0.04,0.04
2021-05-27,0.0,0.02,0.04,0.04
2021-05-28,0.01,0.01,0.03,0.05
2021-06-01,0.01,0.02,0.04,0.04
2021-06-02,0.01,0.02,0.04,0.05
2021-06-03,0.0,0.02,0.04,0.04
2021-06-04,0.01,0.02,0.04,0.05
2021-06-07,0.01,0.02,0.04,0.05
2021-06-08,0.01,0.02,0.04,0.05
2021-06-09,0.01,0.03,0.04,0.05
2021-06-10,0.01,0.03,0.04,0.05
2021-06-11,0.01,0.03,0.04,0.05
2021-06-14,0.01,0.03,0.05,0.05
2021-06-15,0.02,0.03,0.05,0.08
2021-06-16,0.04,0.04,0.06,0.08
2021-06-17,0.05,0.04,0.06,0.08
2021-06-18,0.05,0.05,0.06,0.09
2021-06-21,0.04,0.05,0.06,0.09
2021-06-22,0.04,0.04,0.06,0.09
2021-06-23,0.04,0.05,0.05,0.08
2021-06-24,0.05,0.05,0.05,0.08
2021-06-25,0.05,0.06,0.06,0.09
2021-06-28,0.04,0.05,0.06,0.08
2021-06-29,0.04,0.04,0.06,0.08
2021-06-30,0.05,0.05,0.06,0.07
2021-07-01,0.05,0.05,0.05,0.09
2021-07-02,0.05,0.05,0.05,0.08
2021-07-06,0.05,0.05,0.06,0.07
2021-07-07,0.05,0.05,0.05,0.08
2021-07-08,0.06,0.06,0.06,0.07
2021-07-09,0.06,0.06,0.05,0.08
2021-07-12,0.05,0.05,0.06,0.08
2021-07-13,0.05,0.05,0.06,0.08
2021-07-14,0.06,0.06,0.05,0.08
2021-07-15,0.05,0.05,0.05,0.07
2021-07-16,0.05,0.05,0.05,0.08
2021-07-19,0.05,0.05,0.06,0.07
2021-07-20,0.05,0.05,0.06,0.08
2021-07-21,0.04,0.05,0.05,0.07
2021-07-22,0.04,0.05,0.05,0.07
2021-07-23,0.05,0.05,0.05,0.07
2021-07-26,0.05,0.05,0.06,0.08
2021-07-27,0.04,0.05,0.05,0.07
2021-07-28,0.04,0.05,0.05,0.07
2021-07-29,0.05,0.06,0.05,0.08
2021-07-30,0.05,0.06,0.05,0.07
2021-08-02,0.05,0.05,0.06,0.07
2021-08-03,0.05,0.05,0.06,0.07
2021-08-04,0.05,0.05,0.05,0.07
2021-08-05,0.05,0.05,0.06,0.08
2021-08-06,0.04,0.06,0.06,0.09
2021-08-09,0.04,0.06,0.06,0.08
2021-08-10,0.05,0.05,0.05,0.08
2021-08-11,0.05,0.05,0.06,0.08
2021-08-12,0.05,0.06,0.06,0.09
2021-08-13,0.04,0.06,0.05,0.08
2021-08-16,0.04,0.06,0.05,0.08
2021-08-17,0.03,0.07,0.06,0.07
2021-08-18,0.03,0.07,0.05,0.07
2021-08-19,0.04,0.06,0.05,0.06
2021-08-20,0.04,0.05,0.05,0.06
2021-08-23,0.04,0.05,0.06,0.07
2021-08-24,0.03,0.05,0.05,0.06
2021-08-25,0.04,0.06,0.06,0.07
2021-08-26,0.04,0.05,0.06,0.07
2021-08-27,0.04,0.05,0.05,0.07
2021-08-30,0.04,0.05,0.05,0.08
2021-08-31,0.03,0.04,0.06,0.07
2021-09-01,0.04,0.05,0.06,0.07
2021-09-02,0.05,0.05,0.06,0.07
2021-09-03,0.04,0.05,0.05,0.08
2021-09-07,0.04,0.05,0.06,0.08
2021-09-08,0.05,0.05,0.06,0.08
2021-09-09,0.07,0.04,0.05,0.07
2021-09-10,0.06,0.05,0.06,0.08
2021-09-13,0.06,0.06,0.06,0.07
2021-09-14,0.05,0.04,0.05,0.07
2021-09-15,0.04,0.04,0.05,0.07
2021-09-16,0.06,0.04,0.05,0.07
2021-09-17,0.06,0.04,0.05,0.07
2021-09-20,0.06,0.04,0.05,0.07
2021-09-21,0.05,0.03,0.04,0.07
2021-09-22,0.04,0.03,0.05,0.08
2021-09-23,0.05,0.03,0.04,0.08
2021-09-24,0.06,0.03,0.05,0.08
2021-09-27,0.06,0.04,0.05,0.09
2021-09-28,0.07,0.04,0.06,0.09
2021-09-29,0.05,0.04,0.05,0.09
2021-09-30,0.07,0.04,0.05,0.09
2021-10-01,0.08,0.04,0.05,0.09
2021-10-04,0.09,0.04,0.06,0.09
2021-10-05,0.1,0.04,0.06,0.09
2021-10-06,0.06,0.04,0.06,0.1
2021-10-07,0.03,0.05,0.06,0.1
2021-10-08,0.02,0.05,0.07,0.09
2021-10-12,0.03,0.06,0.06,0.1
2021-10-13,0.03,0.05,0.06,0.11
2021-10-14,0.05,0.05,0.06,0.1
2021-10-15,0.04,0.05,0.06,0.12
2021-10-18,0.05,0.06,0.06,0.11
2021-10-19,0.06,0.05,0.06,0.11
2021-10-20,0.06,0.05,0.06,0.1
2021-10-21,0.06,0.06,0.06,0.12
2021-10-22,0.05,0.06,0.07,0.13
2021-10-25,0.07,0.06,0.06,0.14
2021-10-26,0.06,0.06,0.06,0.14
2021-10-27,0.06,0.06,0.07,0.12
2021-10-28,0.06,0.06,0.06,0.15
2021-10-29,0.06,0.05,0.07,0.15
2021-11-01,0.05,0.05,0.06,0.15
2021-11-02,0.05,0.05,0.07,0.15
2021-11-03,0.05,0.05,0.07,0.17
2021-11-04,0.05,0.04,0.07,0.14
2021-11-05,0.05,0.05,0.07,0.14
2021-11-08,0.04,0.06,0.07,0.16
2021-11-09,0.04,0.04,0.06,0.14
2021-11-10,0.06,0.05,0.07,0.17
2021-11-12,0.05,0.05,0.07,0.17
2021-11-15,0.06,0.05,0.06,0.18
2021-11-16,0.06,0.05,0.07,0.17
2021-11-17,0.06,0.05,0.06,0.18
2021-11-18,0.12,0.05,0.06,0.18
2021-11-19,0.11,0.05,0.06,0.18
2021-11-22,0.07,0.05,0.07,0.2
2021-11-23,0.06,0.06,0.07,0.21
2021-11-24,0.14,0.06,0.1,0.24
2021-11-26,0.11,0.06,0.1,0.2
2021-11-29,0.07,0.06,0.1,0.21
2021-11-30,0.11,0.05,0.1,0.24
2021-12-01,0.09,0.06,0.1,0.25
2021-12-02,0.05,0.05,0.09,0.27
2021-12-03,0.04,0.06,0.09,0.26
2021-12-06,0.05,0.05,0.12,0.28
2021-12-07,0.05,0.06,0.15,0.31
2021-12-08,0.04,0.07,0.13,0.29
2021-12-09,0.03,0.06,0.12,0.28
2021-12-10,0.03,0.06,0.13,0.27
2021-12-13,0.01,0.05,0.11,0.27
2021-12-14,0.02,0.05,0.13,0.26
2021-12-15,0.03,0.05,0.13,0.29
2021-12-16,0.04,0.05,0.13,0.26
2021-12-17,0.03,0.05,0.13,0.27
2021-12-20,0.03,0.07,0.16,0.27
2021-12-21,0.03,0.07,0.16,0.29
2021-12-22,0.03,0.08,0.16,0.28
2021-12-23,0.04,0.07,0.18,0.31
2021-12-27,0.04,0.06,0.21,0.33
2021-12-28,0.03,0.06,0.2,0.39
2021-12-29,0.01,0.05,0.19,0.38
2021-12-30,0.06,0.05,0.19,0.38
2021-12-31,0.06,0.06,0.19,0.39
2022-01-03,0.05,0.08,0.22,0.4
2022-01-04,0.06,0.08,0.22,0.38
2022-01-05,0.05,0.09,0.22,0.41
2022-01-06,0.04,0.1,0.23,0.45
2022-01-07,0.05,0.1,0.24,0.43
2022-01-10,0.05,0.13,0.28,0.46
2022-01-11,0.04,0.11,0.28,0.46
2022-01-12,0.04,0.12,0.27,0.48
2022-01-13,0.05,0.12,0.28,0.47
2022-01-14,0.05,0.13,0.3,0.51
2022-01-18,0.05,0.16,0.37,0.58
2022-01-19,0.05,0.17,0.36,0.57
2022-01-20,0.05,0.17,0.36,0.6
2022-01-21,0.05,0.17,0.35,0.58
2022-01-24,0.05,0.19,0.39,0.58
2022-01-25,0.05,0.19,0.39,0.65
2022-01-26,0.06,0.19,0.4,0.7
2022-01-27,0.04,0.2,0.43,0.75
2022-01-28,0.04,0.19,0.43,0.75
2022-01-31,0.03,0.22,0.49,0.78
2022-02-01,0.04,0.19,0.48,0.78
2022-02-02,0.04,0.19,0.45,0.76
2022-02-03,0.03,0.2,0.48,0.78
2022-02-04,0.05,0.23,0.56,0.89
2022-02-07,0.03,0.27,0.58,0.88
2022-02-08,0.03,0.25,0.59,0.91
2022-02-09,0.04,0.26,0.57,0.91
2022-02-10,0.05,0.4,0.74,1.14
2022-02-11,0.03,0.36,0.71,1.07
2022-02-14,0.03,0.43,0.76,1.13
2022-02-15,0.02,0.4,0.72,1.11
2022-02-16,0.03,0.38,0.67,1.09
2022-02-17,0.06,0.36,0.65,1.05
2022-02-18,0.03,0.35,0.65,1.03
2022-02-22,0.03,0.37,0.73,1.17
2022-02-23,0.02,0.34,0.74,1.16
2022-02-24,0.05,0.32,0.65,1.08
2022-02-25,0.03,0.33,0.71,1.13
2022-02-28,0.06,0.35,0.69,1.01
2022-03-01,0.11,0.32,0.6,0.91
2022-03-02,0.13,0.34,0.68,1.06
2022-03-03,0.19,0.38,0.69,1.08
2022-03-04,0.15,0.34,0.69,1.05
2022-03-07,0.17,0.38,0.75,1.07
2022-03-08,0.16,0.36,0.72,1.12
2022-03-09,0.18,0.38,0.75,1.15
2022-03-10,0.19,0.39,0.75,1.19
2022-03-11,0.17,0.4,0.78,1.22
2022-03-14,0.23,0.45,0.86,1.28
2022-03-15,0.22,0.46,0.86,1.28
2022-03-16,0.24,0.44,0.86,1.35
2022-03-17,0.2,0.4,0.81,1.3
2022-03-18,0.19,0.42,0.83,1.29
2022-03-21,0.22,0.54,0.95,1.4
2022-03-22,0.2,0.51,0.96,1.59
2022-03-23,0.15,0.5,0.93,1.52
2022-03-24,0.16,0.52,0.96,1.55
2022-03-25,0.17,0.55,1.01,1.67
2022-03-28,0.19,0.59,1.08,1.69
2022-03-29,0.18,0.55,1.06,1.67
2022-03-30,0.16,0.55,1.04,1.64
2022-03-31,0.17,0.52,1.06,1.63
2022-04-01,0.15,0.53,1.09,1.72
2022-04-04,0.18,0.66,1.14,1.72
2022-04-05,0.18,0.65,1.13,1.77
2022-04-06,0.21,0.67,1.15,1.79
2022-04-07,0.21,0.68,1.15,1.78
2022-04-08,0.2,0.7,1.19,1.81
2022-04-11,0.22,0.77,1.23,1.85
2022-04-12,0.21,0.74,1.2,1.77
2022-04-13,0.26,0.75,1.2,1.78
2022-04-14,0.37,0.79,1.25,1.84
2022-04-18,0.38,0.81,1.27,1.84
2022-04-19,0.37,0.81,1.28,1.94
2022-04-20,0.35,0.82,1.29,1.93
2022-04-21,0.5,0.83,1.32,2.01
2022-04-22,0.46,0.83,1.34,2.06
2022-04-25,0.4,0.91,1.42,2.03
2022-04-26,0.38,0.83,1.4,1.99
2022-04-27,0.37,0.82,1.39,1.97
2022-04-28,0.37,0.82,1.38,2.04
2022-04-29,0.37,0.85,1.41,2.1
2022-05-02,0.41,0.9,1.49,2.1
2022-05-03,0.48,0.91,1.45,2.16
2022-05-04,0.49,0.89,1.44,2.07
2022-05-05,0.49,0.85,1.37,2.08
2022-05-06,0.48,0.85,1.41,2.08
2022-05-09,0.51,0.92,1.43,1.99
2022-05-10,0.57,0.89,1.44,2.01
2022-05-11,0.59,0.91,1.43,1.99
2022-05-12,0.61,0.96,1.44,1.96
2022-05-13,0.67,1.03,1.47,2.04
2022-05-16,0.64,1.07,1.54,2.07
2022-05-17,0.61,1.06,1.57,2.16
2022-05-18,0.56,1.03,1.56,2.16
2022-05-19,0.65,1.05,1.52,2.11
2022-05-20,0.63,1.03,1.51,2.07
2022-05-23,0.55,1.07,1.57,2.09
2022-05-24,0.55,1.06,1.53,2.02
2022-05-25,0.58,1.06,1.52,2.01
2022-05-26,0.71,1.07,1.52,1.99
2022-05-27,0.69,1.08,1.54,2.01
2022-05-31,0.73,1.16,1.64,2.08
2022-06-01,0.77,1.15,1.63,2.16
2022-06-02,0.85,1.17,1.64,2.15
2022-06-03,0.87,1.21,1.68,2.18
2022-06-06,0.88,1.26,1.74,2.23
2022-06-07,0.87,1.26,1.75,2.26
2022-06-08,0.89,1.28,1.77,2.29
2022-06-09,1.05,1.3,1.81,2.35
2022-06-10,1.1,1.39,1.98,2.58
2022-06-13,1.13,1.73,2.25,2.89
2022-06-14,1.19,1.83,2.43,3.15
2022-06-15,1.21,1.74,2.32,2.93
2022-06-16,1.19,1.59,2.24,2.88
2022-06-17,1.15,1.63,2.25,2.86
2022-06-21,1.08,1.7,2.46,2.92
2022-06-22,0.98,1.61,2.4,2.79
2022-06-23,1.12,1.65,2.44,2.78
2022-06-24,1.19,1.73,2.51,2.83
2022-06-27,1.16,1.79,2.56,2.89
2022-06-28,1.12,1.79,2.55,2.88
2022-06-29,1.12,1.78,2.55,2.88
2022-06-30,1.28,1.72,2.51,2.8
2022-07-01,1.27,1.73,2.52,2.79
2022-07-05,1.33,1.9,2.59,2.77
2022-07-06,1.36,1.9,2.62,2.82
2022-07-07,1.55,1.95,2.64,2.87
2022-07-08,1.57,1.98,2.68,2.96
2022-07-11,1.58,2.18,2.79,2.97
2022-07-12,1.63,2.22,2.78,3.07
2022-07-13,1.78,2.39,2.96,3.21
2022-07-14,1.99,2.4,2.93,3.16
2022-07-15,1.98,2.37,2.94,3.12
2022-07-18,1.96,2.5,3.02,3.13
2022-07-19,1.93,2.52,3.06,3.18
2022-07-20,1.92,2.51,3.04,3.18
2022-07-21,2.15,2.48,3.0,3.11
2022-07-22,2.15,2.49,2.97,3.01
2022-07-25,2.14,2.62,3.06,3.07
2022-07-26,2.17,2.55,3.01,3.06
2022-07-27,2.14,2.44,2.93,3.0
2022-07-28,2.2,2.42,2.9,2.93
2022-07-29,2.22,2.41,2.91,2.98
2022-08-01,2.22,2.56,2.96,2.98
2022-08-02,2.22,2.56,3.0,3.09
2022-08-03,2.2,2.52,3.0,3.14
2022-08-04,2.19,2.5,2.98,3.11
2022-08-05,2.21,2.58,3.1,3.29
2022-08-08,2.23,2.65,3.15,3.3
2022-08-09,2.23,2.67,3.16,3.33
2022-08-10,2.24,2.65,3.13,3.26
2022-08-11,2.24,2.62,3.08,3.25
2022-08-12,2.23,2.63,3.13,3.26
2022-08-15,2.27,2.72,3.13,3.23
2022-08-16,2.26,2.7,3.12,3.26
2022-08-17,2.22,2.68,3.15,3.27
2022-08-18,2.23,2.71,3.12,3.24
2022-08-19,2.23,2.74,3.16,3.26
2022-08-22,2.27,2.82,3.23,3.32
2022-08-23,2.28,2.8,3.21,3.29
2022-08-24,2.29,2.82,3.28,3.35
2022-08-25,2.42,2.88,3.25,3.33
2022-08-26,2.39,2.89,3.26,3.36
2022-08-29,2.45,2.97,3.32,3.43
2022-08-30,2.43,2.97,3.31,3.48
2022-08-31,2.4,2.96,3.32,3.5
2022-09-01,2.53,2.97,3.34,3.51
2022-09-02,2.49,2.94,3.33,3.47
2022-09-06,2.44,3.04,3.4,3.61
2022-09-07,2.3,3.07,3.42,3.6
2022-09-08,2.57,3.06,3.44,3.6
2022-09-09,2.57,3.08,3.52,3.67
2022-09-12,2.62,3.17,3.56,3.7
2022-09-13,2.55,3.28,3.75,3.92
2022-09-14,2.54,3.24,3.76,3.95
2022-09-15,2.76,3.22,3.78,4.0
2022-09-16,2.68,3.2,3.77,3.96
2022-09-19,2.62,3.37,3.87,4.05
2022-09-20,2.57,3.35,3.86,4.03
2022-09-21,2.59,3.31,3.86,4.08
2022-09-22,2.73,3.29,3.87,4.08
2022-09-23,2.67,3.24,3.85,4.15
2022-09-26,2.73,3.39,3.95,4.17
2022-09-27,2.71,3.35,3.91,4.16
2022-09-28,2.63,3.4,3.87,3.99
2022-09-29,2.78,3.36,3.87,3.98
2022-09-30,2.79,3.33,3.92,4.05
2022-10-03,2.87,3.46,3.97,4.01
2022-10-04,2.91,3.45,3.98,4.15
2022-10-05,2.89,3.46,4.0,4.14
2022-10-06,3.05,3.46,4.04,4.19
2022-10-07,3.03,3.45,4.09,4.24
2022-10-11,3.07,3.67,4.17,4.28
2022-10-12,3.07,3.7,4.16,4.28
2022-10-13,3.35,3.79,4.3,4.46
2022-10-14,3.3,3.81,4.31,4.5
2022-10-17,3.3,3.97,4.38,4.5
2022-10-18,3.25,4.04,4.39,4.5
2022-10-19,3.31,4.07,4.45,4.6
2022-10-20,3.58,4.09,4.48,4.66
2022-10-21,3.55,4.09,4.43,4.58
2022-10-24,3.57,4.16,4.52,4.61
2022-10-25,3.56,4.14,4.5,4.6
2022-10-26,3.54,4.11,4.47,4.54
2022-10-27,3.76,4.13,4.44,4.5
2022-10-28,3.75,4.18,4.51,4.55
2022-10-31,3.73,4.22,4.57,4.66
2022-11-01,3.72,4.23,4.58,4.75
2022-11-02,3.7,4.22,4.57,4.76
2022-11-03,3.75,4.25,4.57,4.78
2022-11-04,3.73,4.21,4.55,4.76
2022-11-07,3.78,4.29,4.62,4.8
2022-11-08,3.66,4.28,4.6,4.77
2022-11-09,3.65,4.29,4.59,4.75
2022-11-10,3.71,4.28,4.52,4.59
2022-11-14,3.72,4.34,4.55,4.63
2022-11-15,3.77,4.31,4.54,4.6
2022-11-16,3.81,4.32,4.54,4.62
2022-11-17,3.93,4.32,4.57,4.68
2022-11-18,3.93,4.34,4.61,4.74
2022-11-21,3.97,4.41,4.65,4.75
2022-11-22,3.97,4.4,4.68,4.79
2022-11-23,4.12,4.4,4.67,4.75
2022-11-25,4.16,4.41,4.67,4.76
2022-11-28,4.11,4.41,4.72,4.76
2022-11-29,4.08,4.38,4.72,4.78
2022-11-30,4.07,4.37,4.7,4.74
2022-12-01,4.04,4.33,4.65,4.66
2022-12-02,3.91,4.34,4.65,4.69
2022-12-05,3.93,4.36,4.73,4.77
2022-12-06,3.87,4.37,4.74,4.73
2022-12-07,3.79,4.29,4.72,4.67
2022-12-08,3.75,4.28,4.71,4.71
2022-12-09,3.81,4.31,4.72,4.72
2022-12-12,3.86,4.38,4.78,4.75
2022-12-13,3.89,4.35,4.7,4.64
2022-12-14,3.91,4.33,4.68,4.64
2022-12-15,3.95,4.34,4.7,4.65
2022-12-16,3.94,4.31,4.68,4.61
2022-12-19,3.95,4.37,4.71,4.64
2022-12-20,3.89,4.35,4.7,4.64
2022-12-21,3.9,4.33,4.67,4.6
2022-12-22,3.8,4.35,4.66,4.64
2022-12-23,3.8,4.34,4.67,4.66
2022-12-27,3.87,4.46,4.76,4.75
2022-12-28,3.86,4.46,4.75,4.71
2022-12-29,4.04,4.45,4.73,4.71
2022-12-30,4.12,4.42,4.76,4.73
2023-01-03,4.17,4.53,4.77,4.72
2023-01-04,4.2,4.55,4.77,4.71
2023-01-05,4.3,4.66,4.81,4.78
2023-01-06,4.32,4.67,4.79,4.71
2023-01-09,4.37,4.7,4.83,4.69
2023-01-10,4.41,4.73,4.85,4.74
2023-01-11,4.42,4.72,4.84,4.73
2023-01-12,4.57,4.66,4.76,4.66
2023-01-13,4.58,4.67,4.77,4.69
2023-01-17,4.6,4.71,4.82,4.67
2023-01-18,4.59,4.69,4.79,4.63
2023-01-19,4.69,4.71,4.79,4.65
2023-01-20,4.69,4.72,4.8,4.68
2023-01-23,4.69,4.73,4.82,4.7
2023-01-24,4.7,4.72,4.84,4.7
2023-01-25,4.67,4.72,4.79,4.67
2023-01-26,4.61,4.71,4.79,4.68
2023-01-27,4.61,4.73,4.81,4.68
2023-01-30,4.6,4.72,4.82,4.71
2023-01-31,4.58,4.7,4.8,4.68
2023-02-01,4.59,4.66,4.79,4.66
2023-02-02,4.62,4.66,4.76,4.64
2023-02-03,4.61,4.7,4.82,4.79
2023-02-06,4.61,4.71,4.89,4.85
2023-02-07,4.62,4.71,4.89,4.88
2023-02-08,4.64,4.72,4.88,4.87
