date,DGS10,DGS2,DFF,T10Y2Y,DEXUSEU
1975-05-01,8.31,,5.55,,
1975-05-02,8.11,,5.49,,
1975-05-03,8.11,,5.49,,
1975-05-04,8.11,,5.49,,
1975-05-05,8.08,,5.41,,
1975-05-06,8.11,,5.35,,
1975-05-07,8.07,,5.16,,
1975-05-08,8.09,,5.37,,
1975-05-09,8.08,,5.24,,
1975-05-10,8.08,,5.24,,
1975-05-11,8.08,,5.24,,
1975-05-12,8.07,,5.25,,
1975-05-13,8.06,,5.12,,
1975-05-14,8.02,,4.95,,
1975-05-15,8.02,,5.09,,
1975-05-16,8.01,,5.1,,
1975-05-17,8.01,,5.1,,
1975-05-18,8.01,,5.1,,
1975-05-19,8.0,,5.13,,
1975-05-20,7.98,,5.03,,
1975-05-21,7.98,,5.36,,
1975-05-22,8.02,,5.05,,
1975-05-23,8.02,,5.07,,
1975-05-24,8.02,,5.07,,
1975-05-25,8.02,,5.07,,
1975-05-26,8.02,,5.07,,
1975-05-27,7.98,,5.11,,
1975-05-28,8.02,,5.54,,
1975-05-29,8.18,,5.16,,
1975-05-30,8.04,,5.23,,
1975-05-31,8.04,,5.23,,
1975-06-01,8.04,,5.23,,
1975-06-02,8.02,,5.37,,
1975-06-03,8.0,,5.35,,
1975-06-04,7.99,,5.12,,
1975-06-05,7.97,,5.17,,
1975-06-06,7.88,,5.2,,
1975-06-07,7.88,,5.2,,
1975-06-08,7.88,,5.2,,
1975-06-09,7.78,,5.18,,
1975-06-10,7.77,,5.06,,
1975-06-11,7.65,,5.06,,
1975-06-12,7.67,,5.18,,
1975-06-13,7.69,,5.2,,
1975-06-14,7.69,,5.2,,
1975-06-15,7.69,,5.2,,
1975-06-16,7.66,,5.34,,
1975-06-17,7.72,,5.43,,
1975-06-18,7.83,,5.59,,
1975-06-19,7.8,,5.43,,
1975-06-20,7.94,,5.55,,
1975-06-21,7.94,,5.55,,
1975-06-22,7.94,,5.55,,
1975-06-23,7.9,,5.89,,
1975-06-24,7.9,,5.95,,
1975-06-25,8.02,,6.13,,
1975-06-26,7.98,,6.31,,
1975-06-27,7.95,,6.61,,
1975-06-28,7.95,,6.61,,
1975-06-29,7.95,,6.61,,
1975-06-30,7.96,,5.97,,
1975-07-01,7.97,,6.12,,
1975-07-02,8.05,,5.97,,
1975-07-03,8.05,,6.24,,
1975-07-04,8.05,,6.24,,
1975-07-05,8.05,,6.24,,
1975-07-06,8.05,,6.24,,
1975-07-07,8.06,,6.28,,
1975-07-08,8.01,,5.76,,
1975-07-09,8.02,,5.4,,
1975-07-10,8.02,,5.89,,
1975-07-11,7.99,,5.84,,
1975-07-12,7.99,,5.84,,
1975-07-13,7.99,,5.84,,
1975-07-14,7.99,,5.92,,
1975-07-15,7.98,,5.92,,
1975-07-16,8.03,,6.27,,
1975-07-17,8.04,,6.07,,
1975-07-18,8.06,,6.07,,
1975-07-19,8.06,,6.07,,
1975-07-20,8.06,,6.07,,
1975-07-21,8.07,,6.08,,
1975-07-22,8.1,,6.1,,
1975-07-23,8.09,,6.5,,
1975-07-24,8.09,,6.31,,
1975-07-25,8.12,,6.31,,
1975-07-26,8.12,,6.31,,
1975-07-27,8.12,,6.31,,
1975-07-28,8.12,,6.26,,
1975-07-29,8.13,,6.16,,
1975-07-30,8.16,,6.11,,
1975-07-31,8.2,,6.23,,
1975-08-01,8.26,,6.24,,
1975-08-02,8.26,,6.24,,
1975-08-03,8.26,,6.24,,
1975-08-04,8.37,,6.26,,
1975-08-05,8.37,,6.15,,
1975-08-06,8.4,,5.3,,
1975-08-07,8.48,,6.14,,
1975-08-08,8.4,,6.04,,
1975-08-09,8.4,,6.04,,
1975-08-10,8.4,,6.04,,
1975-08-11,8.38,,6.13,,
1975-08-12,8.4,,6.11,,
1975-08-13,8.39,,6.09,,
1975-08-14,8.45,,6.06,,
1975-08-15,8.48,,6.05,,
1975-08-16,8.48,,6.05,,
1975-08-17,8.48,,6.05,,
1975-08-18,8.46,,6.15,,
1975-08-19,8.42,,6.24,,
1975-08-20,8.42,,6.42,,
1975-08-21,8.48,,6.34,,
1975-08-22,8.46,,6.32,,
1975-08-23,8.46,,6.32,,
1975-08-24,8.46,,6.32,,
1975-08-25,8.46,,6.31,,
1975-08-26,8.4,,6.18,,
1975-08-27,8.37,,5.81,,
1975-08-28,8.28,,6.17,,
1975-08-29,8.22,,6.13,,
1975-08-30,8.22,,6.13,,
1975-08-31,8.22,,6.13,,
1975-09-01,8.22,,6.13,,
1975-09-02,8.26,,6.29,,
1975-09-03,8.29,,5.47,,
1975-09-04,8.29,,6.19,,
1975-09-05,8.35,,6.2,,
1975-09-06,8.35,,6.2,,
1975-09-07,8.35,,6.2,,
1975-09-08,8.36,,6.19,,
1975-09-09,8.4,,6.09,,
1975-09-10,8.46,,5.98,,
1975-09-11,8.55,,6.22,,
1975-09-12,8.57,,6.33,,
1975-09-13,8.57,,6.33,,
1975-09-14,8.57,,6.33,,
1975-09-15,8.58,,6.41,,
1975-09-16,8.59,,6.28,,
1975-09-17,8.53,,6.03,,
1975-09-18,8.5,,6.31,,
1975-09-19,8.42,,6.21,,
1975-09-20,8.42,,6.21,,
1975-09-21,8.42,,6.21,,
1975-09-22,8.38,,6.28,,
1975-09-23,8.35,,6.26,,
1975-09-24,8.31,,6.54,,
1975-09-25,8.38,,6.38,,
1975-09-26,8.45,,6.42,,
1975-09-27,8.45,,6.42,,
1975-09-28,8.45,,6.42,,
1975-09-29,8.46,,6.42,,
1975-09-30,8.48,,6.22,,
1975-10-01,8.47,,6.24,,
1975-10-02,8.44,,6.3,,
1975-10-03,8.33,,6.18,,
1975-10-04,8.33,,6.18,,
1975-10-05,8.33,,6.18,,
1975-10-06,8.3,,6.03,,
1975-10-07,8.33,,5.8,,
1975-10-08,8.3,,5.73,,
1975-10-09,8.23,,5.87,,
1975-10-10,8.15,,5.79,,
1975-10-11,8.15,,5.79,,
1975-10-12,8.15,,5.79,,
1975-10-13,8.15,,5.79,,
1975-10-14,8.19,,5.76,,
1975-10-15,8.19,,5.95,,
1975-10-16,8.07,,5.78,,
1975-10-17,8.07,,5.68,,
1975-10-18,8.07,,5.68,,
1975-10-19,8.07,,5.68,,
1975-10-20,8.07,,5.77,,
1975-10-21,8.05,,5.72,,
1975-10-22,8.05,,5.77,,
1975-10-23,7.99,,5.66,,
1975-10-24,8.0,,5.64,,
1975-10-25,8.0,,5.64,,
1975-10-26,8.0,,5.64,,
1975-10-27,8.0,,5.67,,
1975-10-28,7.99,,5.63,,
1975-10-29,7.98,,5.67,,
1975-10-30,7.92,,5.64,,
1975-10-31,7.91,,5.65,,
1975-11-01,7.91,,5.65,,
1975-11-02,7.91,,5.65,,
1975-11-03,7.97,,5.65,,
1975-11-04,7.97,,4.94,,
1975-11-05,7.91,,2.99,,
1975-11-06,7.94,,5.31,,
1975-11-07,7.91,,5.22,,
1975-11-08,7.91,,5.22,,
1975-11-09,7.91,,5.22,,
1975-11-10,7.9,,5.18,,
1975-11-11,7.9,,5.18,,
1975-11-12,7.95,,5.35,,
1975-11-13,7.97,,5.23,,
1975-11-14,8.06,,5.18,,
1975-11-15,8.06,,5.18,,
1975-11-16,8.06,,5.18,,
1975-11-17,8.08,,5.31,,
1975-11-18,8.13,,5.35,,
1975-11-19,8.14,,5.28,,
1975-11-20,8.12,,5.3,,
1975-11-21,8.21,,5.26,,
1975-11-22,8.21,,5.26,,
1975-11-23,8.21,,5.26,,
1975-11-24,8.16,,5.31,,
1975-11-25,8.16,,5.26,,
1975-11-26,8.15,,5.34,,
1975-11-27,8.15,,5.34,,
1975-11-28,8.14,,5.29,,
1975-11-29,8.14,,5.29,,
1975-11-30,8.14,,5.29,,
1975-12-01,8.12,,5.31,,
1975-12-02,8.1,,5.29,,
1975-12-03,8.1,,4.96,,
1975-12-04,8.15,,5.24,,
1975-12-05,8.13,,5.31,,
1975-12-06,8.13,,5.31,,
1975-12-07,8.13,,5.31,,
1975-12-08,8.19,,5.32,,
1975-12-09,8.23,,5.23,,
1975-12-10,8.23,,5.09,,
1975-12-11,8.16,,5.25,,
1975-12-12,8.12,,5.19,,
1975-12-13,8.12,,5.19,,
1975-12-14,8.12,,5.19,,
1975-12-15,8.06,,5.23,,
1975-12-16,8.0,,5.18,,
1975-12-17,7.95,,4.93,,
1975-12-18,7.96,,5.22,,
1975-12-19,7.88,,5.21,,
1975-12-20,7.88,,5.21,,
1975-12-21,7.88,,5.21,,
1975-12-22,7.87,,5.24,,
1975-12-23,7.87,,5.18,,
1975-12-24,7.82,,5.02,,
1975-12-25,7.82,,5.02,,
1975-12-26,7.75,,5.15,,
1975-12-27,7.75,,5.15,,
1975-12-28,7.75,,5.15,,
1975-12-29,7.75,,5.1,,
1975-12-30,7.73,,5.3,,
1975-12-31,7.76,,5.37,,
1976-01-01,7.76,,5.37,,
1976-01-02,7.77,,5.28,,
1976-01-03,7.77,,5.28,,
1976-01-04,7.77,,5.28,,
1976-01-05,7.74,,5.29,,
1976-01-06,7.64,,5.05,,
1976-01-07,7.69,,4.26,,
1976-01-08,7.74,,4.84,,
1976-01-09,7.64,,4.73,,
1976-01-10,7.64,,4.73,,
1976-01-11,7.64,,4.73,,
1976-01-12,7.63,,4.74,,
1976-01-13,7.64,,4.78,,
1976-01-14,7.71,,4.78,,
1976-01-15,7.73,,4.81,,
1976-01-16,7.79,,4.82,,
1976-01-17,7.79,,4.82,,
1976-01-18,7.79,,4.82,,
1976-01-19,7.76,,4.79,,
1976-01-20,7.71,,4.76,,
1976-01-21,7.78,,4.83,,
1976-01-22,7.8,,4.77,,
1976-01-23,7.78,,4.72,,
1976-01-24,7.78,,4.72,,
1976-01-25,7.78,,4.72,,
1976-01-26,7.79,,4.77,,
1976-01-27,7.8,,4.79,,
1976-01-28,7.83,,5.12,,
1976-01-29,7.82,,4.82,,
1976-01-30,7.8,,4.84,,
1976-01-31,7.8,,4.84,,
1976-02-01,7.8,,4.84,,
1976-02-02,7.8,,4.87,,
1976-02-03,7.82,,4.81,,
1976-02-04,7.85,,4.71,,
1976-02-05,7.83,,4.77,,
1976-02-06,7.88,,4.76,,
1976-02-07,7.88,,4.76,,
1976-02-08,7.88,,4.76,,
1976-02-09,7.86,,4.7,,
1976-02-10,7.88,,4.63,,
1976-02-11,7.85,,4.75,,
1976-02-12,7.85,,4.74,,
1976-02-13,7.82,,4.8,,
1976-02-14,7.82,,4.8,,
1976-02-15,7.82,,4.8,,
1976-02-16,7.82,,4.8,,
1976-02-17,7.78,,4.84,,
1976-02-18,7.79,,4.12,,
1976-02-19,7.8,,4.79,,
1976-02-20,7.77,,4.73,,
1976-02-21,7.77,,4.73,,
1976-02-22,7.77,,4.73,,
1976-02-23,7.72,,4.8,,
1976-02-24,7.69,,4.84,,
1976-02-25,7.68,,4.97,,
1976-02-26,7.68,,4.83,,
1976-02-27,7.77,,4.89,,
1976-02-28,7.77,,4.89,,
1976-02-29,7.77,,4.89,,
1976-03-01,7.86,,5.21,,
1976-03-02,7.82,,5.01,,
1976-03-03,7.82,,4.95,,
1976-03-04,7.85,,4.95,,
1976-03-05,7.8,,4.97,,
1976-03-06,7.8,,4.97,,
1976-03-07,7.8,,4.97,,
1976-03-08,7.76,,4.86,,
1976-03-09,7.78,,4.78,,
1976-03-10,7.76,,4.49,,
1976-03-11,7.77,,4.82,,
1976-03-12,7.71,,4.81,,
1976-03-13,7.71,,4.81,,
1976-03-14,7.71,,4.81,,
1976-03-15,7.74,,4.81,,
1976-03-16,7.76,,4.77,,
1976-03-17,7.76,,4.56,,
1976-03-18,7.73,,4.83,,
1976-03-19,7.74,,4.8,,
1976-03-20,7.74,,4.8,,
1976-03-21,7.74,,4.8,,
1976-03-22,7.68,,4.76,,
1976-03-23,7.67,,4.72,,
1976-03-24,7.65,,4.85,,
1976-03-25,7.64,,4.81,,
1976-03-26,7.64,,4.76,,
1976-03-27,7.64,,4.76,,
1976-03-28,7.64,,4.76,,
1976-03-29,7.64,,4.81,,
1976-03-30,7.65,,4.88,,
1976-03-31,7.66,,5.07,,
1976-04-01,7.68,,4.83,,
1976-04-02,7.67,,4.79,,
1976-04-03,7.67,,4.79,,
1976-04-04,7.67,,4.79,,
1976-04-05,7.62,,4.74,,
1976-04-06,7.59,,4.72,,
1976-04-07,7.56,,4.43,,
1976-04-08,7.55,,4.75,,
1976-04-09,7.52,,4.7,,
1976-04-10,7.52,,4.7,,
1976-04-11,7.52,,4.7,,
1976-04-12,7.52,,4.76,,
1976-04-13,7.5,,4.75,,
1976-04-14,7.47,,5.0,,
1976-04-15,7.47,,4.77,,
1976-04-16,7.47,,4.68,,
1976-04-17,7.47,,4.68,,
1976-04-18,7.47,,4.68,,
1976-04-19,7.51,,4.74,,
1976-04-20,7.5,,4.78,,
1976-04-21,7.47,,5.1,,
1976-04-22,7.52,,4.83,,
1976-04-23,7.59,,4.86,,
1976-04-24,7.59,,4.86,,
1976-04-25,7.59,,4.86,,
1976-04-26,7.61,,4.9,,
1976-04-27,7.62,,4.94,,
1976-04-28,7.6,,5.25,,
1976-04-29,7.61,,5.0,,
1976-04-30,7.67,,5.1,,
1976-05-01,7.67,,5.1,,
1976-05-02,7.67,,5.1,,
1976-05-03,7.69,,5.06,,
1976-05-04,7.66,,4.98,,
1976-05-05,7.68,,4.86,,
1976-05-06,7.78,,4.94,,
1976-05-07,7.87,,4.97,,
1976-05-08,7.87,,4.97,,
1976-05-09,7.87,,4.97,,
1976-05-10,7.92,,5.06,,
1976-05-11,7.92,,5.05,,
1976-05-12,7.94,,5.17,,
1976-05-13,7.92,,5.13,,
1976-05-14,7.93,,5.21,,
1976-05-15,7.93,,5.21,,
1976-05-16,7.93,,5.21,,
1976-05-17,7.94,,5.36,,
1976-05-18,7.94,,5.39,,
1976-05-19,7.94,,5.48,,
1976-05-20,7.95,,5.47,,
1976-05-21,8.0,,5.51,,
1976-05-22,8.0,,5.51,,
1976-05-23,8.0,,5.51,,
1976-05-24,7.98,,5.48,,
1976-05-25,7.94,,5.42,,
1976-05-26,7.95,,5.6,,
1976-05-27,7.99,,5.61,,
1976-05-28,7.96,,5.67,,
1976-05-29,7.96,,5.67,,
1976-05-30,7.96,,5.67,,
1976-05-31,7.96,,5.67,,
1976-06-01,7.94,7.26,5.58,0.68,
1976-06-02,7.94,7.23,4.9,0.71,
1976-06-03,7.92,7.22,5.5,0.7,
1976-06-04,7.89,7.12,5.44,0.77,
1976-06-05,7.89,7.12,5.44,0.77,
1976-06-06,7.89,7.12,5.44,0.77,
1976-06-07,7.88,7.09,5.45,0.79,
1976-06-08,7.9,7.11,5.48,0.79,
1976-06-09,7.9,7.08,5.34,0.82,
1976-06-10,7.86,7.0,5.47,0.86,
1976-06-11,7.86,7.03,5.44,0.83,
1976-06-12,7.86,7.03,5.44,0.83,
1976-06-13,7.86,7.03,5.44,0.83,
1976-06-14,7.84,7.01,5.53,0.83,
1976-06-15,7.85,7.02,5.58,0.83,
1976-06-16,7.87,7.06,5.39,0.81,
1976-06-17,7.85,7.06,5.56,0.79,
1976-06-18,7.81,6.99,5.49,0.82,
1976-06-19,7.81,6.99,5.49,0.82,
1976-06-20,7.81,6.99,5.49,0.82,
1976-06-21,7.8,6.95,5.49,0.85,
1976-06-22,7.81,7.01,5.43,0.8,
1976-06-23,7.81,7.01,5.44,0.8,
1976-06-24,7.81,6.99,5.47,0.82,
1976-06-25,7.83,7.02,5.5,0.81,
1976-06-26,7.83,7.02,5.5,0.81,
1976-06-27,7.83,7.02,5.5,0.81,
1976-06-28,7.86,7.02,5.69,0.84,
1976-06-29,7.86,7.02,5.67,0.84,
1976-06-30,7.86,7.02,5.71,0.84,
1976-07-01,7.88,7.02,5.58,0.86,
1976-07-02,7.84,6.99,5.45,0.85,
1976-07-03,7.84,6.99,5.45,0.85,
1976-07-04,7.84,6.99,5.45,0.85,
1976-07-05,7.84,6.99,5.45,0.85,
1976-07-06,7.82,6.96,5.39,0.86,
1976-07-07,7.84,6.99,4.82,0.85,
1976-07-08,7.82,6.92,5.39,0.9,
1976-07-09,7.78,6.77,5.26,1.01,
1976-07-10,7.78,6.77,5.26,1.01,
1976-07-11,7.78,6.77,5.26,1.01,
1976-07-12,7.76,6.72,5.26,1.04,
1976-07-13,7.77,6.74,5.21,1.03,
1976-07-14,7.79,6.76,5.26,1.03,
1976-07-15,7.77,6.72,5.25,1.05,
1976-07-16,7.83,6.85,5.28,0.98,
1976-07-17,7.83,6.85,5.28,0.98,
1976-07-18,7.83,6.85,5.28,0.98,
1976-07-19,7.86,6.89,5.39,0.97,
1976-07-20,7.87,6.91,5.31,0.96,
1976-07-21,7.86,6.9,5.33,0.96,
1976-07-22,7.86,6.91,5.27,0.95,
1976-07-23,7.84,6.9,5.24,0.94,
1976-07-24,7.84,6.9,5.24,0.94,
1976-07-25,7.84,6.9,5.24,0.94,
1976-07-26,7.87,6.86,5.28,1.01,
1976-07-27,7.85,6.76,5.28,1.09,
1976-07-28,7.85,6.79,5.41,1.06,
1976-07-29,7.85,6.75,5.29,1.1,
1976-07-30,7.86,6.74,5.32,1.12,
1976-07-31,7.86,6.74,5.32,1.12,
1976-08-01,7.86,6.74,5.32,1.12,
1976-08-02,7.85,6.75,5.37,1.1,
1976-08-03,7.82,6.72,5.37,1.1,
1976-08-04,7.81,6.73,5.52,1.08,
1976-08-05,7.82,6.74,5.33,1.08,
1976-08-06,7.84,6.71,5.24,1.13,
1976-08-07,7.84,6.71,5.24,1.13,
1976-08-08,7.84,6.71,5.24,1.13,
1976-08-09,7.84,6.68,5.27,1.16,
1976-08-10,7.84,6.68,5.21,1.16,
1976-08-11,7.82,6.66,5.21,1.16,
1976-08-12,7.81,6.64,5.25,1.17,
1976-08-13,7.78,6.6,5.24,1.18,
1976-08-14,7.78,6.6,5.24,1.18,
1976-08-15,7.78,6.6,5.24,1.18,
1976-08-16,7.74,6.57,5.38,1.17,
1976-08-17,7.75,6.57,5.31,1.18,
1976-08-18,7.76,6.59,5.39,1.17,
1976-08-19,7.76,6.61,5.32,1.15,
1976-08-20,7.76,6.68,5.31,1.08,
1976-08-21,7.76,6.68,5.31,1.08,
1976-08-22,7.76,6.68,5.31,1.08,
1976-08-23,7.73,6.62,5.28,1.11,
1976-08-24,7.72,6.6,5.2,1.12,
1976-08-25,7.69,6.53,5.2,1.16,
1976-08-26,7.68,6.54,5.27,1.14,
1976-08-27,7.72,6.6,5.28,1.12,
1976-08-28,7.72,6.6,5.28,1.12,
1976-08-29,7.72,6.6,5.28,1.12,
1976-08-30,7.71,6.57,5.3,1.14,
1976-08-31,7.66,6.5,5.31,1.16,
1976-09-01,7.64,6.5,5.25,1.14,
1976-09-02,7.67,6.54,5.31,1.13,
1976-09-03,7.65,6.52,5.3,1.13,
1976-09-04,7.65,6.52,5.3,1.13,
1976-09-05,7.65,6.52,5.3,1.13,
1976-09-06,7.65,6.52,5.3,1.13,
1976-09-07,7.64,6.46,5.34,1.18,
1976-09-08,7.64,6.44,4.88,1.2,
1976-09-09,7.66,6.49,5.25,1.17,
1976-09-10,7.64,6.46,5.22,1.18,
1976-09-11,7.64,6.46,5.22,1.18,
1976-09-12,7.64,6.46,5.22,1.18,
1976-09-13,7.64,6.47,5.27,1.17,
1976-09-14,7.64,6.49,5.2,1.15,
1976-09-15,7.62,6.45,5.15,1.17,
1976-09-16,7.6,6.41,5.24,1.19,
1976-09-17,7.49,6.26,5.17,1.23,
1976-09-18,7.49,6.26,5.17,1.23,
1976-09-19,7.49,6.26,5.17,1.23,
1976-09-20,7.52,6.34,5.26,1.18,
1976-09-21,7.51,6.3,5.22,1.21,
1976-09-22,7.53,6.36,5.25,1.17,
1976-09-23,7.54,6.35,5.25,1.19,
1976-09-24,7.58,6.44,5.27,1.14,
1976-09-25,7.58,6.44,5.27,1.14,
1976-09-26,7.58,6.44,5.27,1.14,
1976-09-27,7.6,6.41,5.37,1.19,
1976-09-28,7.56,6.36,5.39,1.2,
1976-09-29,7.56,6.36,5.44,1.2,
1976-09-30,7.55,6.33,5.31,1.22,
1976-10-01,7.49,6.24,5.32,1.25,
1976-10-02,7.49,6.24,5.32,1.25,
1976-10-03,7.49,6.24,5.32,1.25,
1976-10-04,7.46,6.19,5.27,1.27,
1976-10-05,7.47,6.19,5.15,1.28,
1976-10-06,7.44,6.11,4.5,1.33,
1976-10-07,7.43,6.09,5.12,1.34,
1976-10-08,7.38,5.87,5.0,1.51,
1976-10-09,7.38,5.87,5.0,1.51,
1976-10-10,7.38,5.87,5.0,1.51,
1976-10-11,7.38,5.87,5.0,1.51,
1976-10-12,7.35,5.8,5.09,1.55,
1976-10-13,7.35,5.82,4.94,1.53,
1976-10-14,7.34,5.81,4.99,1.53,
1976-10-15,7.31,5.75,4.93,1.56,
1976-10-16,7.31,5.75,4.93,1.56,
1976-10-17,7.31,5.75,4.93,1.56,
1976-10-18,7.31,5.77,5.03,1.54,
1976-10-19,7.35,5.85,4.97,1.5,
1976-10-20,7.38,5.95,4.98,1.43,
1976-10-21,7.39,5.98,4.98,1.41,
1976-10-22,7.48,6.07,5.0,1.41,
1976-10-23,7.48,6.07,5.0,1.41,
1976-10-24,7.48,6.07,5.0,1.41,
1976-10-25,7.53,6.11,5.01,1.42,
1976-10-26,7.48,6.05,5.0,1.43,
1976-10-27,7.45,6.01,4.95,1.44,
1976-10-28,7.41,5.99,4.98,1.42,
1976-10-29,7.42,6.03,5.02,1.39,
1976-10-30,7.42,6.03,5.02,1.39,
1976-10-31,7.42,6.03,5.02,1.39,
1976-11-01,7.38,6.03,5.04,1.35,
1976-11-02,7.38,6.03,5.04,1.35,
1976-11-03,7.44,6.07,5.31,1.37,
1976-11-04,7.38,5.95,5.03,1.43,
1976-11-05,7.41,6.01,4.96,1.4,
1976-11-06,7.41,6.01,4.96,1.4,
1976-11-07,7.41,6.01,4.96,1.4,
1976-11-08,7.46,6.04,4.92,1.42,
1976-11-09,7.46,6.07,4.93,1.39,
1976-11-10,7.45,6.03,5.07,1.42,
1976-11-11,7.45,6.03,5.07,1.42,
1976-11-12,7.43,6.01,5.05,1.42,
1976-11-13,7.43,6.01,5.05,1.42,
1976-11-14,7.43,6.01,5.05,1.42,
1976-11-15,7.41,6.0,5.09,1.41,
1976-11-16,7.33,5.86,4.99,1.47,
1976-11-17,7.32,5.82,4.87,1.5,
1976-11-18,7.33,5.83,4.95,1.5,
1976-11-19,7.24,5.67,4.9,1.57,
1976-11-20,7.24,5.67,4.9,1.57,
1976-11-21,7.24,5.67,4.9,1.57,
1976-11-22,7.17,5.56,4.84,1.61,
1976-11-23,7.16,5.59,4.85,1.57,
1976-11-24,7.14,5.56,4.97,1.58,
1976-11-25,7.14,5.56,4.97,1.58,
1976-11-26,6.99,5.41,4.8,1.58,
1976-11-27,6.99,5.41,4.8,1.58,
1976-11-28,6.99,5.41,4.8,1.58,
1976-11-29,7.02,5.46,4.71,1.56,
1976-11-30,7.01,5.42,4.69,1.59,
1976-12-01,6.97,5.4,4.67,1.57,
1976-12-02,6.92,5.34,4.68,1.58,
1976-12-03,6.86,5.31,4.63,1.55,
1976-12-04,6.86,5.31,4.63,1.55,
1976-12-05,6.86,5.31,4.63,1.55,
1976-12-06,6.87,5.37,4.69,1.5,
1976-12-07,6.88,5.41,4.66,1.47,
1976-12-08,6.91,5.43,4.74,1.48,
1976-12-09,6.92,5.44,4.69,1.48,
1976-12-10,6.82,5.31,4.64,1.51,
1976-12-11,6.82,5.31,4.64,1.51,
1976-12-12,6.82,5.31,4.64,1.51,
1976-12-13,6.9,5.43,4.73,1.47,
1976-12-14,6.89,5.39,4.69,1.5,
1976-12-15,6.88,5.38,4.73,1.5,
1976-12-16,6.88,5.4,4.65,1.48,
1976-12-17,6.88,5.4,4.56,1.48,
1976-12-18,6.88,5.4,4.56,1.48,
1976-12-19,6.88,5.4,4.56,1.48,
1976-12-20,6.84,5.34,4.65,1.5,
1976-12-21,6.85,5.37,4.68,1.48,
1976-12-22,6.86,5.34,4.75,1.52,
1976-12-23,6.84,5.36,4.6,1.48,
1976-12-24,6.84,5.36,4.54,1.48,
1976-12-25,6.84,5.36,4.54,1.48,
1976-12-26,6.84,5.36,4.54,1.48,
1976-12-27,6.84,5.37,4.66,1.47,
1976-12-28,6.86,5.39,4.73,1.47,
1976-12-29,6.84,5.39,5.01,1.45,
1976-12-30,6.8,5.38,4.9,1.42,
1976-12-31,6.81,5.34,4.17,1.47,
1977-01-01,6.81,5.34,4.17,1.47,
1977-01-02,6.81,5.34,4.17,1.47,
1977-01-03,6.84,5.42,4.89,1.42,
1977-01-04,6.9,5.5,4.71,1.4,
1977-01-05,6.88,5.48,4.3,1.4,
1977-01-06,6.93,5.57,4.59,1.36,
1977-01-07,7.07,5.68,4.62,1.39,
1977-01-08,7.07,5.68,4.62,1.39,
1977-01-09,7.07,5.68,4.62,1.39,
1977-01-10,7.2,5.79,4.66,1.41,
1977-01-11,7.28,5.87,4.7,1.41,
1977-01-12,7.26,5.84,4.07,1.42,
1977-01-13,7.18,5.79,4.6,1.39,
1977-01-14,7.28,5.96,4.6,1.32,
1977-01-15,7.28,5.96,4.6,1.32,
1977-01-16,7.28,5.96,4.6,1.32,
1977-01-17,7.28,5.98,4.8,1.3,
1977-01-18,7.34,6.04,4.71,1.3,
1977-01-19,7.28,6.02,4.64,1.26,
1977-01-20,7.26,6.01,4.64,1.25,
1977-01-21,7.28,6.02,4.68,1.26,
1977-01-22,7.28,6.02,4.68,1.26,
1977-01-23,7.28,6.02,4.68,1.26,
1977-01-24,7.34,6.09,4.79,1.25,
1977-01-25,7.32,6.08,4.7,1.24,
1977-01-26,7.33,6.09,4.89,1.24,
1977-01-27,7.43,6.26,4.7,1.17,
1977-01-28,7.4,6.22,4.62,1.18,
1977-01-29,7.4,6.22,4.62,1.18,
1977-01-30,7.4,6.22,4.62,1.18,
1977-01-31,7.4,6.18,4.65,1.22,
1977-02-01,7.41,6.2,4.58,1.21,
1977-02-02,7.47,6.28,4.41,1.19,
1977-02-03,7.46,6.2,4.58,1.26,
1977-02-04,7.28,6.03,4.6,1.25,
1977-02-05,7.28,6.03,4.6,1.25,
1977-02-06,7.28,6.03,4.6,1.25,
1977-02-07,7.34,6.04,4.74,1.3,
1977-02-08,7.35,6.06,4.67,1.29,
1977-02-09,7.34,6.01,4.84,1.33,
1977-02-10,7.34,6.04,4.67,1.3,
1977-02-11,7.36,6.02,4.68,1.34,
1977-02-12,7.36,6.02,4.68,1.34,
1977-02-13,7.36,6.02,4.68,1.34,
1977-02-14,7.38,6.06,4.73,1.32,
1977-02-15,7.36,6.04,4.68,1.32,
1977-02-16,7.34,6.02,4.79,1.32,
1977-02-17,7.26,5.99,4.69,1.27,
1977-02-18,7.41,6.06,4.72,1.35,
1977-02-19,7.41,6.06,4.72,1.35,
1977-02-20,7.41,6.06,4.72,1.35,
1977-02-21,7.41,6.06,4.72,1.35,
1977-02-22,7.42,6.09,4.76,1.33,
1977-02-23,7.48,6.12,4.84,1.36,
1977-02-24,7.5,6.2,4.72,1.3,
1977-02-25,7.48,6.14,4.66,1.34,
1977-02-26,7.48,6.14,4.66,1.34,
1977-02-27,7.48,6.14,4.66,1.34,
1977-02-28,7.45,6.08,4.73,1.37,
1977-03-01,7.49,6.16,4.7,1.33,
1977-03-02,7.45,6.12,4.65,1.33,
1977-03-03,7.43,6.08,4.68,1.35,
1977-03-04,7.48,6.1,4.66,1.38,
1977-03-05,7.48,6.1,4.66,1.38,
1977-03-06,7.48,6.1,4.66,1.38,
1977-03-07,7.5,6.12,4.7,1.38,
1977-03-08,7.52,6.14,4.63,1.38,
1977-03-09,7.5,6.12,4.41,1.38,
1977-03-10,7.49,6.11,4.65,1.38,
1977-03-11,7.44,6.09,4.62,1.35,
