date,DGS1MO,DGS3MO,DGS2,DGS10,DGS30,DFF,T10Y2Y
2010-04-14,0.15,0.16,1.07,3.88,4.72,0.2,2.81
2010-04-15,0.16,0.16,1.04,3.86,4.72,0.22,2.82
2010-04-16,0.15,0.16,0.98,3.79,4.67,0.21,2.81
2010-04-17,0.15,0.16,0.98,3.79,4.67,0.21,2.81
2010-04-18,0.15,0.16,0.98,3.79,4.67,0.21,2.81
2010-04-19,0.15,0.16,1.01,3.83,4.7,0.2,2.82
2010-04-20,0.14,0.16,1.05,3.82,4.67,0.2,2.77
2010-04-21,0.14,0.15,1.03,3.77,4.61,0.2,2.74
2010-04-22,0.15,0.16,1.07,3.8,4.65,0.2,2.73
2010-04-23,0.14,0.16,1.1,3.84,4.67,0.2,2.74
2010-04-24,0.14,0.16,1.1,3.84,4.67,0.2,2.74
2010-04-25,0.14,0.16,1.1,3.84,4.67,0.2,2.74
2010-04-26,0.14,0.16,1.09,3.83,4.67,0.2,2.74
2010-04-27,0.14,0.16,1.03,3.71,4.56,0.2,2.68
2010-04-28,0.14,0.16,1.03,3.8,4.63,0.2,2.77
2010-04-29,0.15,0.17,1.01,3.76,4.6,0.19,2.75
2010-04-30,0.14,0.16,0.97,3.69,4.53,0.2,2.72
2010-05-01,0.14,0.16,0.97,3.69,4.53,0.2,2.72
2010-05-02,0.14,0.16,0.97,3.69,4.53,0.2,2.72
2010-05-03,0.14,0.17,1.0,3.72,4.53,0.2,2.72
2010-05-04,0.15,0.16,0.96,3.63,4.43,0.21,2.67
2010-05-05,0.14,0.15,0.88,3.58,4.39,0.21,2.7
2010-05-06,0.06,0.11,0.75,3.41,4.19,0.2,2.66
2010-05-07,0.08,0.13,0.83,3.45,4.28,0.2,2.62
2010-05-08,0.08,0.13,0.83,3.45,4.28,0.2,2.62
2010-05-09,0.08,0.13,0.83,3.45,4.28,0.2,2.62
2010-05-10,0.13,0.16,0.87,3.57,4.41,0.2,2.7
2010-05-11,0.15,0.16,0.85,3.56,4.42,0.2,2.71
2010-05-12,0.16,0.16,0.89,3.56,4.47,0.2,2.67
2010-05-13,0.15,0.16,0.87,3.55,4.47,0.2,2.68
2010-05-14,0.15,0.16,0.79,3.44,4.32,0.2,2.65
2010-05-15,0.15,0.16,0.79,3.44,4.32,0.2,2.65
2010-05-16,0.15,0.16,0.79,3.44,4.32,0.2,2.65
2010-05-17,0.16,0.16,0.81,3.47,4.35,0.21,2.66
2010-05-18,0.17,0.17,0.76,3.38,4.26,0.21,2.62
2010-05-19,0.17,0.17,0.8,3.36,4.24,0.2,2.56
2010-05-20,0.17,0.17,0.76,3.25,4.13,0.2,2.49
2010-05-21,0.17,0.17,0.76,3.2,4.07,0.2,2.44
2010-05-22,0.17,0.17,0.76,3.2,4.07,0.2,2.44
2010-05-23,0.17,0.17,0.76,3.2,4.07,0.2,2.44
2010-05-24,0.16,0.17,0.77,3.23,4.12,0.21,2.46
2010-05-25,0.16,0.17,0.81,3.18,4.07,0.21,2.37
2010-05-26,0.16,0.17,0.82,3.21,4.11,0.2,2.39
2010-05-27,0.16,0.17,0.87,3.34,4.24,0.2,2.47
2010-05-28,0.15,0.16,0.76,3.31,4.22,0.19,2.55
2010-05-29,0.15,0.16,0.76,3.31,4.22,0.19,2.55
2010-05-30,0.15,0.16,0.76,3.31,4.22,0.19,2.55
2010-05-31,0.15,0.16,0.76,3.31,4.22,0.19,2.55
2010-06-01,0.14,0.16,0.78,3.29,4.19,0.2,2.51
2010-06-02,0.13,0.16,0.82,3.35,4.24,0.2,2.53
2010-06-03,0.13,0.14,0.82,3.39,4.29,0.19,2.57
2010-06-04,0.12,0.14,0.72,3.2,4.13,0.19,2.48
2010-06-05,0.12,0.14,0.72,3.2,4.13,0.19,2.48
2010-06-06,0.12,0.14,0.72,3.2,4.13,0.19,2.48
2010-06-07,0.1,0.12,0.74,3.17,4.11,0.19,2.43
2010-06-08,0.1,0.12,0.74,3.18,4.1,0.19,2.44
2010-06-09,0.08,0.1,0.74,3.2,4.12,0.18,2.46
2010-06-10,0.06,0.1,0.79,3.33,4.25,0.18,2.54
2010-06-11,0.04,0.08,0.75,3.24,4.15,0.18,2.49
2010-06-12,0.04,0.08,0.75,3.24,4.15,0.18,2.49
2010-06-13,0.04,0.08,0.75,3.24,4.15,0.18,2.49
2010-06-14,0.02,0.07,0.77,3.28,4.2,0.18,2.51
2010-06-15,0.03,0.09,0.79,3.32,4.23,0.19,2.53
2010-06-16,0.06,0.1,0.75,3.27,4.18,0.19,2.52
2010-06-17,0.05,0.09,0.72,3.21,4.13,0.19,2.49
2010-06-18,0.04,0.11,0.74,3.24,4.15,0.18,2.5
2010-06-19,0.04,0.11,0.74,3.24,4.15,0.18,2.5
2010-06-20,0.04,0.11,0.74,3.24,4.15,0.18,2.5
2010-06-21,0.05,0.12,0.74,3.26,4.17,0.17,2.52
2010-06-22,0.08,0.13,0.71,3.18,4.1,0.18,2.47
2010-06-23,0.07,0.13,0.66,3.13,4.05,0.17,2.47
2010-06-24,0.07,0.13,0.67,3.14,4.09,0.16,2.47
2010-06-25,0.05,0.13,0.65,3.12,4.07,0.16,2.47
2010-06-26,0.05,0.13,0.65,3.12,4.07,0.16,2.47
2010-06-27,0.05,0.13,0.65,3.12,4.07,0.16,2.47
2010-06-28,0.07,0.17,0.62,3.05,4.01,0.17,2.43
2010-06-29,0.09,0.15,0.61,2.97,3.94,0.15,2.36
2010-06-30,0.17,0.18,0.61,2.97,3.91,0.09,2.36
2010-07-01,0.16,0.17,0.63,2.96,3.88,0.17,2.33
2010-07-02,0.16,0.17,0.63,3.0,3.94,0.18,2.37
2010-07-03,0.16,0.17,0.63,3.0,3.94,0.18,2.37
2010-07-04,0.16,0.17,0.63,3.0,3.94,0.18,2.37
2010-07-05,0.16,0.17,0.63,3.0,3.94,0.18,2.37
2010-07-06,0.17,0.17,0.62,2.95,3.89,0.18,2.33
2010-07-07,0.17,0.16,0.63,3.0,3.96,0.18,2.37
2010-07-08,0.17,0.15,0.63,3.04,4.0,0.17,2.41
2010-07-09,0.16,0.16,0.63,3.07,4.04,0.18,2.44
2010-07-10,0.16,0.16,0.63,3.07,4.04,0.18,2.44
2010-07-11,0.16,0.16,0.63,3.07,4.04,0.18,2.44
2010-07-12,0.16,0.16,0.65,3.08,4.05,0.17,2.43
2010-07-13,0.16,0.15,0.67,3.15,4.1,0.17,2.48
2010-07-14,0.16,0.15,0.62,3.07,4.03,0.17,2.45
2010-07-15,0.16,0.15,0.61,3.0,3.97,0.19,2.39
2010-07-16,0.14,0.15,0.61,2.96,3.95,0.19,2.35
2010-07-17,0.14,0.15,0.61,2.96,3.95,0.19,2.35
2010-07-18,0.14,0.15,0.61,2.96,3.95,0.19,2.35
2010-07-19,0.15,0.17,0.61,2.99,3.99,0.19,2.38
2010-07-20,0.16,0.16,0.61,2.98,3.99,0.18,2.37
2010-07-21,0.16,0.16,0.58,2.9,3.89,0.18,2.32
2010-07-22,0.15,0.16,0.6,2.96,3.95,0.18,2.36
2010-07-23,0.15,0.16,0.6,3.02,4.01,0.19,2.42
2010-07-24,0.15,0.16,0.6,3.02,4.01,0.19,2.42
2010-07-25,0.15,0.16,0.6,3.02,4.01,0.19,2.42
2010-07-26,0.15,0.16,0.62,3.03,4.03,0.19,2.41
2010-07-27,0.16,0.15,0.65,3.08,4.08,0.19,2.43
2010-07-28,0.15,0.15,0.61,3.03,4.07,0.2,2.42
2010-07-29,0.15,0.15,0.59,3.03,4.08,0.19,2.44
2010-07-30,0.14,0.15,0.55,2.94,3.98,0.18,2.39
2010-07-31,0.14,0.15,0.55,2.94,3.98,0.18,2.39
2010-08-01,0.14,0.15,0.55,2.94,3.98,0.18,2.39
2010-08-02,0.14,0.16,0.56,2.99,4.06,0.19,2.43
2010-08-03,0.15,0.16,0.53,2.94,4.04,0.19,2.41
2010-08-04,0.15,0.16,0.56,2.98,4.07,0.19,2.42
2010-08-05,0.15,0.15,0.53,2.94,4.05,0.19,2.41
2010-08-06,0.14,0.15,0.5,2.86,4.0,0.18,2.36
2010-08-07,0.14,0.15,0.5,2.86,4.0,0.18,2.36
2010-08-08,0.14,0.15,0.5,2.86,4.0,0.18,2.36
2010-08-09,0.14,0.15,0.54,2.86,4.01,0.18,2.32
2010-08-10,0.15,0.15,0.52,2.79,4.0,0.18,2.27
2010-08-11,0.15,0.15,0.54,2.72,3.93,0.17,2.18
2010-08-12,0.15,0.16,0.55,2.74,3.94,0.18,2.19
2010-08-13,0.14,0.15,0.54,2.68,3.87,0.19,2.14
2010-08-14,0.14,0.15,0.54,2.68,3.87,0.19,2.14
2010-08-15,0.14,0.15,0.54,2.68,3.87,0.19,2.14
2010-08-16,0.15,0.16,0.51,2.58,3.72,0.2,2.07
2010-08-17,0.16,0.17,0.52,2.64,3.77,0.2,2.12
2010-08-18,0.16,0.16,0.51,2.64,3.73,0.19,2.13
2010-08-19,0.16,0.16,0.49,2.58,3.66,0.19,2.09
2010-08-20,0.15,0.15,0.49,2.62,3.67,0.2,2.13
2010-08-21,0.15,0.15,0.49,2.62,3.67,0.2,2.13
2010-08-22,0.15,0.15,0.49,2.62,3.67,0.2,2.13
2010-08-23,0.15,0.16,0.49,2.6,3.65,0.19,2.11
2010-08-24,0.17,0.16,0.5,2.5,3.57,0.19,2.0
2010-08-25,0.17,0.16,0.53,2.54,3.59,0.19,2.01
2010-08-26,0.17,0.16,0.51,2.5,3.53,0.19,1.99
2010-08-27,0.17,0.15,0.56,2.66,3.69,0.19,2.1
2010-08-28,0.17,0.15,0.56,2.66,3.69,0.19,2.1
2010-08-29,0.17,0.15,0.56,2.66,3.69,0.19,2.1
2010-08-30,0.16,0.14,0.5,2.54,3.6,0.19,2.04
2010-08-31,0.16,0.14,0.47,2.47,3.52,0.21,2.0
2010-09-01,0.16,0.13,0.5,2.58,3.65,0.19,2.08
2010-09-02,0.15,0.14,0.5,2.63,3.72,0.19,2.13
2010-09-03,0.15,0.14,0.52,2.72,3.79,0.19,2.2
2010-09-04,0.15,0.14,0.52,2.72,3.79,0.19,2.2
2010-09-05,0.15,0.14,0.52,2.72,3.79,0.19,2.2
2010-09-06,0.15,0.14,0.52,2.72,3.79,0.19,2.2
2010-09-07,0.13,0.14,0.49,2.61,3.67,0.2,2.12
2010-09-08,0.1,0.14,0.52,2.66,3.72,0.19,2.14
2010-09-09,0.1,0.14,0.57,2.77,3.84,0.18,2.2
2010-09-10,0.1,0.14,0.58,2.81,3.88,0.18,2.23
2010-09-11,0.1,0.14,0.58,2.81,3.88,0.18,2.23
2010-09-12,0.1,0.14,0.58,2.81,3.88,0.18,2.23
2010-09-13,0.1,0.15,0.53,2.74,3.83,0.18,2.21
2010-09-14,0.11,0.15,0.5,2.68,3.79,0.19,2.18
2010-09-15,0.11,0.15,0.5,2.74,3.87,0.21,2.24
2010-09-16,0.12,0.16,0.48,2.77,3.92,0.21,2.29
2010-09-17,0.12,0.16,0.48,2.75,3.9,0.21,2.27
2010-09-18,0.12,0.16,0.48,2.75,3.9,0.21,2.27
2010-09-19,0.12,0.16,0.48,2.75,3.9,0.21,2.27
2010-09-20,0.12,0.17,0.47,2.72,3.87,0.21,2.25
2010-09-21,0.12,0.17,0.43,2.61,3.79,0.2,2.18
2010-09-22,0.12,0.16,0.44,2.56,3.74,0.21,2.12
2010-09-23,0.13,0.16,0.45,2.56,3.73,0.2,2.11
2010-09-24,0.09,0.15,0.45,2.62,3.79,0.21,2.17
2010-09-25,0.09,0.15,0.45,2.62,3.79,0.21,2.17
2010-09-26,0.09,0.15,0.45,2.62,3.79,0.21,2.17
2010-09-27,0.08,0.16,0.44,2.54,3.7,0.19,2.1
2010-09-28,0.08,0.16,0.37,2.48,3.66,0.19,2.11
2010-09-29,0.12,0.16,0.44,2.52,3.69,0.19,2.08
2010-09-30,0.14,0.16,0.42,2.53,3.69,0.15,2.11
2010-10-01,0.15,0.16,0.42,2.54,3.71,0.2,2.12
2010-10-02,0.15,0.16,0.42,2.54,3.71,0.2,2.12
2010-10-03,0.15,0.16,0.42,2.54,3.71,0.2,2.12
2010-10-04,0.15,0.13,0.41,2.5,3.71,0.2,2.09
2010-10-05,0.14,0.12,0.41,2.5,3.74,0.2,2.09
2010-10-06,0.14,0.13,0.38,2.41,3.67,0.19,2.03
2010-10-07,0.15,0.13,0.36,2.41,3.72,0.18,2.05
2010-10-08,0.14,0.12,0.35,2.41,3.75,0.18,2.06
2010-10-09,0.14,0.12,0.35,2.41,3.75,0.18,2.06
2010-10-10,0.14,0.12,0.35,2.41,3.75,0.18,2.06
2010-10-11,0.14,0.12,0.35,2.41,3.75,0.18,2.06
2010-10-12,0.14,0.13,0.37,2.44,3.8,0.18,2.07
2010-10-13,0.14,0.13,0.37,2.46,3.84,0.18,2.09
2010-10-14,0.15,0.14,0.38,2.52,3.91,0.19,2.14
2010-10-15,0.14,0.14,0.37,2.59,3.98,0.2,2.22
2010-10-16,0.14,0.14,0.37,2.59,3.98,0.2,2.22
2010-10-17,0.14,0.14,0.37,2.59,3.98,0.2,2.22
2010-10-18,0.14,0.15,0.38,2.52,3.93,0.19,2.14
2010-10-19,0.14,0.14,0.37,2.5,3.9,0.19,2.13
2010-10-20,0.14,0.14,0.35,2.51,3.89,0.19,2.16
2010-10-21,0.13,0.13,0.37,2.57,3.95,0.19,2.2
2010-10-22,0.13,0.13,0.35,2.59,3.94,0.19,2.24
2010-10-23,0.13,0.13,0.35,2.59,3.94,0.19,2.24
2010-10-24,0.13,0.13,0.35,2.59,3.94,0.19,2.24
2010-10-25,0.13,0.14,0.37,2.59,3.91,0.19,2.22
2010-10-26,0.14,0.14,0.4,2.67,4.0,0.19,2.27
2010-10-27,0.14,0.14,0.4,2.75,4.06,0.19,2.35
2010-10-28,0.14,0.13,0.37,2.69,4.05,0.19,2.32
2010-10-29,0.14,0.12,0.34,2.63,3.99,0.2,2.29
2010-10-30,0.14,0.12,0.34,2.63,3.99,0.2,2.29
2010-10-31,0.14,0.12,0.34,2.63,3.99,0.2,2.29
2010-11-01,0.14,0.13,0.34,2.66,4.01,0.2,2.32
2010-11-02,0.13,0.13,0.34,2.63,3.93,0.2,2.29
2010-11-03,0.13,0.13,0.34,2.67,4.09,0.2,2.33
2010-11-04,0.13,0.13,0.33,2.53,4.04,0.19,2.2
2010-11-05,0.13,0.13,0.38,2.58,4.12,0.18,2.2
2010-11-06,0.13,0.13,0.38,2.58,4.12,0.18,2.2
2010-11-07,0.13,0.13,0.38,2.58,4.12,0.18,2.2
2010-11-08,0.12,0.13,0.41,2.6,4.12,0.18,2.19
2010-11-09,0.11,0.13,0.46,2.72,4.25,0.17,2.26
2010-11-10,0.12,0.13,0.44,2.65,4.25,0.17,2.21
2010-11-11,0.12,0.13,0.44,2.65,4.25,0.17,2.21
2010-11-12,0.11,0.13,0.51,2.76,4.26,0.19,2.25
2010-11-13,0.11,0.13,0.51,2.76,4.26,0.19,2.25
2010-11-14,0.11,0.13,0.51,2.76,4.26,0.19,2.25
2010-11-15,0.12,0.14,0.53,2.92,4.38,0.21,2.39
2010-11-16,0.13,0.15,0.51,2.85,4.26,0.21,2.34
2010-11-17,0.13,0.14,0.5,2.89,4.31,0.2,2.39
2010-11-18,0.13,0.15,0.52,2.9,4.29,0.2,2.38
2010-11-19,0.12,0.14,0.52,2.88,4.25,0.21,2.36
2010-11-20,0.12,0.14,0.52,2.88,4.25,0.21,2.36
2010-11-21,0.12,0.14,0.52,2.88,4.25,0.21,2.36
2010-11-22,0.12,0.15,0.49,2.8,4.2,0.19,2.31
2010-11-23,0.15,0.15,0.45,2.77,4.18,0.2,2.32
2010-11-24,0.16,0.16,0.53,2.93,4.29,0.2,2.4
2010-11-25,0.16,0.16,0.53,2.93,4.29,0.2,2.4
2010-11-26,0.16,0.16,0.51,2.87,4.21,0.2,2.36
2010-11-27,0.16,0.16,0.51,2.87,4.21,0.2,2.36
2010-11-28,0.16,0.16,0.51,2.87,4.21,0.2,2.36
2010-11-29,0.16,0.18,0.52,2.84,4.16,0.2,2.32
2010-11-30,0.18,0.17,0.45,2.81,4.12,0.2,2.36
2010-12-01,0.17,0.16,0.53,2.97,4.24,0.2,2.44
2010-12-02,0.16,0.16,0.55,3.01,4.27,0.19,2.46
2010-12-03,0.14,0.14,0.49,3.03,4.32,0.18,2.54
2010-12-04,0.14,0.14,0.49,3.03,4.32,0.18,2.54
2010-12-05,0.14,0.14,0.49,3.03,4.32,0.18,2.54
2010-12-06,0.14,0.15,0.42,2.95,4.25,0.18,2.53
2010-12-07,0.08,0.14,0.54,3.15,4.39,0.17,2.61
2010-12-08,0.08,0.15,0.63,3.26,4.45,0.17,2.63
2010-12-09,0.09,0.14,0.64,3.23,4.41,0.16,2.59
2010-12-10,0.09,0.13,0.64,3.32,4.43,0.16,2.68
2010-12-11,0.09,0.13,0.64,3.32,4.43,0.16,2.68
2010-12-12,0.09,0.13,0.64,3.32,4.43,0.16,2.68
2010-12-13,0.1,0.15,0.61,3.29,4.39,0.17,2.68
2010-12-14,0.09,0.15,0.66,3.49,4.54,0.19,2.83
2010-12-15,0.08,0.14,0.68,3.53,4.59,0.2,2.85
2010-12-16,0.08,0.13,0.66,3.47,4.57,0.2,2.81
2010-12-17,0.05,0.11,0.61,3.33,4.41,0.2,2.72
2010-12-18,0.05,0.11,0.61,3.33,4.41,0.2,2.72
2010-12-19,0.05,0.11,0.61,3.33,4.41,0.2,2.72
2010-12-20,0.04,0.14,0.62,3.36,4.44,0.21,2.74
2010-12-21,0.09,0.14,0.63,3.35,4.44,0.2,2.72
2010-12-22,0.07,0.14,0.65,3.36,4.45,0.19,2.71
2010-12-23,0.07,0.14,0.67,3.41,4.47,0.19,2.74
2010-12-24,0.07,0.14,0.67,3.41,4.47,0.19,2.74
2010-12-25,0.07,0.14,0.67,3.41,4.47,0.19,2.74
2010-12-26,0.07,0.14,0.67,3.41,4.47,0.19,2.74
2010-12-27,0.06,0.17,0.71,3.36,4.42,0.19,2.65
2010-12-28,0.08,0.15,0.75,3.5,4.53,0.18,2.75
2010-12-29,0.05,0.13,0.64,3.35,4.41,0.18,2.71
2010-12-30,0.05,0.12,0.66,3.38,4.43,0.19,2.72
2010-12-31,0.07,0.12,0.61,3.3,4.34,0.13,2.69
2011-01-01,0.07,0.12,0.61,3.3,4.34,0.13,2.69
2011-01-02,0.07,0.12,0.61,3.3,4.34,0.13,2.69
2011-01-03,0.11,0.15,0.61,3.36,4.39,0.19,2.75
2011-01-04,0.12,0.14,0.63,3.36,4.44,0.18,2.73
2011-01-05,0.13,0.14,0.71,3.5,4.55,0.18,2.79
2011-01-06,0.13,0.15,0.68,3.44,4.53,0.17,2.76
2011-01-07,0.13,0.14,0.6,3.34,4.48,0.17,2.74
2011-01-08,0.13,0.14,0.6,3.34,4.48,0.17,2.74
2011-01-09,0.13,0.14,0.6,3.34,4.48,0.17,2.74
2011-01-10,0.14,0.15,0.59,3.32,4.47,0.17,2.73
2011-01-11,0.15,0.15,0.6,3.37,4.49,0.17,2.77
2011-01-12,0.15,0.15,0.61,3.4,4.52,0.16,2.79
2011-01-13,0.15,0.15,0.59,3.34,4.5,0.16,2.75
2011-01-14,0.14,0.15,0.59,3.35,4.53,0.16,2.76
2011-01-15,0.14,0.15,0.59,3.35,4.53,0.16,2.76
2011-01-16,0.14,0.15,0.59,3.35,4.53,0.16,2.76
2011-01-17,0.14,0.15,0.59,3.35,4.53,0.16,2.76
2011-01-18,0.15,0.16,0.6,3.39,4.56,0.19,2.79
2011-01-19,0.16,0.16,0.6,3.37,4.53,0.18,2.77
2011-01-20,0.15,0.16,0.65,3.47,4.6,0.18,2.82
2011-01-21,0.15,0.16,0.63,3.44,4.57,0.17,2.81
2011-01-22,0.15,0.16,0.63,3.44,4.57,0.17,2.81
2011-01-23,0.15,0.16,0.63,3.44,4.57,0.17,2.81
2011-01-24,0.15,0.16,0.65,3.43,4.55,0.18,2.78
2011-01-25,0.15,0.16,0.62,3.35,4.48,0.17,2.73
2011-01-26,0.15,0.16,0.62,3.45,4.59,0.17,2.83
2011-01-27,0.13,0.15,0.59,3.42,4.57,0.17,2.83
2011-01-28,0.13,0.15,0.54,3.36,4.53,0.17,2.82
2011-01-29,0.13,0.15,0.54,3.36,4.53,0.17,2.82
2011-01-30,0.13,0.15,0.54,3.36,4.53,0.17,2.82
2011-01-31,0.15,0.15,0.58,3.42,4.58,0.17,2.84
2011-02-01,0.16,0.15,0.61,3.48,4.62,0.18,2.87
2011-02-02,0.15,0.16,0.67,3.52,4.64,0.18,2.85
2011-02-03,0.14,0.14,0.71,3.58,4.67,0.17,2.87
2011-02-04,0.13,0.15,0.77,3.68,4.73,0.17,2.91
2011-02-05,0.13,0.15,0.77,3.68,4.73,0.17,2.91
2011-02-06,0.13,0.15,0.77,3.68,4.73,0.17,2.91
2011-02-07,0.13,0.16,0.78,3.68,4.71,0.17,2.9
2011-02-08,0.14,0.15,0.86,3.75,4.76,0.16,2.89
2011-02-09,0.11,0.14,0.81,3.65,4.71,0.15,2.84
2011-02-10,0.08,0.12,0.85,3.7,4.75,0.15,2.85
2011-02-11,0.08,0.12,0.85,3.64,4.71,0.15,2.79
2011-02-12,0.08,0.12,0.85,3.64,4.71,0.15,2.79
2011-02-13,0.08,0.12,0.85,3.64,4.71,0.15,2.79
2011-02-14,0.09,0.13,0.87,3.62,4.67,0.15,2.75
2011-02-15,0.11,0.13,0.84,3.61,4.66,0.16,2.77
2011-02-16,0.1,0.12,0.86,3.62,4.67,0.15,2.76
2011-02-17,0.08,0.09,0.8,3.58,4.66,0.15,2.78
2011-02-18,0.08,0.1,0.78,3.59,4.7,0.15,2.81
2011-02-19,0.08,0.1,0.78,3.59,4.7,0.15,2.81
2011-02-20,0.08,0.1,0.78,3.59,4.7,0.15,2.81
2011-02-21,0.08,0.1,0.78,3.59,4.7,0.15,2.81
2011-02-22,0.1,0.12,0.74,3.46,4.6,0.15,2.72
2011-02-23,0.12,0.12,0.74,3.49,4.59,0.15,2.75
2011-02-24,0.13,0.13,0.73,3.46,4.54,0.15,2.73
2011-02-25,0.12,0.13,0.72,3.42,4.51,0.15,2.7
2011-02-26,0.12,0.13,0.72,3.42,4.51,0.15,2.7
2011-02-27,0.12,0.13,0.72,3.42,4.51,0.15,2.7
2011-02-28,0.13,0.15,0.69,3.42,4.49,0.16,2.73
2011-03-01,0.07,0.14,0.66,3.41,4.48,0.15,2.75
2011-03-02,0.12,0.13,0.69,3.46,4.54,0.16,2.77
2011-03-03,0.12,0.13,0.79,3.58,4.64,0.15,2.79
2011-03-04,0.11,0.12,0.68,3.49,4.6,0.15,2.81
2011-03-05,0.11,0.12,0.68,3.49,4.6,0.15,2.81
2011-03-06,0.11,0.12,0.68,3.49,4.6,0.15,2.81
2011-03-07,0.1,0.11,0.7,3.51,4.61,0.14,2.81
2011-03-08,0.07,0.11,0.73,3.56,4.66,0.14,2.83
2011-03-09,0.07,0.1,0.7,3.48,4.6,0.14,2.78
2011-03-10,0.04,0.08,0.65,3.37,4.53,0.14,2.72
2011-03-11,0.04,0.08,0.64,3.4,4.54,0.13,2.76
2011-03-12,0.04,0.08,0.64,3.4,4.54,0.13,2.76
2011-03-13,0.04,0.08,0.64,3.4,4.54,0.13,2.76
2011-03-14,0.05,0.09,0.61,3.36,4.52,0.14,2.75
2011-03-15,0.07,0.1,0.63,3.33,4.47,0.14,2.7
2011-03-16,0.06,0.1,0.58,3.22,4.38,0.14,2.64
2011-03-17,0.06,0.08,0.6,3.25,4.42,0.14,2.65
2011-03-18,0.06,0.07,0.61,3.28,4.43,0.15,2.67
2011-03-19,0.06,0.07,0.61,3.28,4.43,0.15,2.67
2011-03-20,0.06,0.07,0.61,3.28,4.43,0.15,2.67
2011-03-21,0.06,0.1,0.67,3.34,4.45,0.14,2.67
2011-03-22,0.07,0.1,0.68,3.34,4.44,0.14,2.66
2011-03-23,0.06,0.09,0.69,3.36,4.44,0.14,2.67
2011-03-24,0.04,0.09,0.72,3.42,4.48,0.13,2.7
2011-03-25,0.04,0.09,0.79,3.46,4.51,0.13,2.67
2011-03-26,0.04,0.09,0.79,3.46,4.51,0.13,2.67
2011-03-27,0.04,0.09,0.79,3.46,4.51,0.13,2.67
2011-03-28,0.04,0.11,0.81,3.47,4.51,0.13,2.66
2011-03-29,0.06,0.1,0.81,3.5,4.54,0.13,2.69
2011-03-30,0.03,0.1,0.8,3.47,4.52,0.13,2.67
2011-03-31,0.05,0.09,0.8,3.47,4.51,0.1,2.67
2011-04-01,0.03,0.07,0.8,3.46,4.48,0.11,2.66
2011-04-02,0.03,0.07,0.8,3.46,4.48,0.11,2.66
2011-04-03,0.03,0.07,0.8,3.46,4.48,0.11,2.66
2011-04-04,0.02,0.06,0.77,3.45,4.49,0.09,2.68
2011-04-05,0.05,0.07,0.84,3.5,4.51,0.09,2.66
2011-04-06,0.03,0.06,0.85,3.56,4.58,0.1,2.71
2011-04-07,0.03,0.04,0.81,3.58,4.63,0.1,2.77
2011-04-08,0.02,0.04,0.83,3.59,4.63,0.09,2.76
2011-04-09,0.02,0.04,0.83,3.59,4.63,0.09,2.76
2011-04-10,0.02,0.04,0.83,3.59,4.63,0.09,2.76
2011-04-11,0.02,0.05,0.85,3.59,4.64,0.09,2.74
2011-04-12,0.02,0.05,0.77,3.52,4.58,0.08,2.75
2011-04-13,0.03,0.06,0.75,3.49,4.55,0.08,2.74
2011-04-14,0.04,0.07,0.77,3.51,4.53,0.09,2.74
2011-04-15,0.04,0.07,0.71,3.43,4.47,0.12,2.72
2011-04-16,0.04,0.07,0.71,3.43,4.47,0.12,2.72
2011-04-17,0.04,0.07,0.71,3.43,4.47,0.12,2.72
2011-04-18,0.03,0.07,0.69,3.4,4.45,0.1,2.71
2011-04-19,0.04,0.06,0.68,3.39,4.43,0.11,2.71
2011-04-20,0.04,0.06,0.69,3.43,4.47,0.1,2.74
2011-04-21,0.03,0.06,0.68,3.42,4.47,0.1,2.74
2011-04-22,0.03,0.06,0.68,3.42,4.47,0.1,2.74
2011-04-23,0.03,0.06,0.68,3.42,4.47,0.1,2.74
2011-04-24,0.03,0.06,0.68,3.42,4.47,0.1,2.74
2011-04-25,0.03,0.07,0.67,3.39,4.46,0.1,2.72
2011-04-26,0.02,0.07,0.65,3.34,4.39,0.09,2.69
2011-04-27,0.03,0.06,0.65,3.39,4.45,0.09,2.74
2011-04-28,0.02,0.04,0.62,3.34,4.42,0.09,2.72
2011-04-29,0.02,0.04,0.61,3.32,4.4,0.09,2.71
2011-04-30,0.02,0.04,0.61,3.32,4.4,0.09,2.71
2011-05-01,0.02,0.04,0.61,3.32,4.4,0.09,2.71
2011-05-02,0.02,0.05,0.61,3.31,4.38,0.09,2.7
2011-05-03,0.02,0.03,0.61,3.28,4.36,0.09,2.67
2011-05-04,0.02,0.03,0.6,3.25,4.33,0.09,2.65
2011-05-05,0.01,0.02,0.58,3.18,4.26,0.09,2.6
2011-05-06,0.02,0.02,0.57,3.19,4.29,0.09,2.62
2011-05-07,0.02,0.02,0.57,3.19,4.29,0.09,2.62
2011-05-08,0.02,0.02,0.57,3.19,4.29,0.09,2.62
2011-05-09,0.01,0.03,0.57,3.17,4.3,0.09,2.6
2011-05-10,0.02,0.03,0.59,3.23,4.34,0.09,2.64
2011-05-11,0.01,0.03,0.56,3.19,4.31,0.09,2.63
2011-05-12,0.01,0.02,0.57,3.22,4.37,0.09,2.65
2011-05-13,0.01,0.03,0.57,3.18,4.32,0.09,2.61
2011-05-14,0.01,0.03,0.57,3.18,4.32,0.09,2.61
2011-05-15,0.01,0.03,0.57,3.18,4.32,0.09,2.61
2011-05-16,0.02,0.04,0.54,3.15,4.28,0.1,2.61
