market_id,week_ending,code,comm_long,comm_short,noncomm_long,noncomm_short,open_interest,change_in_comm_long,change_in_comm_short,traders_tot
EC,2022-01-04,099741,388742,415200,199073,200627,678218,3885,11810,333
EC,2022-01-11,099741,389191,422581,204361,198356,682293,449,7381,328
EC,2022-01-18,099741,389617,440081,211901,187317,691882,426,17500,330
EC,2022-01-25,099741,379154,435412,213408,181848,682952,-10463,-4669,330
EC,2022-02-01,099741,376805,434272,213563,183847,685431,-2349,-1140,330
EC,2022-02-08,099741,382426,455678,218973,180131,700098,5621,21406,326
EC,2022-02-15,099741,383827,468884,217899,170318,702047,1401,13206,325
EC,2022-02-22,099741,379583,477633,214195,154889,696682,-4244,8749,325
EC,2022-03-01,099741,390260,485365,228385,163446,719975,10677,7732,329
EC,2022-03-08,099741,386654,470527,242683,183839,738990,-3606,-14838,332
EC,2022-03-15,099741,369253,411882,202040,183246,666010,-17401,-58645,330
EC,2022-03-22,099741,357492,403870,207051,183208,658817,-11761,-8012,327
EC,2022-03-29,099741,364163,411511,200043,178669,662415,6671,7641,324
EC,2022-04-05,099741,357140,406757,210914,183544,663589,-7023,-4754,333
EC,2022-04-12,099741,359853,420603,221645,182585,678607,2713,13846,336
EC,2022-04-19,099741,362930,412656,221003,189702,675939,3077,-7947,339
EC,2022-04-26,099741,368280,414387,222993,200792,688449,5350,1731,345
EC,2022-05-03,099741,383222,407808,208449,214827,694926,14942,-6579,335
EC,2022-05-10,099741,376043,419069,228230,211701,705046,-7179,11261,340
EC,2022-05-17,099741,372113,423630,230770,210431,706712,-3930,4561,335
EC,2022-05-24,099741,366345,438945,237072,198142,708938,-5768,15315,338
EC,2022-05-31,099741,365434,450620,236553,184281,706317,-911,11675,346
EC,2022-06-07,099741,365628,453817,230248,179705,730667,194,3197,335
EC,2022-06-14,099741,361159,389654,206986,213004,668164,-4469,-64163,326
EC,2022-06-21,099741,373695,391877,195554,211159,671718,12536,2223,317
EC,2022-06-28,099741,380084,399896,189414,200010,671472,6389,8019,320
EC,2022-07-05,099741,377654,386290,197138,213990,673772,-2430,-13606,328
EC,2022-07-12,099741,385039,379279,197240,222484,682031,7385,-7011,331
EC,2022-07-19,099741,397991,380561,195875,238620,694106,12952,1282,336
EC,2022-07-26,099741,393062,374406,198041,239625,694099,-4929,-6155,337
EC,2022-08-02,099741,391841,376321,191692,230503,683883,-1221,1915,330
EC,2022-08-09,099741,394543,380141,200088,234624,692398,2702,3820,334
EC,2022-08-16,099741,400458,379542,199226,242010,698570,5915,-599,331
EC,2022-08-23,099741,406701,382394,210825,254934,717921,6243,2852,335
EC,2022-08-30,099741,411684,382824,202258,249934,720081,4983,430,335
EC,2022-09-06,099741,409460,389850,205277,241626,721678,-2224,7026,328
EC,2022-09-13,099741,410364,421787,207778,219615,742244,904,31937,326
EC,2022-09-20,099741,354891,407201,206564,173115,657952,-55473,-14586,320
EC,2022-09-27,099741,348374,406814,208736,174939,654142,-6517,-387,327
EC,2022-10-04,099741,348817,405665,199391,155709,640458,443,-1149,321
EC,2022-10-11,099741,349091,409252,196136,158637,639348,274,3587,312
EC,2022-10-18,099741,347078,417655,202703,154553,640469,-2013,8403,321
EC,2022-10-25,099741,346949,440781,226734,151825,666719,-129,23126,320
EC,2022-11-01,099741,339364,468183,239770,133980,671729,-7585,27402,326
EC,2022-11-08,099741,339218,470981,232317,124718,667902,-146,2798,321
EC,2022-11-15,099741,343388,494961,239369,126703,682575,4170,23980,320
EC,2022-11-22,099741,345848,503792,239598,116486,680873,2460,8831,315
EC,2022-11-29,099741,356905,511490,241122,118875,695776,11057,7698,314
EC,2022-12-06,099741,363169,523174,245063,120180,711537,6264,11684,312
EC,2022-12-13,099741,414090,571467,236415,111700,772800,50921,48293,307
EC,2022-12-20,099741,379011,565025,249149,106877,725968,-35079,-6442,302
EC,2022-12-27,099741,379076,565896,251887,105725,728387,65,871,301
EC,2023-01-03,099741,389861,563942,222543,92628,712030,10785,-1954,299
EC,2023-01-10,099741,400775,582985,238623,103641,746163,10914,19043,304
EC,2023-01-17,099741,416510,595584,228279,101295,753915,15735,12599,305
EC,2023-01-24,099741,429253,615703,237743,103394,777569,12743,20119,304
EC,2023-01-31,099741,440756,644345,246755,96246,796738,11503,28642,308
EC,2023-02-07,099741,438393,650139,238338,73300,781287,-2363,5794,305
EC,2023-02-14,099741,444388,656178,236574,72668,788633,5995,6039,310
EC,2023-02-21,099741,444658,658476,236414,71346,789898,270,2298,311
EC,2023-02-28,099741,451634,663537,240766,78567,803963,6976,5061,304
EC,2023-03-07,099741,458256,660884,233880,85432,821057,6622,-2653,313
EC,2023-03-14,099741,418829,605698,222313,82357,745403,-39427,-55186,301
EC,2023-03-21,099741,417802,608973,215825,70983,737437,-1027,3275,293
EC,2023-03-28,099741,410545,601793,222918,77893,732506,-7257,-7180,302
EC,2023-04-04,099741,415104,609891,225416,82023,747095,4559,8098,304
EC,2023-04-11,099741,411456,623521,244180,80842,759439,-3648,13630,311
EC,2023-04-18,099741,417586,630871,242369,78008,766374,6130,7350,306
EC,2023-04-25,099741,418842,643279,243516,74116,772882,1256,12408,307
EC,2023-05-02,099741,418940,640643,246832,73343,779458,98,-2636,305
EC,2023-05-09,099741,418410,652670,260335,80913,794721,-530,12027,305
EC,2023-05-16,099741,416383,654716,258736,71647,789930,-2027,2046,303
EC,2023-05-23,099741,418071,642266,250070,76334,781123,1688,-12450,301
EC,2023-05-30,099741,415872,629887,241817,76092,775142,-2199,-12379,297
EC,2023-06-06,099741,419532,623448,236060,77639,781967,3660,-6439,287
EC,2023-06-13,099741,456529,653600,226138,74316,818294,36997,30152,290
EC,2023-06-20,099741,398646,591369,229399,84750,732979,-57883,-62231,294
EC,2023-06-27,099741,403130,596390,223977,78949,732123,4484,5021,293
EC,2023-07-03,099741,401256,590715,221272,78435,725927,-1874,-5675,282
EC,2023-07-11,099741,403460,595922,224351,84189,736056,2204,5207,293
EC,2023-07-18,099741,406328,635671,264514,85682,783132,2868,39749,299
EC,2023-07-25,099741,402626,636895,250647,73417,772408,-3702,1224,301
EC,2023-08-01,099741,404493,626064,240074,68012,755156,1867,-10831,298
EC,2023-08-08,099741,425875,621325,228048,78237,760968,21382,-4739,287
EC,2023-08-15,099741,420942,626226,232466,72603,760233,-4933,4901,287
EC,2023-08-22,099741,410413,610812,239391,80631,750486,-10529,-15414,298
EC,2023-08-29,099741,411996,600147,230542,83863,748127,1583,-10665,292
EC,2023-09-05,099741,406485,582339,235732,99501,754263,-5511,-17808,295
EC,2023-09-12,099741,412967,562948,212376,99296,743759,6482,-19391,285
EC,2023-09-19,099741,388465,517207,207424,105443,695343,-24502,-45741,290
EC,2023-09-26,099741,387030,511437,211516,113117,699271,-1435,-5770,290
EC,2023-10-03,099741,388473,493225,211783,132840,702433,1443,-18212,293
EC,2023-10-10,099741,383243,481536,207522,131990,687382,-5230,-11689,285
EC,2023-10-17,099741,391704,493327,214313,131903,695676,8461,11791,303
EC,2023-10-24,099741,396435,504431,215569,130316,702668,4731,11104,298
EC,2023-10-31,099741,393348,502379,210834,125445,694962,-3087,-2052,295
EC,2023-11-07,099741,390336,507851,212483,123427,697624,-3012,5472,296
EC,2023-11-14,099741,381765,522752,221190,112283,702463,-8571,14901,295
EC,2023-11-21,099741,380815,546633,231095,101441,712364,-950,23881,302
EC,2023-11-28,099741,388784,565099,233454,90289,727138,7969,18466,301
EC,2023-12-05,099741,404550,593479,235684,83324,756615,15766,28380,302
EC,2023-12-12,099741,433209,615566,231837,84510,792149,28659,22087,294
EC,2023-12-19,099741,399732,545354,208078,93486,700244,-33477,-70212,285
EC,2023-12-26,099741,400897,552083,211195,93804,705627,1165,6729,291
EC,2024-01-02,099741,411907,569293,211912,92436,718885,11010,17210,290
EC,2024-01-09,099741,409738,566625,208473,89596,714079,-2169,-2668,288
EC,2024-01-16,099741,433577,570090,204294,100202,733091,23839,3465,293
EC,2024-01-23,099741,434578,551975,195190,106866,725423,1001,-18115,290
EC,2024-01-30,099741,432311,548317,200360,111589,727210,-2267,-3658,292
EC,2024-02-06,099741,434993,521879,202450,140297,731991,2682,-26438,309
EC,2024-02-13,099741,437266,509530,210848,158010,740105,2273,-12349,306
EC,2024-02-20,099741,416183,505634,213194,145178,722299,-21083,-3896,302
EC,2024-02-27,099741,411117,501018,205234,142380,715545,-5066,-4616,308
EC,2024-03-05,099741,404771,501537,200025,133714,707108,-6346,519,308
EC,2024-03-12,099741,402081,506685,193998,119591,717720,-2690,5148,293
EC,2024-03-19,099741,388839,462969,182382,134040,656182,-13242,-43716,291
EC,2024-03-26,099741,389331,443503,180193,148999,657300,492,-19466,292
EC,2024-04-02,099741,412480,445912,188258,171464,682768,23149,2409,306
EC,2024-04-09,099741,383114,435146,175419,142696,643496,-29366,-10766,289
EC,2024-04-16,099741,395979,424633,178912,166688,658865,12865,-10513,293
EC,2024-04-23,099741,413769,419034,167296,177285,665771,17790,-5599,292
EC,2024-04-30,099741,399163,409900,167185,173962,652297,-14606,-9134,292
EC,2024-05-07,099741,393845,416124,170594,166004,654804,-5318,6224,279
EC,2024-05-14,099741,387812,426094,178398,161243,656802,-6033,9970,289
EC,2024-05-21,099741,378118,447571,182574,141099,653081,-9694,21477,293
EC,2024-05-28,099741,380224,464876,184656,127084,664864,2106,17305,288
EC,2024-06-04,099741,383423,482209,188957,121087,671736,3199,17333,294
EC,2024-06-11,099741,409006,481351,187697,144053,712894,25583,-858,290
EC,2024-06-18,099741,386112,413976,171464,163513,650388,-22894,-67375,290
EC,2024-06-25,099741,390837,400604,167370,175801,650087,4725,-13372,288
EC,2024-07-02,099741,376888,389609,164369,173888,636895,-13949,-10995,289
EC,2024-07-09,099741,375248,402487,165829,162206,637266,-1640,12878,281
EC,2024-07-16,099741,375217,424766,179937,155188,649251,-31,22279,286
EC,2024-07-23,099741,387742,447615,188929,153023,672022,12525,22849,283
EC,2024-07-30,099741,386079,426892,183006,165207,667299,-1663,-20723,287
EC,2024-08-06,099741,386568,444428,185799,152219,671104,489,17536,287
EC,2024-08-13,099741,382394,436421,182212,155229,667350,-4174,-8007,283
EC,2024-08-20,099741,386948,476172,194350,138333,692017,4554,39751,288
EC,2024-08-27,099741,388226,523748,218381,125543,726519,1278,47576,293
EC,2024-09-03,099741,402899,544447,215969,115951,740311,14673,20699,295
EC,2024-09-10,099741,411082,534889,192821,111388,741888,8183,-9558,284
EC,2024-09-17,099741,386396,500798,182281,112635,678001,-24686,-34091,283
EC,2024-09-24,099741,379577,492405,187795,116097,679514,-6819,-8393,281
EC,2024-10-01,099741,381281,474983,178273,122946,674734,1704,-17422,284
EC,2024-10-08,099741,384954,459849,173866,134768,669131,3673,-15134,277
EC,2024-10-15,099741,382899,431874,169319,152169,658481,-2055,-27975,275
EC,2024-10-22,099741,391222,391230,153159,181683,650759,8323,-40644,280
EC,2024-10-29,099741,401671,370223,159313,209617,661675,10449,-21007,287
EC,2024-11-05,099741,381704,381087,159900,181553,645597,-19967,10864,290
EC,2024-11-12,099741,366805,385079,160003,167440,637105,-14899,3992,291
EC,2024-11-19,099741,399002,377955,154305,196862,658774,32197,-7124,301
EC,2024-11-26,099741,401183,368756,156334,212343,665553,2181,-9199,298
EC,2024-12-03,099741,401120,366644,167693,225182,675059,-63,-2112,307
EC,2024-12-10,099741,452311,397595,157375,232948,727276,51191,30951,297
EC,2024-12-17,099741,340837,292748,152671,218566,584000,-111474,-104847,296
EC,2024-12-24,099741,346341,291227,159471,227978,597583,5504,-1521,293
EC,2024-12-31,099741,344668,293607,168806,238370,609159,-1673,2380,293
ES,2022-01-04,13874A,1577841,1730197,407706,298674,2297290,-4813,9767,493
ES,2022-01-11,13874A,1571191,1705047,389727,312321,2283672,-6650,-25150,497
ES,2022-01-18,13874A,1558090,1746594,408370,283141,2309982,-13101,41547,504
ES,2022-01-25,13874A,1581272,1870406,462479,235632,2378857,23182,123812,518
ES,2022-02-01,13874A,1557721,1754262,403492,244740,2283969,-23551,-116144,500
ES,2022-02-08,13874A,1526373,1726840,391655,214068,2229911,-31348,-27422,509
ES,2022-02-15,13874A,1525195,1730817,431462,236339,2270263,-1178,3977,516
ES,2022-02-22,13874A,1593634,1833175,461265,224822,2374165,68439,102358,520
ES,2022-03-01,13874A,1644446,1799299,432163,271144,2387492,50812,-33876,538
ES,2022-03-08,13874A,1720533,1841217,398681,271028,2435543,76087,41918,540
ES,2022-03-15,13874A,1818582,1930463,378499,276298,2582759,98049,89246,529
ES,2022-03-22,13874A,1528865,1473332,284150,338318,2111687,-289717,-457131,520
ES,2022-03-29,13874A,1541837,1483515,286935,337790,2120049,12972,10183,528
ES,2022-04-05,13874A,1518451,1498406,294186,325845,2122357,-23386,14891,515
ES,2022-04-12,13874A,1538403,1603554,314254,251290,2156967,19952,105148,524
ES,2022-04-19,13874A,1538040,1603986,314918,246489,2158797,-363,432,507
ES,2022-04-26,13874A,1515142,1640990,362599,239849,2191696,-22898,37004,520
ES,2022-05-03,13874A,1543020,1601817,360949,308742,2208674,27878,-39173,527
ES,2022-05-10,13874A,1549864,1666674,383989,262214,2261956,6844,64857,538
ES,2022-05-17,13874A,1598562,1651224,351658,285012,2252109,48698,-15450,533
ES,2022-05-24,13874A,1613493,1642313,351650,302762,2262171,14931,-8911,538
ES,2022-05-31,13874A,1637788,1635056,326979,305072,2260467,24295,-7257,531
ES,2022-06-07,13874A,1648514,1596656,320321,337345,2267420,10726,-38400,534
ES,2022-06-14,13874A,1828887,1857751,377967,343689,2654399,180373,261095,540
ES,2022-06-21,13874A,1713053,1568856,273629,387948,2262004,-115834,-288895,531
ES,2022-06-28,13874A,1726190,1557785,248313,387539,2248771,13137,-11071,539
ES,2022-07-05,13874A,1791046,1569421,237370,421052,2309241,64856,11636,533
ES,2022-07-12,13874A,1802289,1554602,224577,440105,2317580,11243,-14819,537
ES,2022-07-19,13874A,1792747,1526401,250387,458535,2335319,-9542,-28201,531
ES,2022-07-26,13874A,1795164,1505074,240642,478277,2322824,2417,-21327,537
ES,2022-08-02,13874A,1786757,1493620,237594,469479,2310665,-8407,-11454,532
ES,2022-08-09,13874A,1785298,1473057,227064,471325,2299388,-1459,-20563,534
ES,2022-08-16,13874A,1826100,1471883,227370,515354,2346224,40802,-1174,533
ES,2022-08-23,13874A,1811741,1483326,226314,488590,2329538,-14359,11443,534
ES,2022-08-30,13874A,1800768,1488953,240653,480285,2329953,-10973,5627,543
ES,2022-09-06,13874A,1789211,1487929,226374,465094,2314290,-11557,-1024,547
ES,2022-09-13,13874A,1986386,1616102,234795,515799,2603046,197175,128173,557
ES,2022-09-20,13874A,1681942,1368244,221158,440609,2141022,-304444,-247858,555
ES,2022-09-27,13874A,1717571,1484604,262797,412998,2233878,35629,116360,566
ES,2022-10-04,13874A,1732378,1485237,225671,434968,2261285,14807,633,548
ES,2022-10-11,13874A,1728601,1533372,251711,415768,2277794,-3777,48135,570
ES,2022-10-18,13874A,1794564,1535949,240651,463849,2336566,65963,2577,564
ES,2022-10-25,13874A,1805765,1558113,240817,459919,2361824,11201,22164,566
ES,2022-11-01,13874A,1747092,1549752,278418,453481,2336711,-58673,-8361,554
ES,2022-11-08,13874A,1734712,1536475,263541,440600,2318895,-12380,-13277,552
ES,2022-11-15,13874A,1756097,1552959,257965,460610,2343509,21385,16484,540
ES,2022-11-22,13874A,1726436,1531249,244703,436195,2304077,-29661,-21710,528
ES,2022-11-29,13874A,1740696,1539012,243451,447627,2314527,14260,7763,545
ES,2022-12-06,13874A,1728465,1531843,230914,434633,2287691,-12231,-7169,562
ES,2022-12-13,13874A,1816921,1604195,226507,456629,2477140,88456,72352,550
ES,2022-12-20,13874A,1461519,1300800,248641,408393,1986847,-355402,-303395,531
ES,2022-12-27,13874A,1447282,1268296,244976,419257,1961310,-14237,-32504,528
ES,2023-01-03,13874A,1474811,1308259,261260,428561,2010996,27529,39963,530
ES,2023-01-10,13874A,1512933,1310000,243503,456677,2032566,38122,1741,528
ES,2023-01-17,13874A,1518121,1286958,260337,487155,2056472,5188,-23042,534
ES,2023-01-24,13874A,1485629,1282864,250474,459465,2024437,-32492,-4094,533
ES,2023-01-31,13874A,1519069,1284283,253439,475696,2061419,33440,1419,521
ES,2023-02-07,13874A,1513813,1298937,248117,465662,2053086,-5256,14654,521
ES,2023-02-14,13874A,1528879,1277744,242274,488728,2076347,15066,-21193,525
ES,2023-02-21,13874A,1542524,1301371,231808,466099,2074486,13645,23627,528
ES,2023-02-28,13874A,1566253,1381387,247954,431845,2113159,23729,80016,531
ES,2023-03-07,13874A,1622309,1384632,228302,437784,2133169,56056,3245,540
ES,2023-03-14,13874A,1870087,1686883,233300,353119,2550984,247778,302251,532
ES,2023-03-21,13874A,1681318,1414863,203125,405605,2149005,-188769,-272020,532
ES,2023-03-28,13874A,1673807,1402829,199472,424128,2142232,-7511,-12034,522
ES,2023-04-04,13874A,1690406,1408934,163766,485225,2219512,16599,6105,527
ES,2023-04-11,13874A,1749879,1407867,207007,514619,2248469,59473,-1067,533
ES,2023-04-18,13874A,1764361,1404531,204558,548815,2278321,14482,-3336,542
ES,2023-04-25,13874A,1747428,1360788,207333,570600,2265794,-16933,-43743,542
ES,2023-05-02,13874A,1758036,1376769,208633,564044,2276183,10608,15981,545
ES,2023-05-09,13874A,1774854,1376967,204181,580204,2296259,16818,198,533
ES,2023-05-16,13874A,1795780,1380122,201278,589999,2306298,20926,3155,533
ES,2023-05-23,13874A,1880069,1457962,195793,600085,2385936,84289,77840,539
ES,2023-05-30,13874A,1979950,1544392,187203,621373,2494943,99881,86430,538
ES,2023-06-06,13874A,1914791,1564250,258074,602605,2500232,-65159,19858,535
ES,2023-06-13,13874A,2149868,1841824,258281,589694,2907468,235077,277574,540
ES,2023-06-20,13874A,1716868,1468089,210230,449561,2223815,-433000,-373735,524
ES,2023-06-27,13874A,1675108,1470255,222357,430607,2187114,-41760,2166,539
ES,2023-07-03,13874A,1688344,1482553,223358,430597,2211004,13236,12298,519
ES,2023-07-11,13874A,1683791,1481354,224554,433533,2209607,-4553,-1199,528
ES,2023-07-18,13874A,1728979,1492982,235723,499408,2280677,45188,11628,529
ES,2023-07-25,13874A,1692161,1476748,238333,470948,2243361,-36818,-16234,528
ES,2023-08-01,13874A,1686323,1501020,236062,436110,2241749,-5838,24272,524
ES,2023-08-08,13874A,1654088,1514193,240913,400483,2221709,-32235,13173,515
ES,2023-08-15,13874A,1634627,1538480,258924,377332,2220084,-19461,24287,518
ES,2023-08-22,13874A,1668456,1566553,235513,369004,2232226,33829,28073,502
ES,2023-08-29,13874A,1690810,1566941,262853,404959,2267572,22354,388,503
ES,2023-09-05,13874A,1693540,1569973,245378,389589,2259160,2730,3032,503
ES,2023-09-12,13874A,1821412,1734367,279471,395804,2520164,127872,164394,517
ES,2023-09-19,13874A,1599109,1474448,202433,341424,2097946,-222303,-259919,494
ES,2023-09-26,13874A,1560014,1494392,266095,355376,2137648,-39095,19944,511
ES,2023-10-03,13874A,1582012,1535897,239442,312677,2138034,21998,41505,512
ES,2023-10-10,13874A,1558642,1489212,210930,305379,2073930,-23370,-46685,509
ES,2023-10-17,13874A,1579970,1536860,219942,283120,2112419,21328,47648,519
ES,2023-10-24,13874A,1562074,1596810,282604,272419,2158452,-17896,59950,509
ES,2023-10-31,13874A,1566648,1600624,283793,279456,2174689,4574,3814,505
ES,2023-11-07,13874A,1595826,1560482,272240,325661,2177947,29178,-40142,497
ES,2023-11-14,13874A,1593850,1582793,274348,327181,2192899,-1976,22311,494
ES,2023-11-21,13874A,1665197,1631226,246961,327041,2240214,71347,48433,489
ES,2023-11-28,13874A,1671401,1649442,281709,346736,2279894,6204,18216,505
ES,2023-12-05,13874A,1706068,1706163,264209,311470,2314400,34667,56721,502
ES,2023-12-12,13874A,1888239,1866744,257533,322616,2670454,182171,160581,506
ES,2023-12-19,13874A,1608749,1485311,248763,444158,2156203,-279490,-381433,486
ES,2023-12-26,13874A,1601298,1480509,251044,443506,2155313,-7451,-4802,478
ES,2024-01-02,13874A,1650902,1523556,257321,471409,2221215,49604,43047,489
ES,2024-01-09,13874A,1602234,1586739,272247,389296,2209328,-48668,63183,499
ES,2024-01-16,13874A,1632215,1529781,260119,429365,2217057,29981,-56958,501
ES,2024-01-23,13874A,1682777,1571642,280085,469558,2271312,50562,41861,505
ES,2024-01-30,13874A,1715110,1572916,284559,510521,2308955,32333,1274,512
ES,2024-02-06,13874A,1721991,1560153,278713,511675,2297385,6881,-12763,507
ES,2024-02-13,13874A,1738023,1585511,292466,508244,2338964,16032,25358,515
ES,2024-02-20,13874A,1722121,1578768,271870,490400,2322953,-15902,-6743,500
ES,2024-02-27,13874A,1716692,1575478,298538,522761,2344340,-5429,-3290,505
ES,2024-03-05,13874A,1741608,1620932,285210,489650,2377697,24916,45454,509
ES,2024-03-12,13874A,1911694,1769963,280718,520545,2678339,170086,149031,496
ES,2024-03-19,13874A,1539140,1429039,258169,452338,2094749,-372554,-340924,474
ES,2024-03-26,13874A,1503611,1428882,296031,465470,2110848,-35529,-157,479
ES,2024-04-02,13874A,1476688,1497300,290089,368211,2089222,-26923,68418,469
ES,2024-04-09,13874A,1478906,1520830,285690,348604,2091937,2218,23530,471
ES,2024-04-16,13874A,1406577,1592920,348567,274453,2100522,-72329,72090,472
ES,2024-04-23,13874A,1402033,1591984,320552,252874,2067890,-4544,-936,473
ES,2024-04-30,13874A,1392147,1542740,272813,229680,2006204,-9886,-49244,470
ES,2024-05-07,13874A,1436696,1531825,262778,272473,2030975,44549,-10915,458
ES,2024-05-14,13874A,1477881,1550928,273398,298682,2081097,41185,19103,470
ES,2024-05-21,13874A,1501724,1593706,304226,327000,2148201,23843,42778,470
ES,2024-05-28,13874A,1503708,1609652,330937,333145,2179731,1984,15946,469
ES,2024-06-04,13874A,1534557,1581649,265433,330433,2160026,30849,-28003,474
ES,2024-06-11,13874A,1606798,1617849,270380,381794,2266096,72241,36200,472
ES,2024-06-18,13874A,1859833,1849694,314990,429100,2595590,253035,231845,482
ES,2024-06-25,13874A,1400848,1446947,271908,337155,1976080,-458985,-402747,469
ES,2024-07-02,13874A,1410782,1508795,317417,329225,2037086,9934,61848,469
ES,2024-07-09,13874A,1434315,1477393,309758,364769,2048220,23533,-31402,468
ES,2024-07-16,13874A,1449475,1486645,333866,399310,2090007,15160,9252,468
ES,2024-07-23,13874A,1418757,1514154,336386,349607,2047183,-30718,27509,464
ES,2024-07-30,13874A,1405868,1529270,335181,323225,2046205,-12889,15116,459
ES,2024-08-06,13874A,1407615,1526190,326376,292386,2025834,1747,-3080,465
ES,2024-08-13,13874A,1441253,1488771,285987,309438,2033008,33638,-37419,462
ES,2024-08-20,13874A,1438541,1442880,277634,362437,2050976,-2712,-45891,468
ES,2024-08-27,13874A,1442162,1471325,302165,384073,2098974,3621,28445,464
ES,2024-09-03,13874A,1451604,1499250,322215,371034,2106791,9442,27925,464
ES,2024-09-10,13874A,1469898,1485152,337420,396808,2156591,18294,-14098,468
ES,2024-09-17,13874A,1860927,1823182,298516,421464,2579860,391029,338030,465
ES,2024-09-24,13874A,1464276,1524195,289938,325691,2046032,-396651,-298987,461
ES,2024-10-01,13874A,1485786,1580266,310708,303163,2081475,21510,56071,457
ES,2024-10-08,13874A,1514535,1602202,322686,328330,2132773,28749,21936,456
ES,2024-10-15,13874A,1522232,1651629,350227,322092,2185413,7697,49427,457
ES,2024-10-22,13874A,1514382,1632424,360779,337798,2186686,-7850,-19205,465
ES,2024-10-29,13874A,1476451,1654059,366915,304217,2168363,-37931,21635,467
ES,2024-11-05,13874A,1448167,1681369,374881,261441,2140451,-28284,27310,456
ES,2024-11-12,13874A,1540339,1701482,360987,335986,2235256,92172,20113,468
ES,2024-11-19,13874A,1556553,1739420,348339,313428,2259351,16214,37938,454
ES,2024-11-26,13874A,1626583,1701009,266965,345859,2272398,70030,-38411,461
ES,2024-12-03,13874A,1646683,1686695,257606,366216,2279466,20100,-14314,468
ES,2024-12-10,13874A,1654888,1721689,288876,372209,2324611,8205,34994,474
ES,2024-12-17,13874A,1793629,1912100,313420,353282,2596020,138741,190411,463
ES,2024-12-24,13874A,1490575,1553952,274748,338539,2083230,-303054,-358148,444
ES,2024-12-31,13874A,1474869,1557039,259743,316545,2058648,-15706,3087,420
GC,2022-01-04,088691,104258,341716,296583,85228,502717,1086,-7120,318
GC,2022-01-11,088691,116292,341365,290102,90365,546516,12034,-351,327
GC,2022-01-18,088691,132764,353832,290528,96321,539204,16472,12467,326
GC,2022-01-25,088691,130208,379954,313415,93264,572078,-2556,26122,334
GC,2022-02-01,088691,127633,328975,275994,103852,515331,-2575,-50979,322
GC,2022-02-08,088691,126328,337762,279559,92853,512842,-1305,8787,314
GC,2022-02-15,088691,126837,365712,313269,99656,558645,509,27950,321
GC,2022-02-22,088691,129682,399404,350096,106948,611488,2845,33692,357
GC,2022-03-01,088691,127231,413040,354177,96555,615600,-2451,13636,348
GC,2022-03-08,088691,139397,446343,364618,90230,638502,12166,33303,344
GC,2022-03-15,088691,151045,448486,346731,84943,617605,11648,2143,340
GC,2022-03-22,088691,155039,436634,328660,80628,605191,3994,-11852,327
GC,2022-03-29,088691,133050,418987,327632,70036,574521,-21989,-17647,328
GC,2022-04-05,088691,124506,403264,324570,79029,560666,-8544,-15723,326
GC,2022-04-12,088691,125627,413720,338164,83877,577639,1121,10456,351
GC,2022-04-19,088691,129157,404682,330745,90988,575202,3530,-9038,341
GC,2022-04-26,088691,127546,376840,310511,92487,557785,-1611,-27842,331
GC,2022-05-03,088691,130795,362647,293439,94271,560441,3249,-14193,332
GC,2022-05-10,088691,132251,360007,288947,95632,571447,1456,-2640,334
GC,2022-05-17,088691,137687,344566,283011,107651,555756,5436,-15441,316
GC,2022-05-24,088691,130364,342311,282202,98389,530098,-7323,-2255,317
GC,2022-05-31,088691,135360,335416,269459,96870,513722,4996,-6895,307
GC,2022-06-07,088691,116965,316851,270356,95088,494130,-18395,-18565,318
GC,2022-06-14,088691,121926,300495,266596,111998,497456,4961,-16356,321
GC,2022-06-21,088691,120045,306974,268119,104832,500276,-1881,6479,320
GC,2022-06-28,088691,117038,299045,268712,111019,497005,-3007,-7929,315
GC,2022-07-05,088691,118289,283874,267806,122146,498210,1251,-15171,329
GC,2022-07-12,088691,131170,268958,251126,133005,542493,12881,-14916,310
GC,2022-07-19,088691,152103,264365,241004,146049,524786,20933,-4593,309
GC,2022-07-26,088691,142007,250429,241661,148971,487515,-10096,-13936,303
GC,2022-08-02,088691,127700,263265,242128,117802,459649,-14307,12836,303
GC,2022-08-09,088691,121980,276534,242906,100055,453540,-5720,13269,295
GC,2022-08-16,088691,122566,276275,238196,97032,453960,586,-259,297
GC,2022-08-23,088691,126193,264265,237427,111580,457762,3627,-12010,309
GC,2022-08-30,088691,126535,256214,235314,117580,459165,342,-8051,309
GC,2022-09-06,088691,129683,243747,231527,127670,465908,3148,-12467,318
GC,2022-09-13,088691,126950,237888,225932,128588,463674,-2733,-5859,315
GC,2022-09-20,088691,141862,217290,214557,148835,469395,14912,-20598,335
GC,2022-09-27,088691,139361,201499,207154,155073,457061,-2501,-15791,329
GC,2022-10-04,088691,116451,212999,215964,127579,437065,-22910,11500,319
GC,2022-10-11,088691,112867,216595,212561,118141,431395,-3584,3596,319
GC,2022-10-18,088691,115073,205103,210890,133934,434701,2206,-11492,315
GC,2022-10-25,088691,123085,203298,212853,144821,456072,8012,-1805,319
GC,2022-11-01,088691,125689,200471,216341,151718,467276,2604,-2827,324
GC,2022-11-08,088691,126187,217331,223135,140797,488471,498,16860,330
GC,2022-11-15,088691,135035,269343,227282,101013,495171,8848,52012,316
GC,2022-11-22,088691,133754,263818,214284,98171,449542,-1281,-5525,281
