cik,opmargin_change_rank
0001615063,1837
0001615165,2005
0001616000,1441
0001616533,2549
0001616543,1707
0001616707,2652
0001616862,441
0001617406,1227
0001617553,1868
0001617640,1895
0001618732,1951
0001618755,1210
0001618756,1211
0001618835,538
0001619856,252
0001620393,2371
0001620533,1429
0001621434,820
0001621906,2761
0001622345,2482
0001622536,1492
0001623526,552
0001623925,1710
0001624326,16
0001624512,906
0001625278,1845
0001625297,352
0001625641,1862
0001625941,2395
0001626450,1865
0001627475,2090
0001628369,1595
0001628808,731
0001628908,1004
0001630627,1457
0001630805,758
0001631574,261
0001632970,2370
0001633369,2633
0001633917,2066
0001633931,1452
0001635077,2742
0001636222,1233
0001636422,2252
0001636519,2297
0001637147,1918
0001637207,2291
0001637757,1655
0001637873,1937
0001637880,1720
0001638290,2221
0001638826,1838
0001639068,1204
0001639300,1314
0001639438,1356
0001639691,1405
0001639723,1964
0001639825,1066
0001640147,1819
0001640266,543
0001640384,2731
0001640428,1883
0001640967,2343
0001641281,2785
0001641614,918
0001642380,2759
0001642896,1859
0001643154,1640
0001643303,2478
0001643615,974
0001643721,1027
0001643953,1370
0001644378,980
0001644903,449
0001645113,1533
0001645460,224
0001645590,44
0001645873,2416
0001646188,2473
0001647088,2095
0001647639,2711
0001648087,862
0001648960,2797
0001649744,1049
0001649904,330
0001650164,1935
0001650372,2073
0001650648,3
0001650664,251
0001650696,697
0001650729,1008
0001651308,358
0001651562,2105
0001651721,2356
0001652044,1960
0001652130,327
0001652535,2562
0001653087,558
0001653482,1863
0001653558,2046
0001653653,1491
0001655210,645
0001655759,536
0001655923,514
0001656472,379
0001657214,1798
0001657573,1881
0001657788,854
0001658247,15
0001658566,833
0001659166,1237
0001660134,1971
0001660280,1858
0001660334,334
0001660734,2342
0001661181,519
0001661458,2412
0001661779,2721
0001662579,501
0001662684,2468
0001662972,2344
0001662991,1938
0001664703,2506
0001664710,2794
0001665300,2213
0001665918,948
0001665988,1212
0001666071,2102
0001666134,1981
0001666138,2523
0001667011,2529
0001667313,1851
0001668010,2274
0001668243,301
0001668397,987
0001669779,1771
0001669811,1994
0001670076,727
0001670592,1269
0001671858,293
0001671927,372
0001671933,1993
0001672013,1201
0001673358,1387
0001673743,1889
0001674101,2551
0001674227,1807
0001674335,1083
0001674356,2457
0001674416,150
0001674632,1064
0001674862,956
0001674910,1368
0001674930,624
0001676047,1766
0001676163,900
0001676238,1846
0001677576,1594
0001679049,954
0001679268,805
0001679788,2727
0001680062,90
0001680247,838
0001680378,512
0001680873,947
0001681459,66
0001681622,2589
0001682149,639
0001682265,1600
0001682639,18
0001682745,269
0001682852,254
0001683606,1910
0001684144,247
0001687932,1474
0001688126,2331
0001688757,1016
0001689375,2634
0001690680,1573
0001690820,1774
0001692063,1331
0001692415,32
0001692427,840
0001692787,1746
0001692819,1591
0001692951,2432
0001693256,815
0001693317,2154
0001693736,1974
0001694028,817
0001694426,1431
0001695963,2722
0001696088,845
0001696556,685
0001697500,52
0001698514,812
0001698538,2355
0001698990,835
0001699031,561
0001699039,810
0001699136,142
0001699150,122
0001699350,1509
0001701108,2304
0001701758,1537
0001701963,2690
0001702744,724
0001702780,208
0001702924,706
0001703056,2011
0001703057,249
0001703956,1320
0001704292,480
0001704711,1099
0001704715,1182
0001704720,1444
0001705110,2133
0001705843,220
0001706946,2749
0001707910,902
0001707919,2240
0001707925,416
0001708035,383
0001708055,2121
0001708341,2282
0001709164,2550
0001709628,1355
0001709682,1931
0001709941,291
0001710155,1197
0001710340,367
0001710350,2739
0001710366,1131
0001711141,341
0001711269,1686
0001711279,390
0001711799,2352
0001711929,2369
0001712189,1586
0001712463,1181
0001712762,1788
0001713210,593
0001713407,2427
0001713445,1810
0001713683,2012
0001713863,1822
0001714562,2271
0001716166,1240
0001716621,516
0001716947,524
0001717115,1949
0001718224,1366
0001718227,1128
0001718500,458
0001718512,121
0001718939,1629
0001720116,1963
0001720420,2008
0001720592,1919
0001720635,103
0001720893,244
0001721484,300
0001722482,1375
0001722684,1471
0001722731,1793
0001723059,245
0001723128,387
0001724521,533
0001724965,869
0001725255,612
0001725430,1150
0001726445,1864
0001726711,2
0001726978,1068
0001728117,309
0001728688,2086
0001728951,2418
0001729149,609
0001729637,255
0001730168,2517
0001730430,393
0001730463,259
0001730773,729
0001731348,263
0001733998,1675
0001734722,1852
0001734750,542
0001735041,97
0001735438,2756
0001736297,2508
0001736730,258
0001737523,2462
0001737706,813
0001738177,2499
0001738827,811
0001739410,262
0001739445,755
0001739566,671
0001739940,1362
0001740332,1034
0001740604,2713
0001740742,2333
0001741489,957
0001743725,2060
0001743745,2334
0001743759,59
0001743881,339
0001743907,725
0001744489,2293
0001745999,240
0001746618,2679
0001747079,1160
0001748137,2619
0001748790,1225
0001748824,1577
0001749723,2140
0001750106,916
0001750155,1626
0001750704,2078
0001751008,1909
0001753162,1607
0001753539,2617
0001754170,970
0001754195,415
0001755101,549
0001755347,1558
0001755953,2691
0001756064,209
0001756262,1511
0001756390,422
0001757073,1207
0001757715,2778
0001758009,19
0001758021,737
0001758488,2289
0001758730,1532
0001758766,1829
0001759186,2622
0001759425,537
0001759509,1970
0001759631,239
0001759774,2354
0001759824,1030
0001760026,2682
0001760233,2658
0001760689,2614
0001760965,1157
0001761612,2692
0001762303,1060
0001763925,1539
0001764046,1872
0001766368,777
0001766400,606
0001766502,2662
0001767042,1661
0001767258,759
0001768224,568
0001768267,2156
0001769624,701
0001769628,2100
0001770501,528
0001770787,1082
0001771514,2383
0001771515,1520
0001771706,420
0001771910,403
0001772016,687
0001772177,1253
0001772720,1615
0001772921,1782
0001773751,625
0001774675,1948
0001775194,2752
0001776661,1956
0001776909,1555
0001777319,978
0001777393,2522
0001777835,2720
0001777921,1884
0001778129,1639
0001779128,578
0001779474,2107
0001780201,2648
0001781162,541
0001781335,2543
0001781755,1578
0001782107,2790
0001782170,1873
0001782430,2374
0001783180,133
0001783183,285
0001783328,564
0001784058,1756
0001784254,196
0001784440,2233
0001784535,1857
0001784570,2312
0001785056,2463
0001785279,563
0001785424,1901
0001786117,2347
0001786352,1877
0001786842,1264
0001787306,344
0001788060,2244
0001788230,2637
0001788451,1785
0001788882,1257
0001788999,1826
0001789029,848
0001789832,821
0001789940,1400
0001790169,2318
0001792044,320
0001792580,865
0001792781,1067
0001792789,2053
0001792849,856
0001793229,2059
0001793659,2281
0001794515,1959
0001794669,1973
0001794783,1092
0001795139,1641
0001795250,2273
0001795586,2707
0001796209,2010
0001799191,584
0001799448,214
0001800227,2136
0001800637,507
0001800667,1861
0001801169,1642
0001801170,1250
0001801368,2769
0001801602,1915
0001801661,1789
0001802156,2246
0001802255,2664
0001802457,2316
0001802665,475
0001802768,455
0001802974,548
0001803599,2079
0001803696,167
0001803737,586
0001803901,618
0001803914,2643
0001803977,2256
0001804176,975
0001804745,1095
0001805077,2464
0001805385,43
0001805521,216
0001805526,2748
0001805651,2148
0001805833,2251
0001806201,2715
0001806347,657
0001806837,2117
0001806952,2798
0001807166,550
0001807616,863
0001807887,2629
0001808665,518
0001808834,2007
0001809104,2084
0001809519,2101
0001809750,2016
0001809987,1371
0001810019,1943
0001810806,2193
0001811063,232
0001811074,2385
0001811210,2248
0001811935,2677
0001812360,909
0001812364,632
0001812477,2736
0001812727,1105
0001814114,2781
0001814287,1625
0001815442,318
0001816017,205
0001816431,2745
0001816581,41
0001816708,1512
0001816937,213
0001817004,1790
0001817358,2675
0001817760,2443
0001818093,1081
0001818331,628
0001818382,570
0001818383,1887
0001818643,834
0001818644,540
0001819142,2475
0001819253,472
0001819404,880
0001819438,2757
0001819493,1734
0001819516,708
0001819576,242
0001819790,342
0001819796,1548
0001819810,2243
0001819928,1920
0001819974,2540
0001819989,2738
0001819994,2144
0001820144,1906
0001820190,296
0001820721,2598
0001820872,281
0001820875,2254
0001820953,2703
0001821159,1051
0001821175,1803
0001821769,2627
0001821806,2646
0001822359,620
0001822462,530
0001822492,770
0001822791,2747
0001822928,2199
0001822966,2755
0001823239,312
0001823466,2261
0001823584,903
0001823587,1076
0001823878,2143
0001824893,250
0001824920,642
0001825024,1608
0001825079,36
0001825452,2139
0001826000,920
0001826011,2238
0001826397,2744
0001826470,2668
0001826600,1743
0001826660,55
0001826667,1534
0001826681,1755
0001826889,2645
0001827090,2129
0001828016,2138
0001828161,2610
0001828318,2467
0001828536,2476
0001828748,1758
0001828791,1952
0001828805,2623
0001828962,125
0001828972,191
0001829280,2160
0001829311,2791
0001829794,2792
0001829864,2047
0001830033,238
0001830043,1842
0001830072,1601
0001830081,2023
0001830214,520
0001831096,2172
0001831097,592
0001831651,2571
0001831868,631
0001831915,1443
0001832038,522
0001832161,6
0001832332,595
0001832466,1311
0001832483,28
0001832511,577
0001833197,738
0001833498,1623
0001833756,1221
0001833769,728
0001833835,2077
0001834376,616
0001834488,1879
0001834584,2687
0001834622,75
0001835022,508
0001835632,2574
0001835830,1869
0001836754,898
0001836833,2582
0001836875,2471
0001836981,2123
0001837014,1651
0001837240,58
0001837254,493
0001838163,13
0001838406,782
0001838615,1570
0001838987,1587
0001839285,1991
0001839341,2737
0001839530,2127
0001839839,776
0001840102,2130
0001840233,267
0001840317,14
0001840425,2264
0001840502,1825
0001840572,2290
0001840780,1506
0001840877,2689
0001841156,1969
0001841761,2650
0001841925,2554
0001841968,1503
0001842022,1689
0001842279,1742
0001842566,1900
0001842939,496
0001843656,2353
0001843724,286
0001843973,711
0001844392,621
0001844452,1424
0001844505,1239
0001844862,2632
0001844971,2717
0001845123,565
0001845257,585
0001845815,2029
0001846069,1813
0001846084,713
0001846253,643
0001846576,1244
0001847064,885
0001847367,2636
0001847590,995
0001847986,2609
0001848334,2466
0001848416,1637
0001849253,1138
0001849380,2337
0001849635,2786
0001849820,46
0001850902,370
0001851003,1979
0001851491,696
0001851961,2330
0001852244,271
0001852575,2379
0001852973,650
0001853070,917
0001853145,2057
0001853513,1097
0001853825,2176
0001853962,2766
0001854139,653
0001854445,2631
0001854963,2701
0001854964,2391
0001855447,2513
0001855457,184
0001855467,2630
0001855509,2222
0001855747,1839
0001856314,1890
0001856437,1043
0001856485,1473
0001856525,1010
0001856725,210
0001857086,1268
0001857154,1174
0001857475,1636
0001857816,2661
0001857853,2586
0001858685,375
0001859199,2257
0001860160,2229
0001860543,1439
0001860742,1106
0001861107,1480
0001861622,783
0001861795,2223
0001863990,785
0001864531,626
0001864943,753
0001865107,2666
0001865200,924
0001865506,879
0001865631,2328
0001865782,594
0001866175,802
0001866368,2062
0001866581,1427
0001866633,2027
0001866757,1330
0001866816,1564
0001867066,357
0001867096,361
0001868159,2401
0001868275,1633
0001868419,927
0001868726,476
0001869198,2288
0001870144,10
0001870600,1112
0001870940,607
0001871509,1459
0001871638,562
0001872525,1928
0001872789,1477
0001873213,875
0001873529,1584
0001873722,2783
0001873951,2026
0001874097,229
0001874178,2227
0001874315,2472
0001874875,2671
0001875444,1529
0001876042,2718
0001877322,127
0001877939,959
0001878848,2735
0001878897,1616
0001879016,298
0001879293,48
0001879726,33
0001880319,503
0001880343,2469
0001880613,2033
0001881487,850
0001882781,1
0001882850,2441
0001883085,2705
0001883313,2670
0001883685,2284
0001883814,1449
0001884164,1635
0001886362,27
0001886894,1808
0001887944,1094
0001888447,1725
0001891027,1814
0001891101,656
0001891856,1522
0001892316,630
0001892322,2245
0001892492,2732
0001893262,2428
0001894954,2618
0001895249,1461
0001895262,804
0001895618,219
0001897762,1015
0001898496,1968
0001898718,273
0001898766,243
0001898795,786
0001899287,2484
0001901203,686
0001901440,972
0001902314,2553
0001902733,1832
0001903508,1000
0001905956,2267
0001906324,469
0001907982,2474
0001909747,385
0001910139,2319
0001914496,2400
0001915657,1134
0001918080,2272
0001920406,2777
0001921865,305
0001921963,2188
0001922335,1797
0001922446,2278
0001923780,730
0001927958,2262
0001928446,864
0001929017,1631
0001929561,278
0001930313,619
0001932393,1379
0001933567,867
0001934245,1795
0001935799,1164
0001936258,264
0001936804,1078
0001937653,788
0001937891,962
0001937987,1024
0001938046,743
0001938109,2753
0001938338,200
0001940243,2639
0001941365,1469
0001943289,1599
0001943896,1817
0001944013,774
0001944048,391
0001944558,816
0001945619,2134
0001946563,515
0001946573,2776
0001947210,2300
0001947861,212
0001948455,1544
0001948864,1456
0001951667,2307
0001952073,2296
0001952853,2159
0001953988,2260
0001955520,2450
0001956741,2440
0001956744,2704
0001956955,2479
0001957132,2573
0001958086,825
0001958140,2270
0001959023,215
0001960355,2168
0001960847,1472
0001961847,2641
0001962481,702
0001963088,2724
0001963685,35
0001964738,1384
0001964789,2697
0001964979,1189
0001965040,567
0001965052,2714
0001967649,930
0001967680,1286
0001968487,1259
0001968915,2191
0001971213,174
0001972234,218
0001972529,1419
0001973062,571
0001973266,2287
0001974138,117
0001976900,951
0001978111,559
0001980088,866
0001981535,2758
0001981599,1680
0001981792,2406
0001983736,2269
0001984060,857
0001984086,25
0001985554,2234
0001990354,2013
0001992243,2494
0001993004,1741
0001994214,2302
0001994373,633
0001995807,2386
0001995920,1059
0001996192,283
0001996810,2558
0001997859,905
0001999001,2276
0001999261,1572
0002000178,2207
0002001184,587
0002001557,9
0002003750,2787
0002005951,1420
0002007596,1071
0002007825,2266
0002007855,1757
0002009312,2305
0002009684,2306
0002010982,1827
0002011134,2158
0002011208,521
0002011286,1983
0002011514,2332
0002011641,1002
0002012383,1500
0002013745,1538
0002013807,152
0002014596,598
0002015845,2321
0002016167,1804
0002017206,1198
0002017758,1618
0002018064,153
0002019410,569
0002020795,206
0002021728,2502
0002022308,1654
0002022626,237
0002023554,34
0002024306,2329
0002025410,2195
0002026053,1611
0002026478,161
0002028336,2031
0002028707,2459
0002029014,234
0002029118,709
0002030763,1669
0002030781,1780
0002030954,832
0002032341,2310
0002032545,2236
0002032609,511
0002032966,2068
0002033383,2247
0002033770,2789
0002034288,1735
0002035149,113
0002035832,257
0002035989,1208
0002038118,1666
0002039497,2723
0002040127,2170
0002041385,1353
0002041610,176
0002042022,2730
0002042694,677
0002046042,2719
0002046386,1369
0002048519,123
0002050338,1494
0002051380,2688
0002052568,1430
0002053641,1145
0002054696,2082
0002055592,2728
0002057381,635
0002057463,201
0002063196,2152
0002063863,207
0002064124,2700
0002064307,2452
0002064947,819
0002065708,2137
0002067129,1475
0002067767,2228
0002067876,185
0002068385,2315
0002068577,1404
0002069604,617
0002069785,1285
0002070849,573
0002071288,613
0002074176,851
0002076148,2277
0002077709,2242
0002078008,2215
0002078416,2280
0002079720,693
0002080126,2577
0002081043,861
0002083632,2087
0002085187,1521
0002086587,2255
0002088896,792
0002089661,1299
0002093101,265
0002093536,2161
0002097163,29
0002100782,531
0002101698,772
0002104052,1745
0002104204,1062
0002108121,2444
